,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year
29,0,0,0,SD,226,22,2.00,DST,32,1.0,0,Oakland RaidersOakland,258,0,1,2012
30,0,0,0,Atl,292,40,1.00,DST,84,1.0,0,Kansas City ChiefsKansas City,376,0,1,2012
31,0,0,0,NE,228,34,1.00,DST,162,1.0,0,Tennessee TitansTennessee,390,0,1,2012
32,0,0,4,Chi,74,10,22.00,DST,94,7.0,0,Green Bay PackersGreen Bay,168,0,2,2012
33,0,2,1,KC,272,17,21.00,DST,150,5.0,0,Buffalo BillsBuffalo,422,1,2,2012
34,1,1,1,Dal,247,7,20.00,DST,49,1.0,0,Seattle SeahawksSeattle,296,1,2,2012
35,0,2,1,@Stl,301,31,14.00,DST,151,2.0,0,Washington RedskinsWashington,452,1,2,2012
36,1,0,1,@NE,297,18,12.00,DST,90,4.0,0,Arizona CardinalsArizona,387,0,2,2012
37,0,1,3,Den,218,21,12.00,DST,118,3.0,0,Atlanta FalconsAtlanta,336,0,2,2012
38,0,0,2,NO,323,27,12.00,DST,163,1.0,0,Carolina PanthersCarolina,486,1,2,2012
39,0,1,0,@Jax,52,7,12.00,DST,65,3.0,0,Houston TexansHouston,117,0,2,2012
40,0,0,3,@NYG,510,41,12.00,DST,94,0.0,0,Tampa Bay BuccaneersTampa Bay,604,1,2,2012
41,0,2,2,@Phi,357,24,11.00,DST,129,2.0,0,Baltimore RavensBaltimore,486,0,2,2012
42,0,1,0,Cle,309,27,11.00,DST,130,2.0,0,Cincinnati BengalsCincinnati,439,1,2,2012
43,0,1,0,NYJ,129,10,11.00,DST,90,2.0,0,Pittsburgh SteelersPittsburgh,219,0,2,2012
44,0,1,1,@GB,215,23,10.00,DST,106,5.0,0,Chicago BearsChicago,321,0,2,2012
45,0,1,0,Min,232,20,10.00,DST,95,4.0,0,Indianapolis ColtsIndianapolis,327,0,2,2012
46,0,2,0,Ari,140,20,10.00,DST,102,2.0,0,New England PatriotsNew England,242,0,2,2012
47,0,0,1,Oak,373,13,9.00,DST,23,0.0,0,Miami DolphinsMiami,396,0,2,2012
48,0,0,1,Ten,174,10,9.00,DST,38,0.0,0,San Diego ChargersSan Diego,212,0,2,2012
49,0,0,1,@Cin,295,34,8.00,DST,80,6.0,0,Cleveland BrownsCleveland,375,0,2,2012
50,0,0,1,Det,214,19,8.00,DST,82,2.0,0,San Francisco 49ersSan Francisco,296,0,2,2012
51,0,1,1,Bal,214,23,7.00,DST,111,2.0,0,Philadelphia EaglesPhiladelphia,325,0,2,2012
52,0,1,0,@SF,201,27,6.00,DST,148,3.0,0,Detroit LionsDetroit,349,0,2,2012
53,0,0,2,TB,228,34,6.00,DST,79,2.0,0,New York GiantsNY Giants,307,0,2,2012
54,0,0,1,@SD,268,38,6.00,DST,148,4.0,0,Tennessee TitansTennessee,416,0,2,2012
55,1,0,1,Was,197,28,5.00,DST,176,1.0,0,St. Louis RamsSt. Louis,373,0,2,2012
56,0,0,0,@Pit,265,27,4.00,DST,66,3.0,0,New York JetsNY Jets,331,0,2,2012
57,0,0,0,@Sea,133,27,3.00,DST,182,2.0,0,Dallas CowboysDallas,315,0,2,2012
58,0,0,0,@Ind,194,23,3.00,DST,84,2.0,0,Minnesota VikingsMinnesota,278,0,2,2012
59,0,1,0,@Car,244,35,3.00,DST,219,1.0,0,New Orleans SaintsNew Orleans,463,0,2,2012
60,0,0,0,@Atl,208,27,2.00,DST,67,1.0,0,Denver BroncosDenver,275,0,2,2012
61,0,0,0,Hou,195,27,1.00,DST,216,0.0,0,Jacksonville JaguarsJacksonville,411,0,2,2012
62,0,0,0,@Mia,189,35,1.00,DST,263,1.0,0,Oakland RaidersOakland,452,0,2,2012
63,0,0,0,@Buf,178,35,0.00,DST,201,0.0,0,Kansas City ChiefsKansas City,379,0,2,2012
64,0,3,0,Phi,194,6,27.00,DST,113,5.0,0,Arizona CardinalsArizona,307,1,3,2012
65,0,0,2,Stl,101,6,26.00,DST,59,6.0,0,Chicago BearsChicago,160,1,3,2012
66,0,1,0,Det,442,41,21.00,DST,141,1.0,0,Tennessee TitansTennessee,583,3,3,2012
67,0,2,2,@SD,164,3,19.00,DST,116,1.0,0,Atlanta FalconsAtlanta,280,0,3,2012
68,0,2,3,@Car,267,7,19.00,DST,60,2.0,0,New York GiantsNY Giants,327,0,3,2012
69,1,2,1,SF,191,13,18.00,DST,89,3.0,0,Minnesota VikingsMinnesota,280,0,3,2012
70,0,0,0,GB,184,12,15.00,DST,84,8.0,0,Seattle SeahawksSeattle,268,0,3,2012
71,0,1,1,@Mia,196,20,14.00,DST,185,0.0,0,New York JetsNY Jets,381,1,3,2012
72,0,2,1,@Dal,259,16,14.00,DST,38,4.0,0,Tampa Bay BuccaneersTampa Bay,297,0,3,2012
73,0,1,1,TB,91,10,13.00,DST,75,2.0,0,Dallas CowboysDallas,166,0,3,2012
74,0,0,2,@Cle,207,14,12.00,DST,33,4.0,0,Buffalo BillsBuffalo,240,0,3,2012
75,0,1,1,Cin,385,38,12.00,DST,93,2.0,0,Washington RedskinsWashington,478,1,3,2012
76,0,2,1,KC,237,27,10.00,DST,273,3.0,0,New Orleans SaintsNew Orleans,510,0,3,2012
77,0,0,1,@NO,205,24,9.00,DST,83,4.0,1,Kansas City ChiefsKansas City,288,0,3,2012
78,0,1,0,@Was,179,31,7.00,DST,202,5.0,0,Cincinnati BengalsCincinnati,381,0,3,2012
79,0,1,1,Hou,284,31,7.00,DST,152,1.0,1,Denver BroncosDenver,436,0,3,2012
80,0,0,2,NYJ,295,23,7.00,DST,93,2.0,0,Miami DolphinsMiami,388,0,3,2012
81,0,1,0,@Den,316,25,6.00,DST,59,3.0,0,Houston TexansHouston,375,0,3,2012
82,0,0,1,@Ind,313,17,6.00,DST,124,0.0,0,Jacksonville JaguarsJacksonville,437,0,3,2012
83,0,0,0,@Sea,111,14,5.00,DST,127,1.0,0,Green Bay PackersGreen Bay,238,0,3,2012
84,0,2,0,Pit,379,31,5.00,DST,54,1.0,0,Oakland RaidersOakland,433,0,3,2012
85,0,0,1,Atl,265,27,5.00,DST,119,2.0,0,San Diego ChargersSan Diego,384,0,3,2012
86,0,2,0,@Min,198,24,5.00,DST,146,0.0,0,San Francisco 49ersSan Francisco,344,0,3,2012
87,0,0,1,@Chi,171,23,5.00,DST,103,2.0,0,St. Louis RamsSt. Louis,274,0,3,2012
88,0,1,0,Buf,206,24,4.00,DST,138,1.0,0,Cleveland BrownsCleveland,344,0,3,2012
89,0,2,0,@Ten,378,44,4.00,DST,59,0.0,0,Detroit LionsDetroit,437,0,3,2012
90,0,0,0,@Ari,193,27,4.00,DST,99,3.0,0,Philadelphia EaglesPhiladelphia,292,0,3,2012
91,0,0,1,@Oak,202,34,3.00,DST,119,1.0,0,Pittsburgh SteelersPittsburgh,321,0,3,2012
92,0,0,0,NE,319,30,2.00,DST,77,2.0,0,Baltimore RavensBaltimore,396,0,3,2012
93,0,0,0,NYG,280,36,2.00,DST,125,2.0,0,Carolina PanthersCarolina,405,0,3,2012
94,0,0,0,Jax,148,22,2.00,DST,185,1.0,0,Indianapolis ColtsIndianapolis,333,0,3,2012
95,0,0,1,@Bal,382,31,2.00,DST,121,0.0,0,New England PatriotsNew England,503,0,3,2012
96,1,3,1,@NYJ,100,0,29.00,DST,45,3.0,0,San Francisco 49ersSan Francisco,145,1,4,2012
97,0,0,5,@Dal,389,18,27.00,DST,41,1.0,0,Chicago BearsChicago,430,2,4,2012
98,0,1,2,Ten,167,14,26.00,DST,158,4.0,0,Houston TexansHouston,325,2,4,2012
99,0,1,0,@Det,286,13,26.00,DST,55,5.0,0,Minnesota VikingsMinnesota,341,2,4,2012
100,0,3,3,@KC,234,20,24.00,DST,115,2.0,0,San Diego ChargersSan Diego,349,1,4,2012
101,0,1,1,@Jax,143,10,17.00,DST,69,6.0,0,Cincinnati BengalsCincinnati,212,0,4,2012
102,0,1,1,Cle,314,16,15.00,DST,43,1.0,0,Baltimore RavensBaltimore,357,1,4,2012
103,0,2,4,@Buf,340,28,15.00,DST,98,3.0,0,New England PatriotsNew England,438,0,4,2012
104,0,0,3,Sea,140,13,15.00,DST,179,2.0,0,St. Louis RamsSt. Louis,319,0,4,2012
105,0,2,2,Mia,394,21,13.00,DST,86,4.0,0,Arizona CardinalsArizona,480,0,4,2012
106,0,0,0,Oak,181,6,13.00,DST,56,3.0,0,Denver BroncosDenver,237,0,4,2012
107,0,0,2,@Ari,269,24,13.00,DST,28,8.0,0,Miami DolphinsMiami,297,0,4,2012
108,0,0,1,@TB,293,22,10.00,DST,80,1.0,0,Washington RedskinsWashington,373,1,4,2012
109,0,0,1,@Atl,305,30,9.00,DST,121,7.0,0,Carolina PanthersCarolina,426,0,4,2012
110,0,0,1,@Stl,211,19,8.00,DST,75,2.0,0,Seattle SeahawksSeattle,286,0,4,2012
111,0,0,1,@Bal,337,23,7.00,DST,101,4.0,0,Cleveland BrownsCleveland,438,0,4,2012
112,0,0,0,Min,100,20,6.00,DST,127,2.0,0,Detroit LionsDetroit,227,0,4,2012
113,0,0,0,@Phi,231,19,6.00,DST,191,2.0,0,New York GiantsNY Giants,422,0,4,2012
114,0,0,1,NYG,309,17,6.00,DST,57,0.0,0,Philadelphia EaglesPhiladelphia,366,0,4,2012
115,0,1,0,Car,205,28,5.00,DST,199,3.0,0,Atlanta FalconsAtlanta,404,0,4,2012
116,0,2,0,NE,333,52,5.00,DST,247,1.0,0,Buffalo BillsBuffalo,580,0,4,2012
117,0,1,1,Cin,244,27,5.00,DST,138,0.0,0,Jacksonville JaguarsJacksonville,382,0,4,2012
118,0,0,1,SD,189,37,5.00,DST,104,3.0,0,Kansas City ChiefsKansas City,293,0,4,2012
119,0,1,0,Chi,267,34,4.00,DST,93,2.0,0,Dallas CowboysDallas,360,0,4,2012
120,0,1,1,@GB,319,28,4.00,DST,102,0.0,0,New Orleans SaintsNew Orleans,421,0,4,2012
121,0,0,0,NO,429,27,3.00,DST,45,2.0,0,Green Bay PackersGreen Bay,474,0,4,2012
122,0,0,0,SF,134,34,2.00,DST,247,2.0,0,New York JetsNY Jets,381,0,4,2012
123,0,1,0,@Den,338,37,2.00,DST,165,0.0,0,Oakland RaidersOakland,503,0,4,2012
124,0,0,0,Was,321,24,2.00,DST,153,1.0,0,Tampa Bay BuccaneersTampa Bay,474,0,4,2012
125,0,0,0,@Hou,202,38,0.00,DST,95,0.0,0,Tennessee TitansTennessee,297,0,4,2012
126,0,1,2,@Jax,129,3,31.00,DST,60,3.0,0,Chicago BearsChicago,189,2,5,2012
127,0,1,0,Ari,237,3,21.00,DST,45,9.0,0,St. Louis RamsSt. Louis,282,0,5,2012
128,0,1,2,Sea,212,16,20.00,DST,98,2.0,1,Carolina PanthersCarolina,310,1,5,2012
129,0,2,2,@KC,124,6,18.00,DST,214,0.0,0,Baltimore RavensBaltimore,338,0,5,2012
130,0,1,2,@Cin,218,13,16.00,DST,80,3.0,0,Miami DolphinsMiami,298,0,5,2012
131,0,1,1,Bal,165,9,15.00,DST,133,4.0,0,Kansas City ChiefsKansas City,298,0,5,2012
132,0,1,1,Buf,115,3,15.00,DST,89,1.0,0,San Francisco 49ersSan Francisco,204,0,5,2012
133,0,2,0,@Car,108,12,15.00,DST,82,4.0,0,Seattle SeahawksSeattle,190,0,5,2012
134,0,1,1,Ten,215,7,13.00,DST,52,2.0,0,Minnesota VikingsMinnesota,267,0,5,2012
135,0,1,1,Atl,338,24,12.00,DST,83,1.0,0,Washington RedskinsWashington,421,1,5,2012
136,0,0,2,@Was,187,17,11.00,DST,129,3.0,0,Atlanta FalconsAtlanta,316,0,5,2012
137,0,0,2,@NYJ,217,17,11.00,DST,69,3.0,0,Houston TexansHouston,286,0,5,2012
138,0,2,0,Phi,168,14,11.00,DST,78,3.0,0,Pittsburgh SteelersPittsburgh,246,0,5,2012
139,0,2,0,Mia,211,17,10.00,DST,68,2.0,0,Cincinnati BengalsCincinnati,279,0,5,2012
140,0,1,1,SD,310,24,10.00,DST,117,5.0,0,New Orleans SaintsNew Orleans,427,0,5,2012
141,0,3,0,Den,324,21,9.00,DST,70,2.0,0,New England PatriotsNew England,394,0,5,2012
142,0,0,1,Hou,209,23,9.00,DST,169,0.0,0,New York JetsNY Jets,378,1,5,2012
143,0,0,1,GB,207,27,8.00,DST,149,5.0,0,Indianapolis ColtsIndianapolis,356,0,5,2012
144,0,0,1,@Stl,131,17,7.00,DST,111,1.0,0,Arizona CardinalsArizona,242,0,5,2012
145,0,1,2,Cle,291,27,7.00,DST,84,0.0,0,New York GiantsNY Giants,375,0,5,2012
146,0,1,0,@NE,193,31,6.00,DST,251,4.0,0,Denver BroncosDenver,444,0,5,2012
147,0,0,1,@Ind,345,30,6.00,DST,119,4.0,0,Green Bay PackersGreen Bay,464,0,5,2012
148,0,0,1,@NO,351,31,5.00,DST,53,3.0,0,San Diego ChargersSan Diego,404,0,5,2012
149,0,0,2,@Min,258,30,5.00,DST,175,1.0,0,Tennessee TitansTennessee,433,0,5,2012
150,0,1,1,@NYG,259,41,4.00,DST,243,0.0,0,Cleveland BrownsCleveland,502,0,5,2012
151,0,0,0,@Pit,220,16,4.00,DST,123,0.0,0,Philadelphia EaglesPhiladelphia,343,0,5,2012
152,0,0,1,Chi,287,41,3.00,DST,214,1.0,0,Jacksonville JaguarsJacksonville,501,0,5,2012
153,0,1,0,@SF,310,45,2.00,DST,311,0.0,0,Buffalo BillsBuffalo,621,0,5,2012
154,0,2,4,@SD,217,24,29.00,DST,90,4.0,0,Denver BroncosDenver,307,2,6,2012
155,0,0,3,@SF,234,3,22.00,DST,80,6.0,0,New York GiantsNY Giants,314,0,6,2012
156,0,2,1,Oak,325,20,19.00,DST,149,3.0,0,Atlanta FalconsAtlanta,474,1,6,2012
157,0,2,2,Ind,257,9,19.00,DST,41,4.0,0,New York JetsNY Jets,298,0,6,2012
158,0,1,3,Cin,362,24,17.00,DST,76,2.0,0,Cleveland BrownsCleveland,438,1,6,2012
159,0,0,2,KC,180,10,17.00,DST,80,0.0,0,Tampa Bay BuccaneersTampa Bay,260,1,6,2012
160,0,1,2,Min,327,26,17.00,DST,94,4.0,0,Washington RedskinsWashington,421,1,6,2012
161,0,0,2,@Ari,150,16,15.00,DST,182,5.0,1,Buffalo BillsBuffalo,332,0,6,2012
162,1,1,1,@TB,318,38,13.00,DST,145,1.0,0,Kansas City ChiefsKansas City,463,1,6,2012
163,0,2,1,Den,309,35,12.00,DST,56,0.0,0,San Diego ChargersSan Diego,365,1,6,2012
164,0,1,1,Buf,141,19,10.00,DST,165,2.0,0,Arizona CardinalsArizona,306,0,6,2012
165,0,1,2,@Phi,286,23,10.00,DST,71,3.0,0,Detroit LionsDetroit,357,0,6,2012
166,0,0,3,@Hou,231,24,10.00,DST,90,3.0,0,Green Bay PackersGreen Bay,321,0,6,2012
167,1,0,0,GB,328,42,10.00,DST,99,2.0,0,Houston TexansHouston,427,1,6,2012
168,0,0,1,Dal,254,29,9.00,DST,227,1.0,0,Baltimore RavensBaltimore,481,1,6,2012
169,0,1,0,Stl,300,14,9.00,DST,162,3.0,0,Miami DolphinsMiami,462,0,6,2012
170,0,0,3,@Atl,241,23,8.00,DST,45,1.0,0,Oakland RaidersOakland,286,0,6,2012
171,0,2,0,@Sea,283,24,7.00,DST,85,2.0,0,New England PatriotsNew England,368,0,6,2012
172,0,0,0,@Mia,156,17,7.00,DST,36,3.0,0,St. Louis RamsSt. Louis,192,0,6,2012
173,0,0,1,@Ten,265,26,6.00,DST,94,3.0,0,Pittsburgh SteelersPittsburgh,359,0,6,2012
174,0,0,2,NE,388,23,6.00,DST,87,1.0,0,Seattle SeahawksSeattle,475,0,6,2012
175,1,0,1,Pit,356,23,6.00,DST,56,1.0,0,Tennessee TitansTennessee,412,0,6,2012
176,0,0,1,@Cle,218,34,4.00,DST,110,2.0,0,Cincinnati BengalsCincinnati,328,0,6,2012
177,0,0,1,@Was,178,38,3.00,DST,183,1.0,0,Minnesota VikingsMinnesota,361,0,6,2012
178,0,0,1,Det,311,26,3.00,DST,138,0.0,0,Philadelphia EaglesPhiladelphia,449,0,6,2012
179,1,0,0,NYG,193,26,3.00,DST,149,0.0,0,San Francisco 49ersSan Francisco,342,0,6,2012
180,0,0,0,@Bal,230,31,1.00,DST,86,1.0,0,Dallas CowboysDallas,316,0,6,2012
181,0,0,0,@NYJ,99,35,1.00,DST,252,1.0,0,Indianapolis ColtsIndianapolis,351,0,6,2012
182,0,0,2,Bal,121,13,23.00,DST,55,4.0,1,Houston TexansHouston,176,1,7,2012
183,0,1,1,Ari,230,14,21.00,DST,126,7.0,0,Minnesota VikingsMinnesota,356,1,7,2012
184,0,3,1,Det,243,7,18.00,DST,97,3.0,0,Chicago BearsChicago,340,0,7,2012
185,0,1,1,NYJ,297,26,17.00,DST,106,4.0,1,New England PatriotsNew England,403,1,7,2012
186,1,0,0,@Chi,125,13,14.00,DST,171,5.0,0,Detroit LionsDetroit,296,0,7,2012
187,0,0,1,Sea,115,6,14.00,DST,136,2.0,0,San Francisco 49ersSan Francisco,251,0,7,2012
188,0,3,1,Was,232,23,12.00,DST,248,3.0,0,New York GiantsNY Giants,480,0,7,2012
189,0,0,1,@SF,138,13,11.00,DST,175,2.0,0,Seattle SeahawksSeattle,313,0,7,2012
190,0,1,1,@Car,216,14,10.00,DST,112,2.0,0,Dallas CowboysDallas,328,0,7,2012
191,0,1,0,@Ind,173,17,9.00,DST,148,3.0,0,Cleveland BrownsCleveland,321,0,7,2012
192,0,0,1,@Stl,246,20,9.00,DST,108,3.0,0,Green Bay PackersGreen Bay,354,0,7,2012
193,0,2,1,@Oak,282,26,9.00,DST,69,2.0,0,Jacksonville JaguarsJacksonville,351,0,7,2012
194,0,0,2,@Min,43,21,8.00,DST,166,3.0,0,Arizona CardinalsArizona,209,0,7,2012
195,0,0,0,Ten,193,35,8.00,DST,197,2.0,0,Buffalo BillsBuffalo,390,1,7,2012
196,0,1,1,Pit,264,24,8.00,DST,167,3.0,0,Cincinnati BengalsCincinnati,431,0,7,2012
197,0,0,0,Cle,264,13,7.00,DST,55,0.0,0,Indianapolis ColtsIndianapolis,319,0,7,2012
198,0,1,0,Dal,227,19,6.00,DST,85,0.0,0,Carolina PanthersCarolina,312,0,7,2012
199,0,1,0,Jax,155,23,6.00,DST,54,3.0,0,Oakland RaidersOakland,209,0,7,2012
200,0,0,1,@Cin,105,17,6.00,DST,80,0.0,0,Pittsburgh SteelersPittsburgh,185,0,7,2012
201,0,0,2,@NYG,329,27,6.00,DST,64,1.0,0,Washington RedskinsWashington,393,0,7,2012
202,0,1,1,@Buf,216,34,5.00,DST,166,1.0,0,Tennessee TitansTennessee,382,0,7,2012
203,0,1,0,@NE,250,29,3.00,DST,131,1.0,0,New York JetsNY Jets,381,0,7,2012
204,0,0,0,GB,332,30,3.00,DST,70,3.0,0,St. Louis RamsSt. Louis,402,0,7,2012
205,0,0,0,@Hou,239,43,2.00,DST,181,2.0,0,Baltimore RavensBaltimore,420,0,7,2012
206,0,0,0,@TB,411,28,2.00,DST,102,2.0,0,New Orleans SaintsNew Orleans,513,0,7,2012
207,0,0,1,NO,377,35,2.00,DST,81,0.0,0,Tampa Bay BuccaneersTampa Bay,458,0,7,2012
208,2,1,1,@NYJ,258,9,25.00,DST,105,4.0,0,Miami DolphinsMiami,363,1,8,2012
209,0,2,4,@Dal,415,24,23.00,DST,19,4.0,0,New York GiantsNY Giants,434,1,8,2012
210,0,2,1,@Chi,131,23,19.00,DST,79,6.0,0,Carolina PanthersCarolina,210,1,8,2012
211,1,1,0,Jax,279,15,16.00,DST,62,2.0,0,Green Bay PackersGreen Bay,341,1,8,2012
212,0,0,1,@Ari,258,3,16.00,DST,7,4.0,0,San Francisco 49ersSan Francisco,265,0,8,2012
213,0,2,2,@KC,197,16,15.00,DST,102,3.0,0,Oakland RaidersOakland,299,0,8,2012
214,0,0,2,Car,297,22,13.00,DST,119,2.0,0,Chicago BearsChicago,416,1,8,2012
215,0,1,0,SD,148,6,13.00,DST,117,1.0,0,Cleveland BrownsCleveland,265,0,8,2012
216,0,0,2,@Stl,219,7,13.00,DST,107,2.0,0,New England PatriotsNew England,326,0,8,2012
217,0,2,1,@Min,229,17,13.00,DST,140,3.0,0,Tampa Bay BuccaneersTampa Bay,369,0,8,2012
218,1,0,0,Was,169,12,10.00,DST,86,1.0,0,Pittsburgh SteelersPittsburgh,255,0,8,2012
219,1,0,1,Ind,286,19,10.00,DST,171,2.0,0,Tennessee TitansTennessee,457,0,8,2012
220,0,0,0,@Ten,227,13,9.00,DST,112,2.0,0,Indianapolis ColtsIndianapolis,339,0,8,2012
221,0,0,0,@Cle,117,7,9.00,DST,133,2.0,0,San Diego ChargersSan Diego,250,0,8,2012
222,0,0,0,@Phi,178,17,7.00,DST,92,3.0,0,Atlanta FalconsAtlanta,270,0,8,2012
223,0,0,1,NO,201,14,7.00,DST,51,1.0,0,Denver BroncosDenver,252,0,8,2012
224,0,0,0,SF,204,24,5.00,DST,113,4.0,0,Arizona CardinalsArizona,317,0,8,2012
225,0,1,1,NYG,190,29,5.00,DST,103,1.0,0,Dallas CowboysDallas,293,0,8,2012
226,0,1,1,Sea,236,24,5.00,DST,133,0.0,0,Detroit LionsDetroit,369,0,8,2012
227,0,1,0,@GB,172,24,5.00,DST,66,2.0,0,Jacksonville JaguarsJacksonville,238,0,8,2012
228,0,1,0,Mia,139,30,4.00,DST,97,2.0,0,New York JetsNY Jets,236,0,8,2012
229,1,0,0,Atl,246,30,4.00,DST,146,2.0,0,Philadelphia EaglesPhiladelphia,392,0,8,2012
230,0,0,1,@Det,331,28,4.00,DST,84,2.0,0,Seattle SeahawksSeattle,415,0,8,2012
231,0,0,1,Oak,209,26,3.00,DST,135,0.0,0,Kansas City ChiefsKansas City,344,0,8,2012
232,0,1,0,@Den,305,34,2.00,DST,225,0.0,0,New Orleans SaintsNew Orleans,530,0,8,2012
233,0,0,0,@Pit,215,27,2.00,DST,140,1.0,0,Washington RedskinsWashington,355,0,8,2012
234,0,0,0,TB,257,36,1.00,DST,159,1.0,0,Minnesota VikingsMinnesota,416,0,8,2012
235,0,0,0,NE,321,45,0.00,DST,152,0.0,0,St. Louis RamsSt. Louis,473,0,8,2012
236,1,4,1,@Ten,180,20,30.00,DST,159,2.0,0,Chicago BearsChicago,339,2,9,2012
237,0,3,1,KC,176,13,28.00,DST,113,1.0,0,San Diego ChargersSan Diego,289,2,9,2012
238,0,1,1,Phi,226,13,24.00,DST,221,7.0,0,New Orleans SaintsNew Orleans,447,1,9,2012
239,0,1,1,Pit,191,24,15.00,DST,158,4.0,0,New York GiantsNY Giants,349,1,9,2012
240,0,0,1,@Cin,275,23,14.00,DST,91,5.0,0,Denver BroncosDenver,366,1,9,2012
241,0,1,0,Buf,230,9,13.00,DST,74,4.0,0,Houston TexansHouston,304,0,9,2012
242,0,1,1,Min,44,20,12.00,DST,243,4.0,0,Seattle SeahawksSeattle,287,0,9,2012
243,0,0,0,@Was,186,13,11.00,DST,151,4.0,0,Carolina PanthersCarolina,337,0,9,2012
244,0,1,1,Ari,286,17,10.00,DST,54,2.0,0,Green Bay PackersGreen Bay,340,0,9,2012
245,0,0,2,@Cle,174,15,9.00,DST,116,1.0,0,Baltimore RavensBaltimore,290,0,9,2012
246,0,0,2,@Jax,215,14,9.00,DST,64,1.0,0,Detroit LionsDetroit,279,0,9,2012
247,0,0,0,Dal,312,13,8.00,DST,65,1.0,0,Atlanta FalconsAtlanta,377,0,9,2012
248,0,0,1,@NYG,114,20,8.00,DST,68,2.0,0,Pittsburgh SteelersPittsburgh,182,0,9,2012
249,0,0,3,@Oak,402,32,8.00,DST,22,2.0,0,Tampa Bay BuccaneersTampa Bay,424,0,9,2012
250,0,0,0,@Atl,330,19,7.00,DST,123,3.0,0,Dallas CowboysDallas,453,0,9,2012
251,0,1,0,Chi,205,51,7.00,DST,160,3.0,1,Tennessee TitansTennessee,365,0,9,2012
252,0,0,0,Mia,281,20,6.00,DST,84,2.0,0,Indianapolis ColtsIndianapolis,365,0,9,2012
253,0,2,0,@NO,231,28,6.00,DST,140,2.0,0,Philadelphia EaglesPhiladelphia,371,0,9,2012
254,1,0,0,@Hou,256,21,5.00,DST,118,2.0,0,Buffalo BillsBuffalo,374,0,9,2012
