,Unnamed: 0,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year,Away Games
22,22,0,1,0,Saints,419,34,3.0,DST,88,1.0,0,Raiders,507,0,1,2016,1
23,23,0,0,1,Steelers,290,38,3.0,DST,147,1.0,0,Redskins,437,0,1,2016,0
24,24,0,0,1,Buccaneers,281,31,2.0,DST,90,0.0,0,Falcons,371,0,1,2016,0
25,25,0,0,0,Eagles,270,29,2.0,DST,133,2.0,0,Browns,403,0,1,2016,1
26,26,0,0,0,Packers,199,27,2.0,DST,95,1.0,0,Jaguars,294,0,1,2016,0
27,27,0,0,0,Chargers,233,27,2.0,DST,155,1.0,0,Chiefs,388,0,1,2016,0
28,28,0,1,0,49ers,170,28,2.0,DST,150,0.0,0,Los Angeles RamsLos Angeles,320,0,1,2016,1
29,29,0,0,0,Lions,332,39,1.0,DST,116,1.0,0,Colts,448,0,1,2016,0
30,30,0,0,0,Min,236,25,1.0,DST,65,0.0,0,Titans,301,0,1,2016,0
31,31,0,0,0,Raiders,319,35,0.0,DST,167,0.0,0,Saints,486,0,1,2016,0
32,32,0,1,4,Buccaneers,221,7,26.0,DST,85,3.0,0,Cardinals,306,1,2,2016,0
33,33,0,1,1,Colts,170,20,25.0,DST,83,5.0,0,Broncos,253,2,2,2016,0
34,34,0,3,0,Chiefs,172,12,17.0,DST,119,4.0,0,Texans,291,0,2,2016,0
35,35,1,0,0,Saints,247,13,17.0,DST,41,2.0,0,Giants,288,1,2,2016,0
36,36,1,0,2,Browns,242,20,15.0,DST,145,3.0,0,Ravens,387,0,2,2016,1
37,37,0,1,2,49ers,237,27,15.0,DST,65,2.0,0,Panthers,302,1,2,2016,0
38,38,0,2,1,Packers,180,14,15.0,DST,83,5.0,0,Vikings,263,0,2,2016,0
39,39,0,1,0,Seahawks,239,3,14.0,DST,67,2.0,0,Los Angeles RamsLos Angeles,306,0,2,2016,0
40,40,0,2,1,Bears,220,14,13.0,DST,64,3.0,0,Eagles,284,0,2,2016,1
41,41,0,3,0,Giants,353,16,12.0,DST,64,2.0,0,Saints,417,0,2,2016,1
42,42,0,1,2,Jaguars,319,14,12.0,DST,69,2.0,0,Chargers,388,0,2,2016,0
43,43,0,0,1,Titans,224,16,11.0,DST,139,3.0,1,Lions,363,0,2,2016,0
44,44,1,3,1,Panthers,353,46,11.0,DST,176,1.0,0,49ers,529,0,2,2016,1
45,45,0,1,0,Min,254,17,10.0,DST,30,4.0,0,Packers,284,0,2,2016,1
46,46,0,0,2,Texans,254,19,10.0,DST,97,2.0,0,Chiefs,351,0,2,2016,1
47,47,0,0,0,LA,219,9,10.0,DST,64,3.0,0,Seahawks,283,0,2,2016,1
48,48,0,0,1,Lions,238,15,10.0,DST,137,4.0,0,Titans,375,0,2,2016,1
49,49,0,1,0,Jets,370,37,9.0,DST,123,1.0,0,Bills,493,1,2,2016,0
50,50,0,2,2,Dolphins,387,24,9.0,DST,70,0.0,0,Patriots,457,0,2,2016,0
51,51,0,2,0,Bengals,366,16,9.0,DST,46,1.0,0,Steelers,412,0,2,2016,0
52,52,0,0,0,Eagles,180,29,8.0,DST,100,2.0,0,Bears,280,1,2,2016,0
53,53,0,1,0,Cowboys,278,27,7.0,DST,102,4.0,0,Redskins,380,0,2,2016,0
54,54,0,0,2,Steelers,250,24,6.0,DST,124,1.0,0,Bengals,374,0,2,2016,1
55,55,0,0,2,Ravens,302,25,5.0,DST,80,0.0,0,Browns,382,0,2,2016,0
56,56,0,0,1,Redskins,350,23,5.0,DST,82,2.0,0,Cowboys,432,0,2,2016,1
57,57,0,1,0,Chargers,207,38,5.0,DST,150,3.0,0,Jaguars,357,0,2,2016,1
58,58,0,1,0,Patriots,302,31,4.0,DST,161,2.0,0,Dolphins,463,0,2,2016,1
59,59,0,0,1,Broncos,266,34,3.0,DST,134,1.0,0,Colts,400,0,2,2016,1
60,60,0,0,1,Falcons,389,35,3.0,DST,139,1.0,0,Raiders,528,0,2,2016,0
61,61,0,0,1,Bills,307,31,2.0,DST,86,0.0,0,Jets,393,0,2,2016,1
62,62,0,0,0,Raiders,299,28,1.0,DST,155,1.0,0,Falcons,454,0,2,2016,1
63,63,0,0,0,Cardinals,311,40,1.0,DST,105,1.0,0,Buccaneers,416,0,2,2016,1
64,64,0,2,6,Jets,188,3,38.0,DST,117,0.0,0,Chiefs,305,2,3,2016,0
65,65,0,0,3,Panthers,201,10,29.0,DST,105,8.0,1,Vikings,306,1,3,2016,1
66,66,0,1,4,Cardinals,260,18,25.0,DST,88,5.0,0,Bills,348,1,3,2016,0
67,67,1,1,1,Steelers,222,3,20.0,DST,29,4.0,0,Eagles,251,0,3,2016,0
68,68,0,2,1,Texans,175,0,18.0,DST,109,2.0,0,Patriots,284,0,3,2016,0
69,69,1,0,3,Jaguars,168,17,16.0,DST,48,4.0,0,Ravens,216,0,3,2016,1
70,70,0,1,2,Titans,212,10,14.0,DST,181,1.0,0,Raiders,393,0,3,2016,1
71,71,0,1,2,Dolphins,311,30,13.0,DST,115,1.0,0,Browns,426,1,3,2016,1
72,72,0,1,1,Colts,317,26,13.0,DST,93,2.0,0,Chargers,410,1,3,2016,1
73,73,0,1,1,Saints,359,32,12.0,DST,115,2.0,0,Falcons,474,1,3,2016,1
74,74,0,1,1,Bengals,189,17,12.0,DST,143,4.0,0,Broncos,332,0,3,2016,1
75,75,0,1,2,Ravens,199,19,12.0,DST,84,2.0,0,Jaguars,283,0,3,2016,0
76,76,0,1,1,Buccaneers,389,32,12.0,DST,83,2.0,0,Los Angeles RamsLos Angeles,472,1,3,2016,1
77,77,1,3,0,Chargers,315,22,11.0,DST,37,2.0,0,Colts,352,0,3,2016,0
78,78,0,1,1,LA,183,37,11.0,DST,137,1.0,0,Buccaneers,320,1,3,2016,0
79,79,0,2,0,Bears,312,17,9.0,DST,78,1.0,0,Cowboys,390,0,3,2016,0
80,80,0,1,2,Giants,337,27,9.0,DST,120,2.0,0,Redskins,457,0,3,2016,1
81,81,0,0,1,Bills,89,33,8.0,DST,208,4.0,1,Cardinals,297,0,3,2016,1
82,82,0,1,0,Browns,261,24,7.0,DST,169,4.0,0,Dolphins,430,0,3,2016,0
83,83,0,0,1,Raiders,245,17,7.0,DST,123,1.0,0,Titans,368,0,3,2016,0
84,84,1,1,0,Broncos,303,29,6.0,DST,52,2.0,0,Bengals,355,0,3,2016,0
85,85,0,0,1,Lions,368,27,6.0,DST,50,3.0,0,Packers,418,0,3,2016,0
86,86,0,1,1,Seahawks,291,37,6.0,DST,127,2.0,0,49ers,418,0,3,2016,1
87,87,0,0,1,49ers,119,18,6.0,DST,135,0.0,0,Seahawks,254,0,3,2016,0
88,88,0,1,0,Chiefs,221,24,5.0,DST,72,2.0,0,Jets,293,0,3,2016,1
89,89,0,1,0,Redskins,313,29,4.0,DST,90,2.0,0,Giants,403,0,3,2016,0
90,90,0,0,0,Min,153,22,3.0,DST,58,2.0,0,Panthers,211,0,3,2016,0
91,91,0,1,0,Cowboys,248,31,2.0,DST,199,0.0,0,Bears,447,0,3,2016,1
92,92,0,0,0,Packers,201,34,2.0,DST,123,2.0,0,Lions,324,0,3,2016,1
93,93,0,0,0,Patriots,97,27,2.0,DST,185,1.0,0,Texans,282,0,3,2016,1
94,94,0,0,0,Falcons,225,45,2.0,DST,217,2.0,0,Saints,442,0,3,2016,0
95,95,0,0,0,Eagles,301,34,0.0,DST,125,0.0,0,Steelers,426,0,3,2016,1
96,96,0,2,3,Cardinals,302,13,20.0,DST,118,3.0,0,Los Angeles RamsLos Angeles,420,0,4,2016,1
97,97,0,1,2,Buccaneers,143,7,18.0,DST,72,5.0,0,Broncos,215,0,4,2016,1
98,98,0,1,1,Dolphins,160,7,16.0,DST,62,5.0,0,Bengals,222,0,4,2016,0
99,99,0,1,0,Patriots,187,0,15.0,DST,90,3.0,0,Bills,277,0,4,2016,1
100,100,0,0,3,Jets,247,17,14.0,DST,58,4.0,0,Seahawks,305,0,4,2016,1
101,101,0,0,1,Titans,196,20,13.0,DST,124,1.0,0,Texans,320,1,4,2016,0
102,102,0,0,0,Bears,294,17,12.0,DST,114,2.0,0,Lions,408,1,4,2016,1
103,103,0,1,1,Chiefs,270,14,12.0,DST,87,4.0,0,Steelers,357,0,4,2016,0
104,104,0,0,2,Panthers,329,33,11.0,DST,49,1.0,0,Falcons,378,1,4,2016,0
105,105,0,0,1,Falcons,481,48,11.0,DST,90,3.0,0,Panthers,571,1,4,2016,1
106,106,0,1,1,Giants,261,10,11.0,DST,78,0.0,0,Vikings,339,0,4,2016,0
107,107,0,2,1,Browns,217,20,11.0,DST,163,1.0,0,Redskins,380,0,4,2016,0
108,108,0,0,2,Lions,197,14,10.0,DST,66,2.0,0,Bears,263,0,4,2016,0
109,109,0,0,1,Colts,190,27,9.0,DST,94,6.0,0,Jaguars,284,0,4,2016,0
110,110,0,2,1,Chargers,308,34,9.0,DST,38,3.0,0,Saints,346,0,4,2016,1
111,111,0,1,0,LA,247,17,8.0,DST,41,2.0,0,Cardinals,288,0,4,2016,0
112,112,0,0,1,49ers,189,17,7.0,DST,106,1.0,0,Cowboys,295,0,4,2016,1
113,113,0,0,0,Bills,244,16,6.0,DST,134,2.0,0,Patriots,378,0,4,2016,0
114,114,0,0,2,Saints,192,35,6.0,DST,83,2.0,0,Chargers,275,0,4,2016,0
115,115,0,0,2,Texans,244,27,6.0,DST,115,1.0,0,Titans,359,0,4,2016,1
116,116,0,0,1,Redskins,156,31,5.0,DST,145,3.0,0,Browns,301,0,4,2016,1
117,117,0,1,0,Ravens,282,27,5.0,DST,130,2.0,0,Raiders,412,0,4,2016,1
118,118,0,0,0,Broncos,218,27,5.0,DST,89,4.0,0,Buccaneers,307,0,4,2016,0
119,119,0,0,0,Jaguars,195,30,3.0,DST,136,3.0,0,Colts,331,0,4,2016,1
120,120,0,0,0,Seahawks,288,27,3.0,DST,66,2.0,0,Jets,354,0,4,2016,0
121,121,0,0,0,Cowboys,234,24,3.0,DST,194,2.0,0,49ers,428,0,4,2016,0
122,122,0,1,0,Raiders,199,28,2.0,DST,62,0.0,0,Ravens,261,0,4,2016,0
123,123,0,0,0,Steelers,287,43,2.0,DST,149,2.0,0,Chiefs,436,0,4,2016,1
124,124,0,0,0,Bengals,285,22,2.0,DST,77,1.0,0,Dolphins,362,0,4,2016,1
125,125,0,0,0,Min,262,24,1.0,DST,104,0.0,0,Giants,366,0,4,2016,1
126,126,0,1,2,LA,243,19,20.0,DST,102,4.0,0,Bills,345,1,5,2016,1
127,127,0,0,1,Texans,155,13,19.0,DST,59,4.0,0,Vikings,214,1,5,2016,0
128,128,0,1,0,Ravens,188,10,18.0,DST,118,3.0,0,Redskins,306,1,5,2016,1
129,129,0,1,2,49ers,135,21,16.0,DST,151,7.0,1,Cardinals,286,0,5,2016,1
130,130,0,0,2,Dolphins,149,17,14.0,DST,51,6.0,0,Titans,200,0,5,2016,1
131,131,0,0,1,Browns,235,13,13.0,DST,27,2.0,1,Patriots,262,0,5,2016,1
132,132,0,0,1,Broncos,183,16,12.0,DST,84,6.0,0,Falcons,267,0,5,2016,1
133,133,0,2,2,Panthers,278,14,12.0,DST,136,0.0,0,Buccaneers,414,0,5,2016,1
134,134,0,1,0,Giants,178,16,10.0,DST,43,4.0,0,Packers,221,0,5,2016,0
135,135,0,2,2,Chargers,351,31,10.0,DST,72,2.0,0,Raiders,423,0,5,2016,0
136,136,0,0,0,Jets,244,13,10.0,DST,72,3.0,0,Steelers,316,0,5,2016,0
137,137,0,1,1,Redskins,250,16,9.0,DST,60,1.0,0,Ravens,310,0,5,2016,0
138,138,0,0,0,Bengals,249,14,8.0,DST,96,4.0,0,Cowboys,345,0,5,2016,0
139,139,0,1,1,Eagles,230,23,8.0,DST,116,3.0,0,Lions,346,0,5,2016,0
140,140,1,0,0,Titans,163,30,8.0,DST,235,0.0,0,Dolphins,398,1,5,2016,0
141,141,0,1,0,Lions,164,24,7.0,DST,80,4.0,0,Eagles,244,0,5,2016,1
142,142,0,0,0,Buccaneers,202,17,6.0,DST,113,2.0,0,Panthers,315,0,5,2016,0
143,143,0,0,0,Colts,298,29,5.0,DST,98,5.0,0,Bears,396,0,5,2016,1
144,144,0,1,0,Falcons,250,23,5.0,DST,122,2.0,0,Broncos,372,0,5,2016,0
145,145,0,0,2,Packers,259,23,5.0,DST,147,0.0,0,Giants,406,0,5,2016,1
146,146,0,0,1,Raiders,300,34,5.0,DST,89,3.0,0,Chargers,389,0,5,2016,1
147,147,1,0,0,Bills,112,30,4.0,DST,193,2.0,0,Los Angeles RamsLos Angeles,305,0,5,2016,0
148,148,0,1,0,Cowboys,222,28,3.0,DST,180,1.0,0,Bengals,402,0,5,2016,1
149,149,0,1,0,Bears,397,23,3.0,DST,125,0.0,0,Colts,522,0,5,2016,0
150,150,0,1,0,Steelers,375,31,3.0,DST,61,1.0,0,Jets,436,0,5,2016,1
151,151,0,0,0,Min,255,31,2.0,DST,96,2.0,0,Texans,351,0,5,2016,1
152,152,0,0,0,Patriots,403,33,1.0,DST,98,1.0,0,Browns,501,0,5,2016,0
153,153,0,0,0,Cardinals,116,33,1.0,DST,172,1.0,0,49ers,288,0,5,2016,0
154,154,0,0,2,Jets,197,3,15.0,DST,33,1.0,0,Cardinals,230,0,6,2016,0
155,155,0,0,1,Redskins,263,27,15.0,DST,230,0.0,0,Eagles,493,2,6,2016,1
156,156,0,2,0,Broncos,220,13,15.0,DST,84,2.0,1,Chargers,304,0,6,2016,0
157,157,0,3,1,Packers,294,16,13.0,DST,78,1.0,0,Cowboys,372,0,6,2016,1
158,158,0,1,1,Raiders,221,10,13.0,DST,64,2.0,0,Chiefs,285,0,6,2016,1
159,159,0,1,1,Jaguars,263,17,10.0,DST,54,2.0,0,Bears,317,0,6,2016,0
160,160,0,0,2,Steelers,169,15,10.0,DST,128,2.0,0,Dolphins,297,0,6,2016,0
161,161,0,1,0,49ers,167,16,9.0,DST,133,3.0,0,Bills,300,0,6,2016,0
162,162,0,1,1,Falcons,310,24,9.0,DST,52,4.0,0,Seahawks,362,0,6,2016,0
163,163,0,0,0,Eagles,145,20,9.0,DST,94,5.0,0,Redskins,239,0,6,2016,0
164,164,0,1,2,Giants,397,27,8.0,DST,38,1.0,0,Ravens,435,0,6,2016,1
165,165,0,0,0,Bengals,237,17,8.0,DST,120,2.0,1,Patriots,357,0,6,2016,0
166,166,0,2,0,Chargers,166,21,7.0,DST,99,2.0,0,Broncos,265,0,6,2016,1
167,167,0,2,0,Bills,179,45,7.0,DST,313,3.0,0,49ers,492,0,6,2016,1
168,168,0,0,0,Browns,301,26,7.0,DST,40,6.0,0,Titans,341,0,6,2016,0
169,169,0,1,1,Cowboys,233,30,6.0,DST,191,2.0,0,Packers,424,0,6,2016,0
170,170,0,0,1,Colts,231,23,6.0,DST,161,3.0,0,Texans,392,0,6,2016,0
171,171,0,1,1,Panthers,303,38,6.0,DST,103,2.0,0,Saints,406,0,6,2016,0
172,172,0,0,0,Bears,297,16,5.0,DST,92,1.0,0,Jaguars,389,0,6,2016,1
173,173,1,0,0,Seahawks,261,26,4.0,DST,72,1.0,0,Falcons,333,0,6,2016,1
174,174,0,0,1,Titans,270,28,4.0,DST,137,2.0,0,Browns,407,0,6,2016,1
175,175,0,0,1,Texans,256,26,4.0,DST,158,1.0,0,Colts,414,0,6,2016,1
176,176,0,0,1,Saints,460,41,3.0,DST,63,1.0,0,Panthers,523,0,6,2016,1
177,177,0,0,0,Patriots,358,35,3.0,DST,79,3.0,0,Bengals,437,0,6,2016,1
178,178,0,0,1,LA,311,28,3.0,DST,76,1.0,0,Lions,387,0,6,2016,0
179,179,0,0,0,Ravens,293,23,3.0,DST,98,2.0,0,Giants,391,0,6,2016,0
180,180,0,0,0,Chiefs,223,26,2.0,DST,183,1.0,0,Raiders,406,0,6,2016,0
181,181,1,0,0,Dolphins,252,30,2.0,DST,222,0.0,0,Steelers,474,0,6,2016,1
182,182,0,0,0,Lions,265,31,1.0,DST,83,1.0,0,Los Angeles RamsLos Angeles,348,0,6,2016,1
183,183,0,0,0,Cardinals,225,28,0.0,DST,171,0.0,0,Jets,396,0,6,2016,1
184,184,0,3,1,Min,189,10,27.0,DST,93,6.0,0,Eagles,282,1,7,2016,0
185,185,0,0,4,LA,271,10,24.0,DST,74,3.0,0,Giants,345,1,7,2016,1
186,186,1,2,0,Jets,189,24,18.0,DST,155,5.0,0,Ravens,344,1,7,2016,1
187,187,2,0,0,Cardinals,311,6,18.0,DST,132,4.0,0,Seahawks,443,0,7,2016,1
188,188,0,1,1,Chargers,348,33,14.0,DST,78,4.0,0,Falcons,426,1,7,2016,0
189,189,0,2,1,49ers,113,17,14.0,DST,160,4.0,0,Buccaneers,273,0,7,2016,1
190,190,1,1,0,Packers,303,26,13.0,DST,103,2.0,0,Bears,406,1,7,2016,1
191,191,0,2,0,Texans,131,9,12.0,DST,140,1.0,0,Broncos,271,0,7,2016,0
192,192,0,0,2,Bears,120,10,12.0,DST,69,1.0,0,Packers,189,0,7,2016,0
193,193,0,1,0,Titans,207,26,12.0,DST,124,3.0,0,Colts,331,1,7,2016,1
194,194,0,1,1,Saints,359,21,12.0,DST,104,1.0,0,Chiefs,463,1,7,2016,0
195,195,0,1,2,Ravens,234,16,12.0,DST,11,2.0,0,Jets,245,0,7,2016,0
196,196,0,0,0,Seahawks,205,6,11.0,DST,52,1.0,0,Cardinals,257,0,7,2016,0
197,197,0,1,2,Jaguars,239,16,11.0,DST,105,1.0,0,Raiders,344,0,7,2016,1
198,198,0,0,2,Browns,172,17,10.0,DST,180,2.0,0,Bengals,352,0,7,2016,0
199,199,0,2,0,Redskins,283,17,10.0,DST,130,2.0,0,Lions,413,0,7,2016,0
200,200,0,2,2,Eagles,138,21,9.0,DST,101,0.0,0,Vikings,239,0,7,2016,1
201,201,0,0,0,Lions,250,20,7.0,DST,94,3.0,0,Redskins,344,0,7,2016,1
202,202,0,1,0,Giants,196,17,6.0,DST,36,0.0,0,Los Angeles RamsLos Angeles,232,0,7,2016,0
203,203,0,0,1,Steelers,281,16,6.0,DST,94,0.0,0,Patriots,375,0,7,2016,1
204,204,0,1,0,Bengals,288,31,5.0,DST,271,3.0,0,Browns,559,0,7,2016,1
205,205,0,0,0,Bills,200,25,5.0,DST,67,4.0,0,Dolphins,267,0,7,2016,0
206,206,0,2,0,Patriots,222,27,5.0,DST,140,0.0,0,Steelers,362,0,7,2016,0
207,207,0,0,1,Falcons,256,30,5.0,DST,130,3.0,0,Chargers,386,0,7,2016,1
208,208,0,0,1,Buccaneers,264,34,4.0,DST,249,2.0,0,49ers,513,0,7,2016,0
209,209,0,0,0,Colts,341,34,2.0,DST,81,2.0,0,Titans,422,0,7,2016,0
210,210,0,0,0,Dolphins,198,28,1.0,DST,256,1.0,0,Bills,454,0,7,2016,1
211,211,0,0,0,Broncos,157,27,1.0,DST,190,0.0,0,Texans,347,0,7,2016,1
212,212,0,0,0,Chiefs,214,27,1.0,DST,112,0.0,0,Saints,326,0,7,2016,1
213,213,0,0,0,Raiders,200,33,0.0,DST,144,0.0,0,Jaguars,344,0,7,2016,0
214,214,0,1,1,Cardinals,316,20,22.0,DST,24,8.0,0,Panthers,340,1,8,2016,0
215,215,1,0,3,Chargers,246,19,22.0,DST,123,4.0,0,Broncos,369,1,8,2016,0
216,216,0,1,1,Colts,172,14,14.0,DST,105,6.0,0,Chiefs,277,0,8,2016,1
217,217,0,2,1,Broncos,267,27,14.0,DST,57,1.0,0,Chargers,324,1,8,2016,1
218,218,0,0,0,Min,201,10,12.0,DST,57,5.0,0,Bears,258,0,8,2016,0
219,219,0,1,0,Saints,252,25,11.0,DST,123,2.0,0,Seahawks,375,1,8,2016,1
220,220,0,0,1,Texans,164,20,9.0,DST,105,3.0,0,Lions,269,0,8,2016,1
221,221,0,0,0,Lions,231,13,8.0,DST,58,1.0,0,Texans,289,0,8,2016,0
222,222,0,1,1,Bengals,263,27,8.0,DST,152,3.0,0,Redskins,415,0,8,2016,1
223,223,0,0,1,Seahawks,285,20,7.0,DST,74,1.0,0,Saints,359,0,8,2016,0
224,224,0,1,0,Eagles,194,23,6.0,DST,97,3.0,0,Cowboys,291,0,8,2016,0
225,225,0,0,0,Patriots,285,41,5.0,DST,72,5.0,0,Bills,357,0,8,2016,0
226,226,0,0,0,Bears,245,20,5.0,DST,158,1.0,0,Vikings,403,0,8,2016,1
227,227,0,0,2,Browns,339,28,5.0,DST,68,1.0,0,Jets,407,0,8,2016,1
228,228,0,1,0,Jaguars,322,22,5.0,DST,48,2.0,0,Titans,370,0,8,2016,0
229,229,0,0,1,Redskins,446,27,4.0,DST,100,1.0,0,Bengals,546,0,8,2016,0
230,230,0,0,1,Cowboys,273,29,4.0,DST,187,2.0,0,Eagles,460,0,8,2016,1
231,231,0,1,0,Raiders,498,30,4.0,DST,128,2.0,0,Buccaneers,626,0,8,2016,0
232,232,0,1,0,Panthers,208,30,3.0,DST,141,1.0,0,Cardinals,349,0,8,2016,1
233,233,0,0,0,Packers,223,32,3.0,DST,108,3.0,0,Falcons,331,0,8,2016,0
234,234,0,0,0,Chiefs,334,30,3.0,DST,88,3.0,0,Colts,422,0,8,2016,0
235,235,0,0,0,Bills,209,25,3.0,DST,167,2.0,0,Patriots,376,0,8,2016,1
236,236,0,0,0,Buccaneers,168,24,3.0,DST,102,2.0,0,Raiders,270,0,8,2016,1
237,237,0,0,0,Jets,222,31,2.0,DST,171,2.0,0,Browns,393,0,8,2016,0
238,238,0,0,0,Falcons,277,33,2.0,DST,90,2.0,0,Packers,367,0,8,2016,1
239,239,0,0,0,Titans,280,36,0.0,DST,214,0.0,0,Jaguars,494,0,8,2016,1
240,240,0,1,2,Titans,313,35,18.0,DST,80,0.0,0,Chargers,393,2,9,2016,0
241,241,1,0,1,Steelers,241,14,16.0,DST,36,2.0,0,Ravens,277,1,9,2016,0
242,242,0,3,1,Jaguars,244,14,14.0,DST,205,2.0,0,Chiefs,449,0,9,2016,0
243,243,0,0,2,Jets,191,23,14.0,DST,140,3.0,0,Dolphins,331,1,9,2016,0
244,244,0,0,1,LA,280,10,13.0,DST,59,4.0,0,Panthers,339,0,9,2016,1
245,245,0,0,1,Packers,289,26,12.0,DST,116,3.0,0,Colts,405,1,9,2016,1
246,246,0,0,0,Panthers,185,13,12.0,DST,59,5.0,0,Los Angeles RamsLos Angeles,244,0,9,2016,0
247,247,0,0,0,Browns,177,10,11.0,DST,45,4.0,0,Cowboys,222,0,9,2016,1
248,248,0,3,1,49ers,393,23,10.0,DST,93,1.0,0,Saints,486,0,9,2016,1
249,249,0,1,1,Broncos,266,20,10.0,DST,33,2.0,0,Raiders,299,0,9,2016,0
250,250,1,0,2,Eagles,347,23,9.0,DST,96,2.0,0,Giants,443,0,9,2016,0
251,251,1,0,0,Min,259,16,8.0,DST,78,2.0,0,Lions,337,0,9,2016,1
252,252,0,0,1,Bills,263,25,8.0,DST,162,5.0,0,Seahawks,425,0,9,2016,0
253,253,0,2,0,Buccaneers,326,28,6.0,DST,70,2.0,0,Falcons,396,0,9,2016,1
254,254,1,0,0,Seahawks,245,31,6.0,DST,33,4.0,0,Bills,278,0,9,2016,1
255,255,0,0,2,Colts,270,31,6.0,DST,85,2.0,0,Packers,355,0,9,2016,0
256,256,0,0,0,Chiefs,169,19,6.0,DST,62,2.0,0,Jaguars,231,0,9,2016,1
257,257,0,0,1,Ravens,224,21,6.0,DST,50,3.0,0,Steelers,274,0,9,2016,1
258,258,0,0,2,Giants,248,28,5.0,DST,54,1.0,0,Eagles,302,0,9,2016,1
259,259,0,0,1,Lions,214,22,4.0,DST,97,1.0,0,Vikings,311,0,9,2016,0
260,260,0,1,0,Falcons,325,43,4.0,DST,136,2.0,0,Buccaneers,461,0,9,2016,0
261,261,0,0,0,Raiders,179,30,2.0,DST,218,2.0,0,Broncos,397,0,9,2016,1
262,262,0,0,0,Dolphins,137,27,2.0,DST,137,1.0,0,Jets,274,0,9,2016,1
263,263,0,0,0,Saints,323,41,1.0,DST,248,1.0,0,49ers,571,0,9,2016,0
264,264,0,0,0,Chargers,268,43,1.0,DST,208,1.0,0,Titans,476,0,9,2016,1
265,265,0,0,0,Cowboys,255,35,0.0,DST,168,0.0,0,Browns,423,0,9,2016,0
266,266,0,2,2,Bears,161,10,27.0,DST,122,4.0,1,Buccaneers,283,1,10,2016,0
267,267,0,0,4,Chargers,309,24,18.0,DST,70,3.0,0,Dolphins,379,1,10,2016,1
268,268,0,1,2,Browns,111,7,17.0,DST,33,4.0,0,Ravens,144,0,10,2016,0
269,269,0,1,1,Panthers,242,17,16.0,DST,99,2.0,0,Chiefs,341,1,10,2016,1
270,270,1,2,2,Saints,293,23,14.0,DST,80,1.0,0,Broncos,373,0,10,2016,1
271,271,0,1,1,Jaguars,247,21,13.0,DST,80,2.0,0,Texans,327,1,10,2016,1
272,272,0,0,1,Jets,157,6,13.0,DST,139,1.0,0,Los Angeles RamsLos Angeles,296,0,10,2016,1
273,273,0,1,2,Packers,333,25,12.0,DST,69,5.0,0,Titans,402,0,10,2016,0
274,274,0,0,2,Broncos,234,25,11.0,DST,103,6.0,0,Saints,337,0,10,2016,0
275,275,0,2,2,Cardinals,363,23,11.0,DST,80,2.0,0,49ers,443,0,10,2016,1
