,Touchdowns,Blocks,Year,Sack,Away Games,Point After,Total Yards,Week,Points,Interception,Safety,Fumble Returns,Pass Yards Allowed,Rush Yards Allowed,Team,Opponent,Position
10,-0.08308494018672784,-0.067557694698463,2013,-0.06657343811408488,1.0,-0.13437563855733559,-0.17560005786599098,1,-0.04290094226313047,-0.035450620198491864,-0.18210906878047933,-0.022497892018765595,-0.1239904476136751,-0.0785432873668458,Seahawks,Panthers,DST
11,-0.018167472205643787,-0.067557694698463,2013,-0.06658283892919269,1.0,-0.13435740241274416,-0.17560004749638095,1,-0.04290395747179034,-0.035253242134955266,-0.18210906878047933,-0.09990999358871173,-0.12399041336894967,-0.0785433311739033,Cardinals,Rams,DST
12,-0.08308494018672784,-0.067557694698463,2013,-0.06643242588746785,-1.0,-0.13437500654517945,-0.17560004689923406,1,-0.04290395747179034,-0.035450620198491864,-0.18210906878047933,-0.09990999358871173,-0.12399041289667337,-0.078543330614642,Panthers,Seahawks,DST
13,-0.08308494018672784,0.3449240392015223,2013,-0.06417623026159541,-1.0,-0.13435740241274416,-0.17560004307036228,1,-0.04290395747179034,-0.032292571181906364,-0.18210906878047933,-0.10507080036004147,-0.12399039314421813,-0.07854333245429171,Broncos,Ravens,DST
14,-0.08308494018672784,-0.067557694698463,2013,-0.06582137290546074,-1.0,-0.1343728423301141,-0.1756000473489164,1,-0.04290395747179034,-0.035253242134955266,-0.18210906878047933,-0.09990999358871173,-0.1239904218655983,-0.07854332540308259,Saints,Falcons,DST
15,-0.018167472205643787,-0.067557694698463,2013,-0.06643242588746785,1.0,-0.13435453397033495,-0.17560005735137046,1,-0.042906253383749406,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.12399044356610579,-0.07854332815810497,Texans,Chargers,DST
16,-0.08308494018672784,-0.067557694698463,2013,-0.06657343811408488,-1.0,-0.1343728423301141,-0.17560004659330566,1,-0.042907954663910404,-0.032292571181906364,-0.18210906878047933,-0.10507080036004147,-0.1239904413215321,-0.0785432101753297,Colts,Raiders,DST
17,-0.08308494018672784,-0.067557694698463,2013,-0.06417623026159541,-1.0,-0.1343642849165432,-0.1756000436096094,1,-0.042907954663910404,-0.035253242134955266,-0.18210906878047933,-0.09990999358871173,-0.12399041095978616,-0.07854332616666995,Rams,Cardinals,DST
18,-0.08308494018672784,-0.067557694698463,2013,-0.06657343811408488,-1.0,-0.13436901751043343,-0.1756000509268301,1,-0.04290917410432822,-0.032292571181906364,-0.18210906878047933,-0.09990999358871173,-0.12399042262099394,-0.07854333181132177,Bears,Bengals,DST
19,-0.08308494018672784,-0.067557694698463,2013,-0.06417623026159541,-1.0,-0.13436607512932364,-0.17560005665133666,1,-0.04291001262420984,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.1239904299124474,-0.07854333407118526,Browns,Dolphins,DST
20,-0.08308494018672784,-0.067557694698463,2013,-0.06657343811408488,-1.0,-0.1343734622776804,-0.17560005887478544,1,-0.04291001262420984,-0.035450620198491864,4.997882220975377,-0.10507080036004147,-0.12399044767144635,-0.07854331128960342,Steelers,Titans,DST
21,-0.08308494018672784,-0.067557694698463,2013,-0.06643242588746785,-1.0,-0.13435453397033495,-0.17560004448111086,1,-0.042910559269914376,-0.035253242134955266,-0.18210906878047933,-0.09990999358871173,-0.12399040124867546,-0.07854333181132177,49ers,Packers,DST
22,-0.08308494018672784,-0.067557694698463,2013,-0.06643242588746785,1.0,-0.13436607512932364,-0.17560003785287506,1,-0.04291089121495306,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.12399038907097787,-0.07854332872983953,Falcons,Saints,DST
23,-0.08308494018672784,-0.067557694698463,2013,-0.06582137290546074,1.0,-0.13417700715027062,-0.17560001027183067,1,-0.04291089121495306,-0.035450620198491864,-0.18210906878047933,-0.09990999358871173,-0.1239902761556163,-0.07854333150731059,Ravens,Broncos,DST
24,-0.08308494018672784,0.3449240392015223,2013,-0.06657343811408488,-1.0,-0.13435453397033495,-0.17560005548998633,1,-0.04291089121495306,-0.035450620198491864,4.997882220975377,-0.10507080036004147,-0.12399044473723353,-0.0785433030276759,Jaguars,Chiefs,DST
25,-0.08308494018672784,-0.067557694698463,2013,-0.06658283892919269,1.0,-0.13436901751043343,-0.17560005592385317,1,-0.04291089121495306,-0.035450620198491864,-0.18210906878047933,-0.022497892018765595,-0.1239904462700975,-0.07854328451406281,Patriots,Bills,DST
26,-0.08308494018672784,-0.067557694698463,2013,-0.06417623026159541,1.0,-0.13436901751043343,-0.17560005671329407,1,-0.04291089121495306,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.1239904464428202,-0.0785432963920172,Raiders,Colts,DST
27,-0.08308494018672784,-0.067557694698463,2013,-0.06658283892919269,1.0,-0.1343296574754976,-0.1756000247018825,1,-0.04291107375998924,-0.035253242134955266,-0.18210906878047933,-0.09990999358871173,-0.12399037710828739,-0.07854331128960342,Vikings,Lions,DST
28,-0.08308494018672784,-0.067557694698463,2013,-0.06643242588746785,1.0,-0.13431782452578617,-0.17560005194510045,1,-0.04291107375998924,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.12399043291727659,-0.0785433257914582,Giants,Cowboys,DST
29,-0.08308494018672784,-0.067557694698463,2013,-0.06643242588746785,-1.0,-0.13434388731450697,-0.17560003049802494,1,-0.04291107375998924,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.12399039700437918,-0.07854330404201279,Chargers,Texans,DST
30,-0.08308494018672784,-0.067557694698463,2013,-0.06658283892919269,1.0,-0.1343642849165432,-0.17560005278313734,1,-0.04291116033283837,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.12399043342177596,-0.07854332785567975,Bengals,Bears,DST
31,-0.08308494018672784,-0.067557694698463,2013,-0.06643242588746785,1.0,-0.1343296574754976,-0.1756000163364888,1,-0.04291119248846805,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.1239903314184379,-0.07854332458561895,Packers,49ers,DST
32,-0.08308494018672784,-0.067557694698463,2013,-0.06582137290546074,-1.0,-0.13437571852833108,-0.17560005955926647,2,-0.04271795743688089,-0.019462997052027777,4.997882220975377,-0.022497892018765595,-0.12399044791891671,-0.07854331960152995,Seahawks,49ers,DST
33,0.955594547510617,-0.067557694698463,2013,-0.06657343811408488,1.0,-0.13434388731450697,-0.17560003956580472,2,-0.04281499026499932,-0.032292571181906364,-0.18210906878047933,-0.022497892018765595,-0.12399041990475035,-0.0785432963920172,Vikings,Bears,DST
34,-0.08308494018672784,-0.067557694698463,2013,-0.06417623026159541,-1.0,-0.13437537661785512,-0.1756000532762492,2,-0.042846730345002165,-0.019462997052027777,-0.18210906878047933,-0.09990999358871173,-0.12399044288720312,-0.07854329396037307,Patriots,Jets,DST
35,-0.018167472205643787,-0.067557694698463,2013,-0.06417623026159541,-1.0,-0.1343734622776804,-0.1756000467468883,2,-0.042859268567066885,-0.032292571181906364,-0.18210906878047933,-0.10507080036004147,-0.12399041475761524,-0.07854332950874743,Buccaneers,Saints,DST
36,-0.018167472205643787,-0.067557694698463,2013,-0.06657343811408488,1.0,-0.13436607512932364,-0.17560004596647227,2,-0.04287877961375192,0.015078164066876109,-0.18210906878047933,-0.10507080036004147,-0.12399038025432056,-0.07854333405381689,Broncos,Giants,DST
37,-0.08308494018672784,-0.067557694698463,2013,-0.06070732948681654,-1.0,-0.13437567664696923,-0.1756000575644157,2,-0.04288615611520022,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.12399044226981991,-0.07854333150731059,Ravens,Browns,DST
38,-0.018167472205643787,-0.067557694698463,2013,-0.06657343811408488,-1.0,-0.13434780041251498,-0.17560004969652332,2,-0.04289707122001915,-0.035253242134955266,-0.18210906878047933,-0.022497892018765595,-0.12399043682560926,-0.07854330092219032,Bears,Min,DST
39,-0.08308494018672784,-0.067557694698463,2013,-0.06643242588746785,-1.0,-0.13437537661785512,-0.17560005646136695,2,-0.04289707122001915,-0.035253242134955266,-0.18210906878047933,-0.09990999358871173,-0.1239904353182547,-0.0785433335511681,Bengals,Steelers,DST
40,-0.08308494018672784,-0.067557694698463,2013,-0.06070732948681654,-1.0,-0.13437549516106784,-0.1756000581014424,2,-0.04290094226313047,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.12399043927778067,-0.07854333390070072,Raiders,Jaguars,DST
41,-0.018167472205643787,-0.067557694698463,2013,-0.06643242588746785,1.0,-0.13434780041251498,-0.1756000296763967,2,-0.04290094226313047,-0.032292571181906364,-0.18210906878047933,-0.10507080036004147,-0.12399042148175737,-0.07854320725111222,Titans,Texans,DST
42,-0.08308494018672784,-0.067557694698463,2013,-0.06582137290546074,-1.0,-0.1343734622776804,-0.1756000532762492,2,-0.04290395747179034,-0.035450620198491864,-0.18210906878047933,-0.022497892018765595,-0.12399042109378175,-0.07854333382275458,Chiefs,Cowboys,DST
43,-0.08308494018672784,0.3449240392015223,2013,-0.06417623026159541,1.0,-0.1343728423301141,-0.1756000537466416,2,-0.042906253383749406,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.1239904416028098,-0.07854330961653794,Cowboys,Chiefs,DST
44,-0.018167472205643787,-0.067557694698463,2013,-0.06657343811408488,1.0,-0.13436225637640814,-0.17560004995119155,2,-0.042906253383749406,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.12399042810080053,-0.0785433257914582,Lions,Cardinals,DST
45,-0.018167472205643787,-0.067557694698463,2013,-0.06658283892919269,-1.0,-0.1343642849165432,-0.17560003740901584,2,-0.042907954663910404,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.12399038102430633,-0.07854333080926336,Falcons,Rams,DST
46,-0.08308494018672784,-0.067557694698463,2013,-0.05439938254948151,-1.0,-0.13436607512932364,-0.17560005419502328,2,-0.042907954663910404,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.12399044356610579,-0.07854329871145424,Bills,Panthers,DST
47,-0.08308494018672784,-0.067557694698463,2013,-0.06582137290546074,1.0,-0.1343712291221017,-0.1756000509268301,2,-0.042907954663910404,-0.035450620198491864,-0.18210906878047933,-0.09990999358871173,-0.12399044775271907,-0.07854295601118284,Jaguars,Raiders,DST
48,-0.08308494018672784,-0.067557694698463,2013,-0.06582137290546074,1.0,-0.13437020607935385,-0.1756000307682669,2,-0.042907954663910404,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.12399040522501312,-0.0785432887461609,Dolphins,Colts,DST
49,-0.08308494018672784,-0.067557694698463,2013,-0.06657343811408488,1.0,-0.13437439711104143,-0.17560005677457685,2,-0.042907954663910404,-0.035253242134955266,-0.18210906878047933,-0.09990999358871173,-0.12399044777842307,-0.07854323911407234,Saints,Buccaneers,DST
50,-0.08308494018672784,-0.067557694698463,2013,-0.06643242588746785,1.0,-0.13437439711104143,-0.17560005518548655,2,-0.04290917410432822,-0.035450620198491864,-0.18210906878047933,-0.09990999358871173,-0.12399044187573341,-0.07854332017260583,Browns,Ravens,DST
51,-0.08308494018672784,-0.067557694698463,2013,-0.06070732948681654,-1.0,-0.1343642849165432,-0.17560004214376349,2,-0.04290917410432822,-0.035450620198491864,-0.18210906878047933,-0.09990999358871173,-0.12399041429938917,-0.07854331901306237,Colts,Dolphins,DST
52,-0.08308494018672784,-0.067557694698463,2013,-0.06657343811408488,1.0,-0.13437473681542098,-0.17560005876472853,2,-0.04290917410432822,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.12399044408310442,-0.07854333286203917,Jets,Patriots,DST
53,-0.08308494018672784,0.3449240392015223,2013,-0.06417623026159541,1.0,-0.13435134116281042,-0.1756000556376178,2,-0.04290917410432822,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.12399044764292788,-0.07854320725111222,49ers,Seahawks,DST
54,-0.08308494018672784,-0.067557694698463,2013,-0.06657343811408488,-1.0,-0.13437020607935385,-0.17560003718470088,2,-0.04291001262420984,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.12399040577186222,-0.07854331437701974,Packers,Redskins,DST
55,-0.08308494018672784,-0.067557694698463,2013,-0.06417623026159541,-1.0,-0.1343642849165432,-0.1756000581014424,2,-0.04291001262420984,-0.035450620198491864,4.997882220975377,-0.10507080036004147,-0.12399044727795676,-0.07854330503130576,Texans,Titans,DST
56,-0.08308494018672784,0.3449240392015223,2013,-0.06657343811408488,-1.0,-0.13436901751043343,-0.17560005288361166,2,-0.042910559269914376,-0.035450620198491864,-0.18210906878047933,-0.09990999358871173,-0.12399042408345902,-0.0785433332588902,Cardinals,Lions,DST
57,-0.08308494018672784,-0.067557694698463,2013,-0.06657343811408488,1.0,-0.1343642849165432,-0.17560003387277634,2,-0.042910559269914376,-0.035253242134955266,-0.18210906878047933,-0.09990999358871173,-0.12399041867743535,-0.0785432626614072,Panthers,Bills,DST
58,-0.08308494018672784,-0.067557694698463,2013,-0.06657343811408488,-1.0,-0.1343348423191554,-0.17559999772797139,2,-0.04291089121495306,-0.035450620198491864,-0.18210906878047933,-0.022497892018765595,-0.12399032063205448,-0.07854329756554117,Eagles,Chargers,DST
59,-0.08308494018672784,-0.067557694698463,2013,-0.06658283892919269,1.0,-0.13437020607935385,-0.17560004038559962,2,-0.04291107375998924,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.12399042148175737,-0.0785432963920172,Steelers,Bengals,DST
60,-0.08308494018672784,-0.067557694698463,2013,-0.06417623026159541,1.0,-0.13430384614729923,-0.17559997618866682,2,-0.04291107375998924,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.12399028226903985,-0.07854327999243683,Redskins,Packers,DST
61,-0.08308494018672784,-0.067557694698463,2013,-0.06658283892919269,-1.0,-0.1342783166134492,-0.17560003893504528,2,-0.04291119248846805,-0.035450620198491864,-0.18210906878047933,-0.09990999358871173,-0.12399040945605627,-0.07854331509721191,Giants,Broncos,DST
62,-0.08308494018672784,-0.067557694698463,2013,-0.06643242588746785,1.0,-0.13434780041251498,-0.17560000987330845,2,-0.04291119248846805,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.1239903230908854,-0.07854331960152995,Chargers,Eagles,DST
63,-0.08308494018672784,-0.067557694698463,2013,-0.06643242588746785,1.0,-0.13434388731450697,-0.17560004307036228,2,-0.04291119248846805,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.12399037710828739,-0.07854333385094968,Rams,Falcons,DST
64,0.955594547510617,-0.067557694698463,2013,-0.06582137290546074,1.0,-0.13436607512932364,-0.1756000276946245,3,-0.042685133464806874,-0.032292571181906364,-0.18210906878047933,0.31295454811766765,-0.12399035781712195,-0.07854332815810497,Bears,Steelers,DST
65,-0.018167472205643787,-0.067557694698463,2013,-0.05439938254948151,1.0,-0.1343734622776804,-0.175600035092936,3,-0.042685133464806874,-0.032292571181906364,-0.18210906878047933,0.31295454811766765,-0.12399044507669102,-0.07854263009978567,Chiefs,Eagles,DST
66,0.955594547510617,-0.067557694698463,2013,-0.06582137290546074,-1.0,-0.13437549516106784,-0.17560005729656694,3,-0.04274707015458799,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.12399044482436626,-0.07854332277910105,Ravens,Texans,DST
67,-0.08308494018672784,-0.067557694698463,2013,-0.04401148185536049,-1.0,-0.1343757213204219,-0.1756000605551004,3,-0.04277276250270127,-0.032292571181906364,-0.18210906878047933,-0.09990999358871173,-0.12399044820664606,-0.07854333221610124,Panthers,Giants,DST
68,-0.018167472205643787,0.3449240392015223,2013,-0.06417623026159541,1.0,-0.1343296574754976,-0.17560005510740648,3,-0.04283204808449088,-0.035253242134955266,-0.18210906878047933,0.31295454811766765,-0.12399043910428498,-0.07854332754184373,Packers,Bengals,DST
69,-0.018167472205643787,-0.067557694698463,2013,-0.06417623026159541,-1.0,-0.13434780041251498,-0.1756000419542018,3,-0.042859268567066885,-0.032292571181906364,-0.18210906878047933,-0.022497892018765595,-0.12399043874995734,-0.0785431750789815,Bengals,Packers,DST
70,-0.08308494018672784,-0.067557694698463,2013,-0.05439938254948151,-1.0,-0.13437563855733559,-0.17560005876472853,3,-0.04288615611520022,-0.035450620198491864,-0.18210906878047933,-0.09990999358871173,-0.12399044187573341,-0.07854333387689057,Cowboys,Rams,DST
71,-0.08308494018672784,-0.067557694698463,2013,-0.06582137290546074,-1.0,-0.13437571852833108,-0.17560005278313734,3,-0.04288615611520022,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.12399043702988236,-0.07854332126396335,Patriots,Buccaneers,DST
72,-0.08308494018672784,-0.067557694698463,2013,-0.06417623026159541,-1.0,-0.13437563855733559,-0.1756000581468567,3,-0.04288615611520022,-0.032292571181906364,-0.18210906878047933,-0.10507080036004147,-0.12399044554209764,-0.07854332616666995,Saints,Cardinals,DST
73,-0.08308494018672784,-0.067557694698463,2013,-0.06582137290546074,1.0,-0.13437563855733559,-0.17560005781719315,3,-0.04289219593185787,-0.035253242134955266,-0.18210906878047933,-0.09990999358871173,-0.1239904468543888,-0.07854330874629932,Colts,49ers,DST
74,-0.08308494018672784,-0.067557694698463,2013,-0.05439938254948151,1.0,-0.13435740241274416,-0.17560005216039884,3,-0.04289707122001915,-0.035253242134955266,-0.18210906878047933,-0.022497892018765595,-0.12399044214047,-0.0785432873668458,Browns,Min,DST
75,-0.08308494018672784,-0.067557694698463,2013,-0.06582137290546074,-1.0,-0.1343728423301141,-0.17560005724113711,3,-0.04289707122001915,-0.032292571181906364,-0.18210906878047933,-0.09990999358871173,-0.12399043927778067,-0.07854333311390378,Seahawks,Jaguars,DST
76,-0.08308494018672784,-0.067557694698463,2013,-0.02807710024763638,-1.0,-0.13437020607935385,-0.17560005226658598,3,-0.04290094226313047,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.12399044026881995,-0.07854330404201279,Jets,Bills,DST
77,-0.08308494018672784,-0.067557694698463,2013,-0.06582137290546074,-1.0,-0.13434388731450697,-0.1756000399787087,3,-0.04290395747179034,-0.019462997052027777,-0.18210906878047933,-0.09990999358871173,-0.12399040996222703,-0.07854331778255037,Vikings,Browns,DST
78,-0.08308494018672784,-0.067557694698463,2013,-0.06070732948681654,1.0,-0.13435740241274416,-0.1756000559935615,3,-0.042906253383749406,-0.035253242134955266,-0.18210906878047933,-0.09990999358871173,-0.12399044214047,-0.07854332458561895,Falcons,Dolphins,DST
79,-0.08308494018672784,-0.067557694698463,2013,-0.06643242588746785,1.0,-0.13437020607935385,-0.17560003763173807,3,-0.042906253383749406,-0.035253242134955266,-0.18210906878047933,-0.09990999358871173,-0.12399041289667337,-0.07854330404201279,Lions,Redskins,DST
80,-0.08308494018672784,0.3449240392015223,2013,-0.06643242588746785,-1.0,-0.1343728423301141,-0.17560005652537805,3,-0.042906253383749406,-0.035450620198491864,-0.18210906878047933,-0.09990999358871173,-0.12399044437309989,-0.07854331840685352,Titans,Chargers,DST
81,-0.018167472205643787,-0.067557694698463,2013,-0.06657343811408488,-1.0,-0.13435740241274416,-0.17560003260990875,3,-0.042906253383749406,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.1239903587703633,-0.07854333181132177,Redskins,Lions,DST
82,-0.08308494018672784,-0.067557694698463,2013,-0.06417623026159541,1.0,-0.13434388731450697,-0.1756000369587856,3,-0.042910559269914376,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.12399040298495374,-0.07854331713979637,Cardinals,Saints,DST
83,-0.08308494018672784,-0.067557694698463,2013,-0.06643242588746785,1.0,-0.13423437172414326,-0.1756000215114596,3,-0.042910559269914376,-0.035253242134955266,-0.18210906878047933,-0.09990999358871173,-0.12399040065902497,-0.07854324826182552,Jaguars,Seahawks,DST
84,-0.08308494018672784,-0.067557694698463,2013,-0.06070732948681654,-1.0,-0.1343599692404075,-0.17560004288784675,3,-0.042910559269914376,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.12399043187039278,-0.0785432682429702,Eagles,Chiefs,DST
85,-0.08308494018672784,-0.067557694698463,2013,-0.06643242588746785,1.0,-0.13437020607935385,-0.1756000296763967,3,-0.042910559269914376,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.12399042070164185,-0.07854321304869266,Chargers,Titans,DST
86,-0.08308494018672784,-0.067557694698463,2013,-0.06582137290546074,1.0,-0.13436607512932364,-0.1756000486333107,3,-0.042910559269914376,-0.035253242134955266,-0.18210906878047933,-0.10507080036004147,-0.12399044117770779,-0.07854324826182552,Buccaneers,Patriots,DST
87,-0.08308494018672784,-0.067557694698463,2013,-0.06658283892919269,1.0,-0.13435740241274416,-0.17560000906921516,3,-0.04291089121495306,-0.032292571181906364,-0.18210906878047933,-0.10507080036004147,-0.12399039574086458,-0.0785431750789815,Bills,Jets,DST
88,-0.08308494018672784,-0.067557694698463,2013,-0.06658283892919269,-1.0,-0.13436607512932364,-0.17560004580660463,3,-0.04291089121495306,-0.035253242134955266,-0.18210906878047933,-0.09990999358871173,-0.12399043598110075,-0.0785432682429702,Dolphins,Falcons,DST
89,-0.08308494018672784,-0.067557694698463,2013,-0.06657343811408488,1.0,-0.13430384614729923,-0.1756000413769041,3,-0.04291089121495306,-0.035253242134955266,-0.18210906878047933,-0.09990999358871173,-0.12399044026881995,-0.07854312880780646,Giants,Panthers,DST
90,-0.08308494018672784,-0.067557694698463,2013,-0.06657343811408488,1.0,-0.1343111185097013,-0.1755999991234557,3,-0.04291089121495306,-0.035450620198491864,-0.18210906878047933,-0.022497892018765595,-0.12399036433295664,-0.07854322925389269,Raiders,Broncos,DST
91,-0.08308494018672784,-0.067557694698463,2013,-0.06582137290546074,-1.0,-0.13436901751043343,-0.1756000506892764,3,-0.04291107375998924,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.12399041610469368,-0.0785433332588902,Broncos,Raiders,DST
92,-0.08308494018672784,0.3449240392015223,2013,-0.06643242588746785,-1.0,-0.13428747746333344,-0.17560005761615832,3,-0.04291107375998924,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.12399044621017102,-0.07854331509721191,Steelers,Bears,DST
93,-0.08308494018672784,-0.067557694698463,2013,-0.06657343811408488,1.0,-0.13434388731450697,-0.17560004251862357,3,-0.04291116033283837,-0.035450620198491864,-0.18210906878047933,-0.09990999358871173,-0.12399044103173154,-0.07854313300790434,Rams,Cowboys,DST
94,-0.08308494018672784,-0.067557694698463,2013,-0.06643242588746785,1.0,-0.13434780041251498,-0.17560005861119465,3,-0.04291119248846805,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.12399044554209764,-0.07854332950874743,Texans,Ravens,DST
95,-0.08308494018672784,-0.067557694698463,2013,-0.06657343811408488,-1.0,-0.13435740241274416,-0.17560005138952017,3,-0.04291119248846805,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.12399044614904205,-0.07854316797323291,49ers,Colts,DST
96,-0.018167472205643787,-0.067557694698463,2013,-0.06417623026159541,1.0,-0.13437571852833108,-0.17560005961163938,4,-0.042685133464806874,-0.019462997052027777,-0.18210906878047933,-0.10507080036004147,-0.12399044523752377,-0.078543333723357,Colts,Jaguars,DST
97,-0.018167472205643787,-0.067557694698463,2013,-0.06070732948681654,-1.0,-0.13437473681542098,-0.17560005205323895,4,-0.042685133464806874,-0.032292571181906364,-0.18210906878047933,-0.022497892018765595,-0.12399043415542417,-0.07854332415591178,Titans,Jets,DST
98,-0.018167472205643787,-0.067557694698463,2013,-0.04401148185536049,1.0,-0.13437439711104143,-0.17560005502853368,4,-0.04277276250270127,-0.035253242134955266,-0.18210906878047933,-0.022497892018765595,-0.12399044226981991,-0.07854331713979637,Redskins,Raiders,DST
99,-0.018167472205643787,-0.067557694698463,2013,-0.06582137290546074,-1.0,-0.13437563855733559,-0.17560005502853368,4,-0.042795313493145935,-0.035253242134955266,-0.18210906878047933,-0.022497892018765595,-0.12399044146322571,-0.07854332072663608,Chiefs,Giants,DST
100,0.955594547510617,0.3449240392015223,2013,-0.06582137290546074,-1.0,-0.13437020607935385,-0.17560003022597132,4,-0.04281499026499932,-0.035450620198491864,-0.18210906878047933,-0.10507080036004147,-0.12399041990475035,-0.07854322404540809,Broncos,Eagles,DST
101,-0.018167472205643787,-0.067557694698463,2013,-0.06417623026159541,1.0,-0.13437020607935385,-0.17560002248984638,4,-0.04283204808449088,-0.032292571181906364,-0.18210906878047933,-0.09990999358871173,-0.12399039946318345,-0.07854325874816544,Seahawks,Texans,DST
102,-0.08308494018672784,-0.067557694698463,2013,-0.06417623026159541,-1.0,-0.13437020607935385,-0.17560005032504727,4,-0.042859268567066885,0.08791066951187916,-0.18210906878047933,-0.10507080036004147,-0.12399040183285784,-0.07854333404629003,Bills,Ravens,DST
103,-0.018167472205643787,-0.067557694698463,2013,-0.06582137290546074,-1.0,-0.13433957663655846,-0.17560003829042362,4,-0.04286988239837083,-0.019462997052027777,-0.18210906878047933,-0.09990999358871173,-0.1239904190908441,-0.07854329141296011,Lions,Bears,DST
