50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
0,3,3,Jay Feely,Sea,11.0,K,17,2,2,2011
0,3,3,Rob Bironas,@Hou,11.0,K,17,2,2,2011
0,4,3,Mike Nugent,Bal,10.0,K,17,1,1,2011
1,2,1,Nick Novak,@Oak,10.0,K,17,5,5,2011
0,2,2,Alex Henery,Was,10.0,K,17,4,4,2011
0,1,1,John Kasay,Car,9.0,K,17,6,6,2011
0,3,3,Phil Dawson,Pit,9.0,K,17,0,0,2011
0,2,1,Mason Crosby,Det,9.0,K,17,6,6,2011
0,1,1,Matt Bryant,TB,9.0,K,17,6,6,2011
0,2,2,Josh Brown,SF,9.0,K,17,3,3,2011
0,3,2,Stephen Hauschka,@Ari,8.0,K,17,2,2,2011
0,2,2,Adam Vinatieri,@Jax,7.0,K,17,1,1,2011
0,2,1,Lawrence Tynes,Dal,7.0,K,17,4,4,2011
0,3,2,Shaun Suisham,@Cle,7.0,K,17,1,1,2011
0,3,2,Ryan Longwell,Chi,7.0,K,17,1,1,2011
0,2,1,Jason Hanson,@GB,7.0,K,17,4,4,2011
0,1,1,Billy Cundiff,@Cin,6.0,K,17,3,3,2011
0,1,1,Olindo Mare,@NO,5.0,K,17,2,2,2011
0,1,1,Robbie Gould,@Min,5.0,K,17,2,2,2011
0,1,1,Nick Folk,@Mia,5.0,K,17,2,2,2011
0,2,1,Graham Gano,@Phi,4.0,K,17,1,1,2011
0,1,1,Connor Barth,@Atl,4.0,K,17,1,1,2011
0,1,1,Matt Prater,KC,3.0,K,17,0,0,2011
0,1,0,Brandon Coutu,@NE,3.0,K,17,3,3,2011
0,1,0,Dan Bailey,@NYG,2.0,K,17,2,2,2011
0,1,0,Ryan Succop,@Den,1.0,K,17,1,1,2011
0,0,0,Chris Kluwe,Chi,0.0,K,17,0,0,2011
0,4,4,Greg Zuerlein,Ari,13.0,K,1,1,1,2013
0,3,3,Dan Bailey,NYG,12.0,K,1,3,3,2013
0,3,3,Caleb Sturgis,@Cle,11.0,K,1,2,2,2013
0,3,3,Garrett Hartley,Atl,11.0,K,1,2,2,2013
0,3,3,Stephen Gostkowski,@Buf,11.0,K,1,2,2,2013
0,3,3,Nick Folk,TB,10.0,K,1,1,1,2013
0,3,2,Phil Dawson,GB,10.0,K,1,4,4,2013
0,3,3,Rob Bironas,@Pit,10.0,K,1,1,1,2013
0,2,2,David Akers,Min,10.0,K,1,4,4,2013
0,2,2,Justin Tucker,@Den,9.0,K,1,3,3,2013
1,1,1,Blair Walsh,@Det,8.0,K,1,3,3,2013
1,1,1,Robbie Gould,Cin,8.0,K,1,3,3,2013
0,0,0,Matt Prater,Bal,7.0,K,1,7,7,2013
0,1,1,Alex Henery,@Was,7.0,K,1,4,4,2013
0,2,1,Randy Bullock,@SD,7.0,K,1,4,4,2013
0,1,1,Josh Brown,@Dal,7.0,K,1,4,4,2013
0,2,2,Stephen Hauschka,@Car,6.0,K,1,0,0,2013
0,2,1,Jay Feely,@Stl,6.0,K,1,3,3,2013
0,1,1,Rian Lindell,@NYJ,5.0,K,1,2,2,2013
0,2,1,Sebastian Janikowski,@Ind,5.0,K,1,2,2,2013
0,1,1,Matt Bryant,@NO,5.0,K,1,2,2,2013
0,0,0,Ryan Succop,@Jax,4.0,K,1,4,4,2013
0,0,0,Nick Novak,Hou,4.0,K,1,4,4,2013
0,1,1,Billy Cundiff,Mia,4.0,K,1,1,1,2013
0,0,0,Mason Crosby,@SF,4.0,K,1,4,4,2013
0,0,0,Adam Vinatieri,Oak,3.0,K,1,3,3,2013
0,0,0,Mike Nugent,@Chi,3.0,K,1,3,3,2013
0,1,0,Kai Forbath,Phi,3.0,K,1,3,3,2013
0,0,0,Dan Carpenter,NE,3.0,K,1,3,3,2013
0,0,0,Shaun Suisham,Ten,1.0,K,1,1,1,2013
0,0,0,Graham Gano,Sea,1.0,K,1,1,1,2013
0,0,0,Sam Martin,Min,0.0,K,1,0,0,2013
0,4,4,Nick Novak,@Phi,15.0,K,2,3,3,2013
2,3,3,Dan Bailey,@KC,14.0,K,2,1,1,2013
0,5,4,Sebastian Janikowski,Jax,13.0,K,2,1,1,2013
0,4,4,Jay Feely,Det,13.0,K,2,1,1,2013
0,3,3,Blair Walsh,@Chi,12.0,K,2,3,3,2013
0,4,3,Alex Henery,SD,12.0,K,2,3,3,2013
1,4,3,Dan Carpenter,Car,12.0,K,2,1,1,2013
0,2,2,Matt Prater,@NYG,11.0,K,2,5,5,2013
0,3,3,Graham Gano,@Buf,11.0,K,2,2,2,2013
0,3,3,Josh Brown,Den,11.0,K,2,2,2,2013
0,4,3,Garrett Hartley,@TB,10.0,K,2,1,1,2013
0,2,2,Stephen Hauschka,SF,9.0,K,2,3,3,2013
0,3,2,Adam Vinatieri,Mia,8.0,K,2,2,2,2013
1,1,1,Caleb Sturgis,@Ind,8.0,K,2,3,3,2013
0,2,2,Mike Nugent,Pit,8.0,K,2,2,2,2013
1,2,2,Billy Cundiff,@Bal,8.0,K,2,0,0,2013
0,1,1,Mason Crosby,Was,8.0,K,2,5,5,2013
0,1,1,Robbie Gould,Min,7.0,K,2,4,4,2013
0,3,2,Stephen Gostkowski,NYJ,7.0,K,2,1,1,2013
0,1,1,Matt Bryant,Stl,7.0,K,2,4,4,2013
0,1,1,Greg Zuerlein,@Atl,6.0,K,2,3,3,2013
0,2,1,Rob Bironas,@Hou,6.0,K,2,3,3,2013
0,2,1,Ryan Succop,Dal,5.0,K,2,2,2,2013
0,1,1,Shaun Suisham,@Cin,4.0,K,2,1,1,2013
0,1,1,Nick Folk,@NE,4.0,K,2,1,1,2013
0,1,1,Josh Scobee,@Oak,3.0,K,2,0,0,2013
0,1,1,Phil Dawson,@Sea,3.0,K,2,0,0,2013
0,2,0,David Akers,@Ari,3.0,K,2,3,3,2013
0,2,0,Justin Tucker,Cle,2.0,K,2,2,2,2013
0,1,0,John Potter,@GB,2.0,K,2,2,2,2013
0,1,0,Rian Lindell,NO,2.0,K,2,2,2,2013
0,3,0,Randy Bullock,Ten,2.0,K,2,2,2,2013
1,3,3,Matt Prater,Oak,15.0,K,3,4,4,2013
0,5,4,Ryan Succop,@Phi,14.0,K,3,2,2,2013
1,3,3,Stephen Gostkowski,TB,13.0,K,3,2,2,2013
1,4,3,Matt Bryant,@Mia,13.0,K,3,2,2,2013
0,3,3,Justin Tucker,Hou,12.0,K,3,3,3,2013
0,3,3,Mason Crosby,@Cin,12.0,K,3,3,3,2013
0,4,4,Dan Carpenter,@NYJ,12.0,K,3,0,0,2013
0,3,3,Shaun Suisham,Chi,11.0,K,3,2,2,2013
1,2,2,Caleb Sturgis,Atl,11.0,K,3,3,3,2013
0,2,2,Robbie Gould,@Pit,10.0,K,3,5,4,2013
1,1,1,Graham Gano,NYG,10.0,K,3,5,5,2013
0,2,2,Blair Walsh,Cle,9.0,K,3,3,3,2013
0,3,2,Adam Vinatieri,@SF,9.0,K,3,3,3,2013
0,1,1,Stephen Hauschka,Jax,9.0,K,3,6,6,2013
0,2,2,Nick Folk,Buf,9.0,K,3,3,3,2013
0,3,3,Randy Bullock,@Bal,9.0,K,3,0,0,2013
0,2,2,David Akers,@Was,9.0,K,3,3,3,2013
0,2,2,John Potter,Det,8.0,K,3,2,2,2013
0,3,2,Rob Bironas,SD,8.0,K,3,2,2,2013
0,0,0,Spencer Lanning,@Min,7.0,K,3,1,1,2013
0,1,1,Garrett Hartley,Ari,7.0,K,3,4,4,2013
0,2,1,Dan Bailey,Stl,7.0,K,3,4,4,2013
0,1,1,Billy Cundiff,@Min,6.0,K,3,3,3,2013
0,1,1,Josh Scobee,@Sea,5.0,K,3,2,2,2013
0,2,1,Nick Novak,@Ten,5.0,K,3,2,2,2013
0,1,0,Mike Nugent,GB,4.0,K,3,5,4,2013
0,2,1,Alex Henery,KC,4.0,K,3,1,1,2013
0,2,1,Rian Lindell,@NE,3.0,K,3,0,0,2013
0,0,0,Sebastian Janikowski,@Den,3.0,K,3,3,3,2013
0,0,0,Greg Zuerlein,@Dal,1.0,K,3,1,1,2013
0,0,0,Jay Feely,@NO,1.0,K,3,1,1,2013
0,0,0,Phil Dawson,Ind,1.0,K,3,1,1,2013
0,0,0,Brett Kern,SD,0.0,K,3,0,0,2013
0,0,0,Johnny Hekker,@Dal,0.0,K,3,0,0,2013
0,1,0,Josh Brown,@Car,0.0,K,3,0,0,2013
0,4,4,David Akers,Chi,16.0,K,4,4,4,2013
0,3,3,Adam Vinatieri,@Jax,13.0,K,4,4,4,2013
1,3,2,Blair Walsh,Pit,12.0,K,4,4,4,2013
1,1,1,Matt Prater,Phi,12.0,K,4,7,7,2013
0,3,3,Nick Novak,Dal,12.0,K,4,3,3,2013
0,3,3,Stephen Gostkowski,@Atl,12.0,K,4,3,3,2013
0,3,3,Stephen Hauschka,@Hou,11.0,K,4,2,2,2013
0,3,3,Dan Carpenter,Bal,11.0,K,4,2,2,2013
0,3,3,Matt Bryant,NE,11.0,K,4,2,2,2013
0,3,3,Robbie Gould,@Det,10.0,K,4,1,1,2013
0,2,2,Shaun Suisham,@Min,9.0,K,4,3,3,2013
1,1,1,Ryan Succop,NYG,9.0,K,4,4,4,2013
0,2,2,Justin Tucker,@Buf,8.0,K,4,2,2,2013
0,3,2,Alex Henery,@Den,8.0,K,4,2,2,2013
0,2,1,Garrett Hartley,Mia,8.0,K,4,5,5,2013
0,2,2,Randy Bullock,Sea,8.0,K,4,2,2,2013
0,1,1,Rob Bironas,NYJ,8.0,K,4,5,5,2013
0,2,2,Nick Folk,@Ten,7.0,K,4,1,1,2013
0,2,2,Jay Feely,@TB,7.0,K,4,1,1,2013
1,3,1,Billy Cundiff,Cin,7.0,K,4,2,2,2013
0,1,1,John Potter,@Oak,6.0,K,4,3,3,2013
0,2,2,Mike Nugent,@Cle,6.0,K,4,0,0,2013
1,1,1,Rian Lindell,Ari,6.0,K,4,1,1,2013
0,1,1,Caleb Sturgis,@NO,5.0,K,4,2,2,2013
1,1,1,Josh Scobee,Ind,5.0,K,4,0,0,2013
0,2,0,Phil Dawson,@Stl,5.0,K,4,5,5,2013
0,1,1,Greg Zuerlein,SF,3.0,K,4,0,0,2013
0,1,0,Dan Bailey,@SD,3.0,K,4,3,3,2013
0,1,0,Sebastian Janikowski,Was,2.0,K,4,2,2,2013
0,1,0,Josh Brown,@KC,1.0,K,4,1,1,2013
0,5,5,Alex Henery,@NYG,18.0,K,5,3,3,2013
1,5,5,Mason Crosby,Det,18.0,K,5,1,1,2013
1,3,3,Matt Prater,@Dal,17.0,K,5,6,6,2013
1,4,4,Justin Tucker,@Mia,16.0,K,5,2,2,2013
0,4,4,Ryan Succop,@Ten,14.0,K,5,2,2,2013
0,5,4,Stephen Hauschka,@Ind,14.0,K,5,2,2,2013
0,4,4,Garrett Hartley,@Chi,14.0,K,5,2,2,2013
0,3,3,Billy Cundiff,Buf,13.0,K,5,4,4,2013
0,3,3,Nick Folk,@Atl,12.0,K,5,3,3,2013
0,4,3,Caleb Sturgis,Bal,11.0,K,5,2,2,2013
1,2,2,Sebastian Janikowski,SD,11.0,K,5,3,3,2013
0,2,2,Greg Zuerlein,Jax,10.0,K,5,4,4,2013
1,2,2,Jay Feely,Car,10.0,K,5,2,2,2013
0,2,2,Phil Dawson,Hou,10.0,K,5,4,4,2013
0,2,2,Dan Bailey,Den,10.0,K,5,4,4,2013
1,2,2,Mike Nugent,NE,9.0,K,5,1,1,2013
0,2,2,Adam Vinatieri,Sea,8.0,K,5,2,2,2013
0,2,2,Josh Scobee,@Stl,8.0,K,5,2,2,2013
1,2,2,Graham Gano,@Ari,8.0,K,5,0,0,2013
1,1,1,Dan Carpenter,@Cle,8.0,K,5,3,3,2013
0,2,2,Stephen Gostkowski,@Cin,6.0,K,5,0,0,2013
0,2,1,Nick Novak,@Oak,5.0,K,5,2,2,2013
0,2,1,Rob Bironas,KC,5.0,K,5,2,2,2013
1,1,1,David Akers,@GB,5.0,K,5,0,0,2013
0,1,1,Robbie Gould,NO,4.0,K,5,1,1,2013
0,0,0,Matt Bryant,NYJ,4.0,K,5,4,4,2013
0,2,1,Randy Bullock,@SF,3.0,K,5,0,0,2013
0,0,0,Josh Brown,Phi,3.0,K,5,3,3,2013
1,4,4,Nick Novak,Ind,15.0,K,6,1,1,2013
1,5,4,Mason Crosby,@Bal,15.0,K,6,1,1,2013
1,3,3,Stephen Gostkowski,NO,14.0,K,6,3,3,2013
2,3,3,Adam Vinatieri,@SD,13.0,K,6,0,0,2013
0,4,4,Shaun Suisham,@NYJ,13.0,K,6,1,1,2013
0,3,3,Phil Dawson,Ari,12.0,K,6,3,3,2013
1,2,2,Robbie Gould,NYG,11.0,K,6,3,3,2013
0,4,3,Kai Forbath,@Dal,10.0,K,6,1,1,2013
1,2,2,Josh Scobee,@Den,9.0,K,6,1,1,2013
0,3,2,Mike Nugent,@Buf,9.0,K,6,3,3,2013
0,2,2,Garrett Hartley,@NE,9.0,K,6,3,3,2013
1,1,1,David Akers,@Cle,9.0,K,6,4,4,2013
0,1,1,Greg Zuerlein,@Hou,8.0,K,6,5,5,2013
0,2,2,Rian Lindell,Phi,8.0,K,6,2,2,2013
0,2,2,Stephen Hauschka,Ten,8.0,K,6,2,2,2013
1,1,1,Dan Carpenter,Cin,8.0,K,6,3,3,2013
0,1,1,Alex Henery,@TB,7.0,K,6,4,4,2013
0,2,2,Randy Bullock,Stl,7.0,K,6,1,1,2013
0,2,2,Rob Bironas,@Sea,7.0,K,6,1,1,2013
0,1,1,Dan Bailey,Was,7.0,K,6,4,4,2013
0,1,1,Ryan Succop,Oak,6.0,K,6,3,3,2013
0,2,2,Nick Folk,Pit,6.0,K,6,0,0,2013
0,1,1,Justin Tucker,GB,5.0,K,6,2,2,2013
0,0,0,Matt Prater,Jax,5.0,K,6,5,5,2013
0,0,0,Graham Gano,@Min,5.0,K,6,5,5,2013
0,1,1,Billy Cundiff,Det,5.0,K,6,2,2,2013
0,1,1,Blair Walsh,Car,4.0,K,6,1,1,2013
0,0,0,Josh Brown,@Chi,3.0,K,6,3,3,2013
0,0,0,Jay Feely,@SF,2.0,K,6,2,2,2013
0,1,0,Sebastian Janikowski,@KC,1.0,K,6,1,1,2013
0,0,0,Brett Kern,@Sea,0.0,K,6,0,0,2013
0,0,0,Bryan Anger,@Den,0.0,K,6,0,0,2013
1,3,3,Adam Vinatieri,Den,15.0,K,7,4,4,2013
1,3,3,Graham Gano,Stl,14.0,K,7,3,3,2013
0,4,4,Shaun Suisham,Bal,13.0,K,7,1,1,2013
1,2,2,Stephen Hauschka,@Ari,12.0,K,7,4,4,2013
0,3,3,Nick Folk,NE,12.0,K,7,3,3,2013
1,3,3,Jay Feely,Sea,12.0,K,7,1,1,2013
1,3,2,Mike Nugent,@Det,11.0,K,7,3,3,2013
0,3,3,Rian Lindell,@Atl,11.0,K,7,2,2,2013
0,3,2,Robbie Gould,@Was,11.0,K,7,5,5,2013
0,3,3,Dan Carpenter,@Mia,11.0,K,7,2,2,2013
0,3,3,Josh Brown,Min,11.0,K,7,2,2,2013
0,3,3,Justin Tucker,@Pit,10.0,K,7,1,1,2013
0,3,3,Randy Bullock,@KC,10.0,K,7,1,1,2013
0,2,2,Matt Prater,@Ind,9.0,K,7,3,3,2013
0,2,2,Stephen Gostkowski,@NYJ,9.0,K,7,3,3,2013
0,1,1,Kai Forbath,Chi,9.0,K,7,6,6,2013
0,2,2,Greg Zuerlein,@Car,7.0,K,7,1,1,2013
0,1,1,Phil Dawson,@Ten,7.0,K,7,4,4,2013
0,2,2,Billy Cundiff,@GB,7.0,K,7,1,1,2013
0,2,1,Mason Crosby,Cle,7.0,K,7,4,4,2013
0,1,1,Matt Bryant,TB,7.0,K,7,4,4,2013
0,2,2,Josh Scobee,SD,6.0,K,7,0,0,2013
0,1,1,Nick Novak,@Jax,6.0,K,7,3,3,2013
0,2,1,David Akers,Cin,6.0,K,7,3,3,2013
0,1,1,Ryan Succop,Hou,5.0,K,7,2,2,2013
0,1,1,Rob Bironas,SF,5.0,K,7,2,2,2013
0,1,1,Dan Bailey,@Phi,5.0,K,7,2,2,2013
0,1,0,Caleb Sturgis,Buf,3.0,K,7,3,3,2013
0,2,1,Alex Henery,Dal,3.0,K,7,0,0,2013
0,1,0,Blair Walsh,@NYG,1.0,K,7,1,1,2013
2,3,3,Dan Bailey,@Det,16.0,K,8,3,3,2013
0,5,5,Josh Brown,@Phi,15.0,K,8,0,0,2013
0,3,3,Mason Crosby,@Min,14.0,K,8,5,5,2013
0,4,3,Ryan Succop,Cle,11.0,K,8,2,2,2013
1,3,3,Nick Folk,@Cin,11.0,K,8,0,0,2013
0,4,3,Greg Zuerlein,Sea,9.0,K,8,0,0,2013
0,1,1,Matt Prater,Was,9.0,K,8,6,6,2013
0,2,2,Stephen Gostkowski,Mia,9.0,K,8,3,3,2013
0,2,2,Jay Feely,Atl,9.0,K,8,3,3,2013
0,1,1,Blair Walsh,GB,7.0,K,8,4,4,2013
1,3,1,Caleb Sturgis,@NE,7.0,K,8,2,2,2013
0,0,0,Mike Nugent,NYJ,7.0,K,8,7,7,2013
0,2,2,Rian Lindell,Car,7.0,K,8,1,1,2013
0,1,1,Graham Gano,@TB,7.0,K,8,4,4,2013
0,2,2,Matt Bryant,@Ari,7.0,K,8,1,1,2013
0,1,1,David Akers,Dal,7.0,K,8,4,4,2013
0,0,0,Phil Dawson,@Jax,6.0,K,8,6,6,2013
0,2,0,Garrett Hartley,Buf,5.0,K,8,5,5,2013
0,1,1,Billy Cundiff,@KC,5.0,K,8,2,2,2013
0,2,1,Dan Carpenter,@NO,5.0,K,8,2,2,2013
0,3,1,Shaun Suisham,@Oak,4.0,K,8,1,1,2013
0,1,1,Josh Scobee,SF,4.0,K,8,1,1,2013
0,0,0,Sebastian Janikowski,Pit,3.0,K,8,3,3,2013
0,0,0,Kai Forbath,@Den,3.0,K,8,3,3,2013
0,0,0,Stephen Hauschka,@Stl,2.0,K,8,2,2,2013
0,0,0,Alex Henery,NYG,1.0,K,8,1,1,2013
0,0,0,Steve Weatherford,@Phi,0.0,K,8,0,0,2013
0,4,4,Nick Folk,NO,14.0,K,9,2,2,2013
0,2,2,Stephen Gostkowski,Pit,13.0,K,9,7,7,2013
1,2,2,Graham Gano,Atl,12.0,K,9,4,4,2013
0,3,3,Ryan Succop,@Buf,11.0,K,9,2,2,2013
1,2,2,Mike Nugent,@Mia,10.0,K,9,2,2,2013
1,2,2,Sebastian Janikowski,Phi,10.0,K,9,2,2,2013
1,3,2,Garrett Hartley,@NYJ,10.0,K,9,2,2,2013
0,2,2,Stephen Hauschka,TB,9.0,K,9,3,3,2013
0,2,2,Robbie Gould,@GB,9.0,K,9,3,3,2013
0,2,2,Dan Bailey,Min,9.0,K,9,3,3,2013
0,3,2,Caleb Sturgis,Cin,8.0,K,9,2,2,2013
0,2,2,Mason Crosby,Chi,8.0,K,9,2,2,2013
0,3,2,Adam Vinatieri,@Hou,7.0,K,9,1,1,2013
0,1,1,Shaun Suisham,@NE,7.0,K,9,4,4,2013
0,0,0,Alex Henery,@Oak,7.0,K,9,7,7,2013
0,2,2,Dan Carpenter,KC,7.0,K,9,1,1,2013
1,1,1,Justin Tucker,@Cle,6.0,K,9,1,1,2013
0,1,1,Nick Novak,@Was,6.0,K,9,3,3,2013
0,1,1,Rian Lindell,@Sea,6.0,K,9,3,3,2013
0,3,1,Kai Forbath,SD,6.0,K,9,3,3,2013
0,1,1,Billy Cundiff,Bal,6.0,K,9,3,3,2013
0,4,1,Randy Bullock,Ind,6.0,K,9,3,3,2013
0,1,1,Blair Walsh,@Dal,5.0,K,9,3,2,2013
0,1,1,Matt Bryant,@Car,4.0,K,9,1,1,2013
0,0,0,Rob Bironas,@Stl,4.0,K,9,4,4,2013
0,1,0,Greg Zuerlein,Ten,3.0,K,9,3,3,2013
1,4,4,Stephen Hauschka,@Atl,17.0,K,10,3,3,2013
0,3,3,Shaun Suisham,Buf,11.0,K,10,2,2,2013
1,3,3,Phil Dawson,Car,11.0,K,10,0,0,2013
0,2,2,Blair Walsh,Was,10.0,K,10,4,4,2013
0,2,2,Josh Scobee,@Ten,9.0,K,10,3,3,2013
0,3,2,Alex Henery,@GB,9.0,K,10,3,3,2013
0,2,2,Kai Forbath,@Min,9.0,K,10,3,3,2013
0,2,2,Jay Feely,Hou,9.0,K,10,3,3,2013
0,2,2,Rob Bironas,Jax,9.0,K,10,3,3,2013
0,1,1,Greg Zuerlein,@Ind,8.0,K,10,5,5,2013
0,2,2,Justin Tucker,Cin,8.0,K,10,2,2,2013
0,3,2,Nick Novak,Den,8.0,K,10,2,2,2013
0,2,2,Rian Lindell,Mia,8.0,K,10,2,2,2013
0,2,2,Sebastian Janikowski,@NYG,8.0,K,10,2,2,2013
0,2,2,Caleb Sturgis,@TB,7.0,K,10,1,1,2013
0,1,0,Garrett Hartley,Dal,7.0,K,10,7,7,2013
0,2,2,Robbie Gould,Det,7.0,K,10,1,1,2013
0,4,2,Mason Crosby,Phi,7.0,K,10,1,1,2013
1,2,1,Graham Gano,@SF,6.0,K,10,1,1,2013
0,2,1,Randy Bullock,@Ari,6.0,K,10,3,3,2013
1,1,1,Matt Bryant,Sea,6.0,K,10,1,1,2013
0,1,1,Josh Brown,Oak,6.0,K,10,3,3,2013
0,2,1,Mike Nugent,@Bal,5.0,K,10,2,2,2013
0,1,1,Dan Bailey,@NO,5.0,K,10,2,2,2013
0,0,0,Matt Prater,@SD,4.0,K,10,4,4,2013
0,1,1,Dan Carpenter,@Pit,4.0,K,10,1,1,2013
0,1,0,David Akers,@Chi,3.0,K,10,3,3,2013
1,3,3,Adam Vinatieri,@Ten,14.0,K,11,3,3,2013
0,3,3,Shaun Suisham,Det,13.0,K,11,4,4,2013
1,2,2,Stephen Hauschka,Min,13.0,K,11,5,5,2013
0,3,3,Dan Carpenter,NYJ,13.0,K,11,4,4,2013
1,3,3,Randy Bullock,Oak,13.0,K,11,2,2,2013
1,3,3,Nick Novak,@Mia,12.0,K,11,1,1,2013
1,3,2,Matt Prater,KC,11.0,K,11,3,3,2013
0,2,2,Mike Nugent,Cle,11.0,K,11,5,5,2013
0,3,2,Rian Lindell,Atl,11.0,K,11,5,5,2013
0,3,3,Garrett Hartley,SF,11.0,K,11,2,2,2013
0,3,3,Robbie Gould,Bal,11.0,K,11,2,2,2013
1,2,2,Justin Tucker,@Chi,10.0,K,11,2,2,2013
1,2,2,Phil Dawson,@NO,10.0,K,11,2,2,2013
0,2,2,Jay Feely,@Jax,9.0,K,11,3,3,2013
1,2,2,Mason Crosby,@NYG,9.0,K,11,1,1,2013
0,2,2,Josh Brown,GB,9.0,K,11,3,3,2013
0,2,2,Rob Bironas,Ind,9.0,K,11,3,3,2013
0,2,2,David Akers,@Pit,9.0,K,11,3,3,2013
0,2,2,Blair Walsh,@Sea,8.0,K,11,2,2,2013
0,2,2,Caleb Sturgis,SD,8.0,K,11,2,2,2013
0,2,2,Stephen Gostkowski,@Car,8.0,K,11,2,2,2013
0,2,2,Billy Cundiff,@Cin,8.0,K,11,2,2,2013
0,2,2,Matt Bryant,@TB,8.0,K,11,2,2,2013
0,1,1,Alex Henery,Was,6.0,K,11,3,3,2013
0,1,1,Graham Gano,NE,6.0,K,11,3,3,2013
0,1,1,Ryan Succop,@Den,5.0,K,11,2,2,2013
0,1,0,Sebastian Janikowski,@Hou,4.0,K,11,4,4,2013
0,1,0,Josh Scobee,Ari,2.0,K,11,2,2,2013
0,1,0,Nick Folk,@Buf,2.0,K,11,2,2,2013
0,0,0,Michael Koenen,Atl,0.0,K,11,0,0,2013
0,0,0,Sam Martin,@Pit,-1.0,K,11,0,0,2013
1,5,4,Jay Feely,Ind,18.0,K,12,4,4,2013
1,4,4,Justin Tucker,NYJ,15.0,K,12,1,1,2013
1,6,4,Sebastian Janikowski,Ten,15.0,K,12,1,1,2013
0,4,4,Blair Walsh,@GB,14.0,K,12,2,2,2013
0,2,2,Nick Novak,@KC,11.0,K,12,5,5,2013
0,3,3,Rob Bironas,@Oak,11.0,K,12,2,2,2013
0,2,2,Greg Zuerlein,Chi,10.0,K,12,4,4,2013
0,4,3,Caleb Sturgis,Car,10.0,K,12,1,1,2013
0,2,2,Stephen Gostkowski,Den,10.0,K,12,4,4,2013
1,3,2,Graham Gano,@Mia,10.0,K,12,2,2,2013
0,2,2,Shaun Suisham,@Cle,9.0,K,12,3,3,2013
1,3,2,Josh Scobee,@Hou,9.0,K,12,1,1,2013
0,2,2,Phil Dawson,@Was,9.0,K,12,3,3,2013
0,1,1,Ryan Succop,SD,8.0,K,12,5,5,2013
0,2,2,Mason Crosby,Min,8.0,K,12,2,2,2013
0,1,1,Matt Prater,@NE,7.0,K,12,4,4,2013
0,3,2,Matt Bryant,NO,7.0,K,12,1,1,2013
0,2,2,Josh Brown,Dal,7.0,K,12,1,1,2013
0,3,1,Rian Lindell,@Det,6.0,K,12,3,3,2013
0,2,2,Kai Forbath,SF,6.0,K,12,0,0,2013
0,2,2,Randy Bullock,Jax,6.0,K,12,0,0,2013
0,1,1,Dan Bailey,@NYG,6.0,K,12,3,3,2013
0,1,1,Garrett Hartley,@Atl,5.0,K,12,2,2,2013
0,1,1,Adam Vinatieri,@Ari,3.0,K,12,0,0,2013
0,0,0,Robbie Gould,@Stl,3.0,K,12,3,3,2013
0,1,1,Nick Folk,@Bal,3.0,K,12,0,0,2013
0,2,1,Billy Cundiff,Pit,3.0,K,12,0,0,2013
0,0,0,David Akers,TB,3.0,K,12,3,3,2013
0,5,5,Adam Vinatieri,Ten,16.0,K,13,1,1,2013
0,5,5,Justin Tucker,Pit,16.0,K,13,1,1,2013
2,3,2,Stephen Gostkowski,@Hou,14.0,K,13,4,4,2013
0,3,3,Josh Scobee,@Cle,12.0,K,13,3,3,2013
0,4,3,Blair Walsh,Chi,11.0,K,13,2,2,2013
0,4,3,Caleb Sturgis,@NYJ,11.0,K,13,2,2,2013
0,3,3,Phil Dawson,Stl,11.0,K,13,2,2,2013
0,2,2,Stephen Hauschka,NO,10.0,K,13,4,4,2013
0,2,2,Matt Bryant,@Buf,10.0,K,13,4,4,2013
0,2,2,Graham Gano,TB,9.0,K,13,3,3,2013
1,3,2,Rian Lindell,@Car,8.0,K,13,0,0,2013
0,4,2,Robbie Gould,@Min,8.0,K,13,2,2,2013
0,2,1,David Akers,GB,8.0,K,13,5,5,2013
0,2,2,Greg Zuerlein,@SF,7.0,K,13,1,1,2013
0,1,1,Dan Carpenter,Atl,7.0,K,13,4,4,2013
0,1,1,Randy Bullock,NE,7.0,K,13,4,4,2013
0,1,1,Dan Bailey,Oak,7.0,K,13,4,4,2013
0,1,1,Sebastian Janikowski,@Dal,6.0,K,13,3,3,2013
0,1,1,Alex Henery,Ari,6.0,K,13,3,3,2013
1,1,1,Mason Crosby,@Det,6.0,K,13,1,1,2013
0,1,1,Josh Brown,@Was,6.0,K,13,3,3,2013
0,0,0,Matt Prater,@KC,5.0,K,13,5,5,2013
0,1,1,Mike Nugent,@SD,5.0,K,13,2,2,2013
0,1,1,Kai Forbath,NYG,5.0,K,13,2,2,2013
0,0,0,Ryan Succop,Den,4.0,K,13,4,4,2013
0,1,1,Nick Novak,Cin,4.0,K,13,1,1,2013
0,1,0,Billy Cundiff,Jax,4.0,K,13,4,4,2013
0,1,1,Nick Folk,Mia,3.0,K,13,0,0,2013
0,0,0,Jay Feely,@Phi,3.0,K,13,3,3,2013
0,0,0,Shaun Suisham,@Bal,2.0,K,13,2,2,2013
0,0,0,Rob Bironas,@Ind,2.0,K,13,2,2,2013
0,0,0,Garrett Hartley,@Sea,1.0,K,13,1,1,2013
1,3,3,Matt Prater,Ten,17.0,K,14,6,6,2013
