50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
0,1,1,Wil Lutz,Den,5.0,K,10,3,2,2016
0,1,1,Graham Gano,KC,5.0,K,10,2,2,2016
0,0,0,Robbie Gould,Cin,3.0,K,10,3,3,2016
0,0,0,Blair Walsh,@Was,2.0,K,10,3,2,2016
0,0,0,Cody Parkey,@Bal,1.0,K,10,1,1,2016
0,0,0,Nick Folk,LA,0.0,K,10,1,0,2016
0,4,4,Roberto Aguayo,@KC,13.0,K,11,1,1,2016
1,3,3,Dan Carpenter,@Cin,12.0,K,11,1,1,2016
0,3,3,Graham Gano,NO,11.0,K,11,2,2,2016
0,3,3,Chris Boswell,@Cle,10.0,K,11,1,1,2016
1,2,2,Jason Myers,@Det,9.0,K,11,2,1,2016
0,2,2,Sebastian Janikowski,Hou,9.0,K,11,3,3,2016
0,2,2,Dan Bailey,Bal,9.0,K,11,3,3,2016
0,2,2,Matt Prater,Jax,8.0,K,11,3,2,2016
0,2,2,Nick Novak,@Oak,8.0,K,11,2,2,2016
0,3,2,Wil Lutz,@Car,8.0,K,11,2,2,2016
0,3,2,Stephen Hauschka,Phi,8.0,K,11,3,2,2016
0,2,1,Adam Vinatieri,Ten,6.0,K,11,3,3,2016
0,1,1,Dustin Hopkins,GB,6.0,K,11,4,3,2016
0,1,1,Stephen Gostkowski,@SF,6.0,K,11,4,3,2016
0,1,1,Kai Forbath,Ari,6.0,K,11,4,3,2016
0,2,1,Mason Crosby,@Was,6.0,K,11,3,3,2016
0,1,1,Chandler Catanzaro,@Min,6.0,K,11,3,3,2016
0,1,1,Justin Tucker,@Dal,5.0,K,11,2,2,2016
0,1,1,Ryan Succop,@Ind,5.0,K,11,2,2,2016
0,1,1,Cairo Santos,TB,5.0,K,11,2,2,2016
0,1,1,Phil Dawson,NE,5.0,K,11,2,2,2016
0,2,1,Greg Zuerlein,Mia,4.0,K,11,1,1,2016
0,1,1,Robbie Gould,Chi,4.0,K,11,3,1,2016
0,2,1,Connor Barth,@NYG,4.0,K,11,2,1,2016
0,1,1,Cody Parkey,Pit,3.0,K,11,1,0,2016
0,0,0,Andrew Franks,@LA,2.0,K,11,2,2,2016
0,0,0,Caleb Sturgis,@Sea,1.0,K,11,1,1,2016
0,0,0,Mike Nugent,Buf,0.0,K,11,2,0,2016
3,4,4,Justin Tucker,Cin,19.0,K,12,1,1,2016
0,3,3,Matt Prater,Min,10.0,K,12,1,1,2016
0,4,3,Stephen Gostkowski,@NYJ,10.0,K,12,1,1,2016
0,2,2,Ryan Succop,@Chi,9.0,K,12,3,3,2016
1,2,2,Caleb Sturgis,GB,9.0,K,12,1,1,2016
0,3,2,Brandon McManus,KC,9.0,K,12,3,3,2016
0,2,2,Sebastian Janikowski,Car,9.0,K,12,3,3,2016
0,2,2,Mason Crosby,@Phi,9.0,K,12,3,3,2016
1,2,2,Chandler Catanzaro,@Atl,9.0,K,12,1,1,2016
0,2,2,Cairo Santos,@Den,8.0,K,12,2,2,2016
0,4,2,Dustin Hopkins,@Dal,8.0,K,12,2,2,2016
0,1,1,Matt Bryant,Ari,8.0,K,12,5,5,2016
0,2,2,Cody Parkey,NYG,7.0,K,12,1,1,2016
0,2,2,Nick Novak,SD,7.0,K,12,1,1,2016
0,0,0,Wil Lutz,LA,7.0,K,12,7,7,2016
0,1,1,Andrew Franks,SF,7.0,K,12,4,4,2016
0,2,2,Kai Forbath,@Det,7.0,K,12,1,1,2016
1,2,1,Nick Folk,NE,7.0,K,12,2,2,2016
0,1,1,Dan Bailey,Was,7.0,K,12,4,4,2016
0,2,2,Mike Nugent,@Bal,6.0,K,12,1,0,2016
0,1,1,Phil Dawson,@Mia,6.0,K,12,3,3,2016
0,0,0,Chris Boswell,@Ind,4.0,K,12,4,4,2016
0,0,0,Greg Zuerlein,@NO,3.0,K,12,3,3,2016
0,0,0,Jason Myers,@Buf,3.0,K,12,3,3,2016
0,1,0,Josh Lambo,@Hou,3.0,K,12,3,3,2016
0,1,1,Stephen Hauschka,@TB,3.0,K,12,0,0,2016
0,0,0,Robbie Gould,@Cle,3.0,K,12,4,3,2016
0,0,0,Connor Barth,Ten,3.0,K,12,3,3,2016
0,0,0,Graham Gano,@Oak,2.0,K,12,3,2,2016
0,0,0,Dan Carpenter,Jax,2.0,K,12,3,2,2016
0,1,0,Roberto Aguayo,Sea,2.0,K,12,2,2,2016
0,1,0,Adam Vinatieri,Pit,1.0,K,12,1,1,2016
0,0,0,Pat McAfee,Pit,1.0,K,12,0,0,2016
0,0,0,Sam Koch,Cin,0.0,K,12,0,0,2016
1,5,5,Matt Prater,@NO,18.0,K,13,1,1,2016
0,4,4,Stephen Hauschka,Car,16.0,K,13,4,4,2016
0,4,4,Mike Nugent,Phi,14.0,K,13,3,2,2016
0,4,4,Stephen Gostkowski,LA,14.0,K,13,2,2,2016
1,2,2,Adam Vinatieri,@NYJ,13.0,K,13,5,5,2016
1,3,3,Dustin Hopkins,@Ari,13.0,K,13,2,2,2016
0,3,3,Sebastian Janikowski,Buf,12.0,K,13,3,3,2016
1,3,3,Matt Bryant,KC,12.0,K,13,1,1,2016
1,1,1,Justin Tucker,Mia,10.0,K,13,5,5,2016
0,3,3,Randy Bullock,NYG,10.0,K,13,1,1,2016
0,3,3,Kai Forbath,Dal,9.0,K,13,0,0,2016
0,2,2,Brandon McManus,@Jax,8.0,K,13,2,2,2016
0,3,2,Roberto Aguayo,@SD,8.0,K,13,2,2,2016
0,2,2,Wil Lutz,Det,7.0,K,13,1,1,2016
0,2,1,Chandler Catanzaro,Was,7.0,K,13,4,4,2016
0,2,2,Phil Dawson,@Chi,6.0,K,13,0,0,2016
0,1,1,Dan Carpenter,@Oak,6.0,K,13,3,3,2016
0,1,1,Connor Barth,SF,6.0,K,13,3,3,2016
0,1,1,Dan Bailey,@Min,5.0,K,13,2,2,2016
0,1,1,Greg Zuerlein,@NE,4.0,K,13,1,1,2016
0,1,1,Jason Myers,Den,4.0,K,13,1,1,2016
0,1,1,Nick Folk,Ind,4.0,K,13,1,1,2016
0,0,0,Cairo Santos,@Atl,3.0,K,13,4,3,2016
0,1,0,Josh Lambo,TB,3.0,K,13,3,3,2016
0,0,0,Mason Crosby,Hou,3.0,K,13,3,3,2016
0,1,0,Caleb Sturgis,@Cin,2.0,K,13,2,2,2016
0,0,0,Robbie Gould,@Pit,2.0,K,13,2,2,2016
0,0,0,Nick Novak,@GB,1.0,K,13,2,1,2016
0,0,0,Graham Gano,@Sea,1.0,K,13,1,1,2016
0,1,0,Andrew Franks,@Bal,0.0,K,13,0,0,2016
1,5,5,Nick Novak,@Ind,18.0,K,14,1,1,2016
0,4,4,Graham Gano,SD,14.0,K,14,2,2,2016
1,4,3,Justin Tucker,@NE,13.0,K,14,2,2,2016
0,4,4,Kai Forbath,@Jax,13.0,K,14,2,1,2016
1,5,3,Jason Myers,Min,12.0,K,14,1,1,2016
1,3,3,Nick Folk,@SF,11.0,K,14,0,0,2016
0,3,3,Caleb Sturgis,Was,10.0,K,14,1,1,2016
1,2,2,Matt Prater,Chi,10.0,K,14,2,2,2016
0,3,3,Roberto Aguayo,NO,10.0,K,14,1,1,2016
1,2,2,Ryan Succop,Den,9.0,K,14,1,1,2016
0,3,3,Wil Lutz,@TB,9.0,K,14,0,0,2016
0,2,2,Chris Boswell,@Buf,9.0,K,14,3,3,2016
0,2,1,Mason Crosby,Sea,8.0,K,14,5,5,2016
0,2,2,Sebastian Janikowski,@KC,7.0,K,14,1,1,2016
0,1,1,Andrew Franks,Ari,6.0,K,14,3,3,2016
0,0,0,Matt Bryant,@LA,6.0,K,14,6,6,2016
0,2,1,Adam Vinatieri,Hou,5.0,K,14,2,2,2016
0,2,1,Mike Nugent,@Cle,5.0,K,14,3,2,2016
0,3,1,Phil Dawson,NYJ,5.0,K,14,2,2,2016
1,2,1,Chandler Catanzaro,@Mia,5.0,K,14,2,0,2016
0,1,1,Connor Barth,@Det,5.0,K,14,2,2,2016
0,1,1,Cody Parkey,Cin,4.0,K,14,1,1,2016
0,1,1,Brandon McManus,@Ten,4.0,K,14,1,1,2016
0,1,1,Josh Lambo,@Car,4.0,K,14,1,1,2016
0,1,1,Stephen Hauschka,@GB,4.0,K,14,1,1,2016
0,1,1,Robbie Gould,Dal,4.0,K,14,1,1,2016
0,0,0,Stephen Gostkowski,Bal,4.0,K,14,4,4,2016
0,0,0,Cairo Santos,Oak,3.0,K,14,3,3,2016
0,1,0,Dustin Hopkins,@Phi,3.0,K,14,3,3,2016
0,0,0,Greg Zuerlein,Atl,2.0,K,14,2,2,2016
0,0,0,Dan Carpenter,Pit,2.0,K,14,3,2,2016
0,1,0,Dan Bailey,@NYG,1.0,K,14,1,1,2016
0,0,0,Marquette King,@KC,0.0,K,14,0,0,2016
0,0,0,Donnie Jones,Was,0.0,K,14,0,0,2016
0,0,0,Riley Dixon,@Ten,0.0,K,14,0,0,2016
0,6,6,Chris Boswell,@Cin,18.0,K,15,0,0,2016
0,5,4,Graham Gano,@Was,14.0,K,15,2,2,2016
0,6,4,Dan Bailey,TB,14.0,K,15,2,2,2016
0,4,4,Nick Novak,Jax,13.0,K,15,1,1,2016
0,4,4,Sebastian Janikowski,@SD,13.0,K,15,1,1,2016
1,2,2,Matt Bryant,SF,13.0,K,15,5,5,2016
1,2,2,Adam Vinatieri,@Min,12.0,K,15,4,4,2016
0,4,4,Caleb Sturgis,@Bal,12.0,K,15,0,0,2016
0,2,2,Wil Lutz,@Ari,12.0,K,15,6,6,2016
0,3,3,Mason Crosby,@Chi,12.0,K,15,3,3,2016
1,2,2,Justin Tucker,Phi,11.0,K,15,3,3,2016
1,2,2,Jason Myers,@Hou,10.0,K,15,2,2,2016
0,3,3,Stephen Gostkowski,@Den,10.0,K,15,1,1,2016
1,2,2,Ryan Succop,@KC,9.0,K,15,1,1,2016
0,3,3,Dustin Hopkins,Car,9.0,K,15,1,0,2016
0,2,2,Dan Carpenter,Cle,9.0,K,15,4,3,2016
0,2,2,Connor Barth,GB,9.0,K,15,3,3,2016
1,2,2,Kai Forbath,Ind,8.0,K,15,0,0,2016
0,2,2,Randy Bullock,Pit,8.0,K,15,2,2,2016
0,2,2,Roberto Aguayo,@Dal,8.0,K,15,2,2,2016
0,2,2,Cody Parkey,@Buf,7.0,K,15,1,1,2016
0,2,2,Nick Folk,Mia,7.0,K,15,1,1,2016
0,2,2,Matt Prater,@NYG,6.0,K,15,0,0,2016
0,1,1,Stephen Hauschka,LA,6.0,K,15,3,3,2016
0,1,1,Cairo Santos,Ten,5.0,K,15,2,2,2016
0,1,1,Robbie Gould,Det,5.0,K,15,2,2,2016
0,1,0,Chandler Catanzaro,NO,5.0,K,15,6,5,2016
0,1,1,Josh Lambo,Oak,4.0,K,15,2,1,2016
0,0,0,Andrew Franks,@NYJ,4.0,K,15,5,4,2016
0,1,1,Greg Zuerlein,@Sea,3.0,K,15,0,0,2016
0,1,1,Brandon McManus,NE,3.0,K,15,0,0,2016
0,0,0,Jon Ryan,LA,2.0,K,15,0,0,2016
0,0,0,Phil Dawson,@Atl,1.0,K,15,2,1,2016
0,0,0,Johnny Hekker,@Sea,0.0,K,15,0,0,2016
2,5,4,Matt Bryant,@Car,19.0,K,16,3,3,2016
2,4,4,Jason Myers,Ten,18.0,K,16,4,2,2016
0,4,4,Justin Tucker,@Pit,13.0,K,16,1,1,2016
0,4,4,Robbie Gould,@Phi,13.0,K,16,1,1,2016
1,3,2,Andrew Franks,@Buf,12.0,K,16,4,4,2016
0,3,3,Wil Lutz,TB,11.0,K,16,2,2,2016
0,2,2,Dustin Hopkins,@Chi,11.0,K,16,5,5,2016
0,2,2,Stephen Gostkowski,NYJ,11.0,K,16,5,5,2016
0,3,3,Graham Gano,Atl,10.0,K,16,1,1,2016
0,3,2,Chandler Catanzaro,@Sea,10.0,K,16,4,4,2016
0,3,2,Cairo Santos,Den,9.0,K,16,4,3,2016
0,2,2,Cody Parkey,SD,8.0,K,16,2,2,2016
0,1,1,Mason Crosby,Min,8.0,K,16,5,5,2016
0,2,2,Kai Forbath,@GB,7.0,K,16,2,1,2016
0,3,1,Dan Carpenter,Mia,7.0,K,16,4,4,2016
0,1,1,Chris Boswell,Bal,7.0,K,16,4,4,2016
0,1,1,Caleb Sturgis,NYG,6.0,K,16,3,3,2016
0,2,2,Nick Novak,Cin,6.0,K,16,1,0,2016
1,1,1,Brandon McManus,@KC,6.0,K,16,1,1,2016
0,0,0,Dan Bailey,Det,6.0,K,16,6,6,2016
0,1,1,Roberto Aguayo,@NO,6.0,K,16,3,3,2016
0,1,1,Adam Vinatieri,@Oak,5.0,K,16,2,2,2016
0,1,1,Ryan Succop,@Jax,5.0,K,16,2,2,2016
0,3,1,Josh Lambo,@Cle,5.0,K,16,2,2,2016
0,2,1,Stephen Hauschka,Ari,5.0,K,16,3,2,2016
0,2,1,Randy Bullock,@Hou,4.0,K,16,1,1,2016
0,0,0,Greg Zuerlein,SF,3.0,K,16,3,3,2016
0,1,0,Matt Prater,@Dal,3.0,K,16,3,3,2016
0,0,0,Sebastian Janikowski,Ind,3.0,K,16,5,3,2016
0,2,1,Nick Folk,@NE,3.0,K,16,0,0,2016
0,1,0,Connor Barth,Was,3.0,K,16,3,3,2016
0,0,0,Phil Dawson,@LA,2.0,K,16,2,2,2016
0,0,0,Pat McAfee,@Oak,0.0,K,16,0,0,2016
0,0,0,Sam Koch,@Pit,0.0,K,16,0,0,2016
0,3,3,Chandler Catanzaro,@LA,14.0,K,17,5,5,2016
0,3,3,Cairo Santos,@SD,13.0,K,17,4,4,2016
0,4,4,Stephen Hauschka,@SF,13.0,K,17,2,1,2016
0,3,3,Nick Folk,Buf,12.0,K,17,3,3,2016
0,3,2,Caleb Sturgis,Dal,9.0,K,17,3,3,2016
0,2,2,Josh Lambo,KC,9.0,K,17,3,3,2016
0,3,2,Stephen Gostkowski,@Mia,9.0,K,17,3,3,2016
0,2,2,Randy Bullock,Bal,9.0,K,17,3,3,2016
1,2,1,Matt Prater,GB,8.0,K,17,3,3,2016
0,4,2,Jason Myers,@Ind,8.0,K,17,2,2,2016
0,2,2,Wil Lutz,@Atl,8.0,K,17,2,2,2016
0,1,1,Kai Forbath,Chi,8.0,K,17,5,5,2016
0,1,1,Matt Bryant,NO,8.0,K,17,5,5,2016
0,2,2,Robbie Gould,@Was,7.0,K,17,1,1,2016
1,1,1,Mason Crosby,@Det,7.0,K,17,3,2,2016
0,2,2,Dan Bailey,@Phi,7.0,K,17,1,1,2016
0,2,2,Greg Zuerlein,Ari,6.0,K,17,0,0,2016
0,2,1,Adam Vinatieri,Jax,6.0,K,17,3,3,2016
0,1,1,Ryan Succop,Hou,6.0,K,17,3,3,2016
0,2,1,Cody Parkey,@Pit,6.0,K,17,3,3,2016
0,2,1,Brandon McManus,Oak,6.0,K,17,3,3,2016
1,4,1,Graham Gano,@TB,6.0,K,17,1,1,2016
0,2,1,Nick Novak,@Ten,5.0,K,17,2,2,2016
0,3,1,Roberto Aguayo,Car,5.0,K,17,2,2,2016
0,1,1,Justin Tucker,@Cin,4.0,K,17,1,1,2016
0,2,1,Dustin Hopkins,NYG,4.0,K,17,1,1,2016
0,1,1,Dan Carpenter,@NYJ,4.0,K,17,1,1,2016
0,1,1,Connor Barth,@Min,4.0,K,17,1,1,2016
0,0,0,Phil Dawson,Sea,3.0,K,17,3,3,2016
0,0,0,Chris Boswell,Cle,3.0,K,17,3,3,2016
0,0,0,Andrew Franks,NE,2.0,K,17,2,2,2016
0,0,0,Jon Ryan,@SF,0.0,K,17,0,0,2016
0,0,0,Johnny Hekker,Ari,0.0,K,17,0,0,2016
2,4,4,Brandon McManus,Bal,17.0,K,1,1,1,2015
1,4,4,Josh Brown,@Dal,16.0,K,1,2,2,2015
0,4,4,Matt Bryant,Phi,14.0,K,1,2,2,2015
0,4,4,Zach Hocker,@Ari,13.0,K,1,1,1,2015
1,3,3,Robbie Gould,GB,13.0,K,1,2,2,2015
0,3,3,Stephen Hauschka,@Stl,11.0,K,1,2,2,2015
0,2,2,Greg Zuerlein,Sea,10.0,K,1,4,4,2015
1,2,2,Justin Tucker,@Den,9.0,K,1,1,1,2015
0,3,2,Cairo Santos,@Hou,9.0,K,1,3,3,2015
0,2,2,Mike Nugent,@Oak,9.0,K,1,4,3,2015
0,2,2,Josh Lambo,Det,9.0,K,1,4,3,2015
0,2,2,Dan Carpenter,Ind,9.0,K,1,3,3,2015
0,2,2,Dan Bailey,NYG,9.0,K,1,3,3,2015
0,4,2,Graham Gano,@Jax,8.0,K,1,2,2,2015
0,3,2,Phil Dawson,Min,8.0,K,1,2,2,2015
0,4,2,Josh Scobee,@NE,7.0,K,1,1,1,2015
0,1,1,Nick Folk,Cle,7.0,K,1,4,4,2015
0,1,1,Mason Crosby,@Chi,7.0,K,1,4,4,2015
0,1,1,Chandler Catanzaro,NO,7.0,K,1,4,4,2015
0,0,0,Ryan Succop,@TB,6.0,K,1,6,6,2015
0,2,1,Cody Parkey,@Atl,6.0,K,1,3,3,2015
0,2,2,Randy Bullock,KC,6.0,K,1,1,0,2015
0,1,1,Andrew Franks,@Was,5.0,K,1,2,2,2015
0,0,0,Matt Prater,@SD,4.0,K,1,4,4,2015
0,0,0,Stephen Gostkowski,Pit,4.0,K,1,4,4,2015
0,2,1,Kai Forbath,Mia,4.0,K,1,1,1,2015
0,1,1,Travis Coons,@NYJ,4.0,K,1,1,1,2015
0,2,1,Blair Walsh,@SF,3.0,K,1,0,0,2015
0,2,1,Jason Myers,Car,3.0,K,1,1,0,2015
0,0,0,Kyle Brindza,Ten,2.0,K,1,2,2,2015
0,0,0,Sebastian Janikowski,Cin,1.0,K,1,1,1,2015
0,1,0,Adam Vinatieri,@Buf,0.0,K,1,0,0,2015
1,4,4,Stephen Gostkowski,@Buf,18.0,K,2,4,4,2015
1,5,4,Kyle Brindza,@NO,16.0,K,2,2,2,2015
0,4,4,Justin Tucker,@Oak,15.0,K,2,3,3,2015
1,4,4,Mason Crosby,Sea,15.0,K,2,1,1,2015
1,3,3,Jason Myers,Mia,13.0,K,2,2,2,2015
0,3,3,Sebastian Janikowski,Bal,13.0,K,2,4,4,2015
1,3,3,Robbie Gould,Ari,13.0,K,2,2,2,2015
1,1,1,Brandon McManus,@KC,9.0,K,2,4,4,2015
0,2,2,Blair Walsh,Det,8.0,K,2,3,2,2015
0,3,2,Andrew Franks,@Jax,8.0,K,2,2,2,2015
0,3,2,Nick Folk,@Ind,8.0,K,2,2,2,2015
0,2,2,Josh Brown,Atl,8.0,K,2,2,2,2015
0,2,2,Dan Bailey,@Phi,8.0,K,2,2,2,2015
0,3,2,Josh Lambo,@Cin,7.0,K,2,1,1,2015
1,1,1,Stephen Hauschka,@GB,7.0,K,2,2,2,2015
1,1,1,Greg Zuerlein,@Was,6.0,K,2,1,1,2015
0,1,1,Cairo Santos,Den,6.0,K,2,3,3,2015
0,2,1,Mike Nugent,SD,6.0,K,2,3,3,2015
0,1,1,Dustin Hopkins,Stl,6.0,K,2,3,3,2015
0,2,1,Graham Gano,Hou,6.0,K,2,3,3,2015
0,0,0,Chandler Catanzaro,@Chi,6.0,K,2,7,6,2015
0,1,1,Matt Bryant,@NYG,6.0,K,2,3,3,2015
0,1,1,Randy Bullock,@Car,5.0,K,2,2,2,2015
0,1,1,Matt Prater,@Min,4.0,K,2,1,1,2015
0,1,1,Cody Parkey,Dal,4.0,K,2,1,1,2015
0,1,1,Phil Dawson,@Pit,4.0,K,2,1,1,2015
0,0,0,Travis Coons,Ten,4.0,K,2,4,4,2015
0,0,0,Josh Scobee,SF,3.0,K,2,4,3,2015
0,0,0,Ryan Succop,@Cle,2.0,K,2,2,2,2015
0,0,0,Dan Carpenter,NE,2.0,K,2,3,2,2015
0,1,0,Adam Vinatieri,NYJ,1.0,K,2,1,1,2015
0,1,0,Zach Hocker,TB,1.0,K,2,2,1,2015
0,3,3,Stephen Gostkowski,Jax,15.0,K,3,6,6,2015
0,4,4,Stephen Hauschka,Chi,14.0,K,3,2,2,2015
1,3,2,Dan Carpenter,@Mia,13.0,K,3,5,5,2015
0,3,3,Josh Brown,Was,12.0,K,3,3,3,2015
0,2,2,Ryan Succop,Ind,9.0,K,3,3,3,2015
0,2,2,Sebastian Janikowski,@Cle,9.0,K,3,3,3,2015
0,2,2,Graham Gano,NO,9.0,K,3,3,3,2015
0,1,1,Chandler Catanzaro,SF,9.0,K,3,6,6,2015
0,1,1,Mason Crosby,KC,8.0,K,3,5,5,2015
0,2,2,Travis Coons,Oak,8.0,K,3,2,2,2015
0,1,1,Blair Walsh,SD,7.0,K,3,4,4,2015
0,2,2,Dustin Hopkins,@NYG,7.0,K,3,1,1,2015
1,1,1,Nick Folk,Phi,7.0,K,3,2,2,2015
0,3,2,Randy Bullock,TB,7.0,K,3,2,1,2015
0,1,1,Matt Bryant,@Dal,7.0,K,3,4,4,2015
0,2,2,Greg Zuerlein,Pit,6.0,K,3,0,0,2015
0,2,1,Justin Tucker,Cin,6.0,K,3,3,3,2015
0,2,2,Josh Scobee,@Stl,6.0,K,3,0,0,2015
0,1,1,Cody Parkey,@NYJ,6.0,K,3,3,3,2015
0,1,1,Brandon McManus,@Det,6.0,K,3,3,3,2015
0,0,0,Adam Vinatieri,@Ten,5.0,K,3,5,5,2015
0,1,1,Jason Myers,@NE,5.0,K,3,2,2,2015
1,4,1,Kyle Brindza,@Hou,5.0,K,3,1,0,2015
0,0,0,Mike Nugent,@Bal,4.0,K,3,4,4,2015
0,1,1,Zach Hocker,@Car,4.0,K,3,1,1,2015
0,0,0,Dan Bailey,Atl,4.0,K,3,4,4,2015
0,0,0,Cairo Santos,@GB,2.0,K,3,2,2,2015
0,0,0,Josh Lambo,@Min,2.0,K,3,2,2,2015
0,0,0,Pat McAfee,@Ten,1.0,K,3,0,0,2015
0,0,0,Phil Dawson,@Ari,1.0,K,3,1,1,2015
0,0,0,Matt Prater,Den,0.0,K,3,1,0,2015
0,0,0,Johnny Hekker,Pit,0.0,K,3,0,0,2015
0,0,0,Andrew Franks,Buf,0.0,K,3,1,0,2015
2,7,7,Cairo Santos,@Cin,25.0,K,4,0,0,2015
0,5,5,Chandler Catanzaro,Stl,16.0,K,4,1,1,2015
1,3,3,Justin Tucker,@Pit,13.0,K,4,2,2,2015
0,3,3,Graham Gano,@TB,13.0,K,4,4,4,2015
0,4,4,Travis Coons,@SD,13.0,K,4,1,1,2015
1,3,3,Adam Vinatieri,Jax,12.0,K,4,1,1,2015
0,3,3,Josh Lambo,Cle,12.0,K,4,3,3,2015
1,3,3,Robbie Gould,Oak,12.0,K,4,2,1,2015
0,3,3,Brandon McManus,Min,11.0,K,4,2,2,2015
0,3,3,Dustin Hopkins,Phi,11.0,K,4,2,2,2015
2,2,2,Stephen Hauschka,Det,11.0,K,4,1,1,2015
1,3,2,Zach Hocker,Dal,10.0,K,4,2,2,2015
0,3,2,Nick Folk,@Mia,9.0,K,4,3,3,2015
0,3,2,Blair Walsh,@Den,8.0,K,4,2,2,2015
0,4,2,Josh Scobee,Bal,8.0,K,4,2,2,2015
0,2,2,Sebastian Janikowski,@Chi,8.0,K,4,2,2,2015
0,2,2,Dan Bailey,@NO,8.0,K,4,2,2,2015
0,4,2,Jason Myers,@Ind,7.0,K,4,1,1,2015
0,1,1,Greg Zuerlein,@Ari,6.0,K,4,3,3,2015
1,2,1,Dan Carpenter,NYG,6.0,K,4,1,1,2015
0,0,0,Matt Bryant,Hou,6.0,K,4,6,6,2015
0,2,1,Mason Crosby,@SF,5.0,K,4,2,2,2015
0,3,1,Kyle Brindza,Car,5.0,K,4,3,2,2015
0,1,1,Matt Prater,@Sea,4.0,K,4,1,1,2015
0,1,0,Mike Nugent,KC,4.0,K,4,4,4,2015
0,1,1,Josh Brown,@Buf,4.0,K,4,2,1,2015
0,1,0,Nick Novak,@Atl,3.0,K,4,3,3,2015
0,1,1,Phil Dawson,GB,3.0,K,4,0,0,2015
0,1,0,Caleb Sturgis,@Was,2.0,K,4,3,2,2015
0,0,0,Andrew Franks,NYJ,2.0,K,4,2,2,2015
0,0,0,Sam Koch,@Pit,0.0,K,4,0,0,2015
0,4,4,Caleb Sturgis,NO,15.0,K,5,4,3,2015
1,3,3,Stephen Gostkowski,@Dal,14.0,K,5,3,3,2015
0,4,4,Travis Coons,@Bal,13.0,K,5,1,1,2015
1,3,3,Brandon McManus,@Oak,12.0,K,5,1,1,2015
0,3,3,Josh Brown,SF,12.0,K,5,3,3,2015
0,3,3,Connor Barth,Jax,12.0,K,5,3,3,2015
1,3,2,Josh Lambo,Pit,10.0,K,5,2,2,2015
0,2,2,Adam Vinatieri,@Hou,9.0,K,5,3,3,2015
0,2,2,Mike Nugent,Sea,9.0,K,5,3,3,2015
1,3,2,Dustin Hopkins,@Atl,9.0,K,5,1,1,2015
0,2,2,Phil Dawson,@NYG,9.0,K,5,3,3,2015
0,2,2,Nick Novak,Ind,8.0,K,5,2,2,2015
1,2,2,Dan Bailey,NE,8.0,K,5,0,0,2015
0,2,2,Ryan Succop,Buf,7.0,K,5,1,1,2015
0,1,1,Jason Myers,@TB,7.0,K,5,4,4,2015
0,4,2,Matt Bryant,Was,7.0,K,5,1,1,2015
0,2,1,Justin Tucker,Cle,6.0,K,5,3,3,2015
1,3,1,Sebastian Janikowski,Den,6.0,K,5,1,1,2015
0,1,1,Stephen Hauschka,@Cin,6.0,K,5,3,3,2015
0,2,2,Robbie Gould,@KC,6.0,K,5,0,0,2015
0,1,1,Mason Crosby,Stl,6.0,K,5,3,3,2015
0,0,0,Chandler Catanzaro,@Det,6.0,K,5,6,6,2015
0,1,1,Chris Boswell,@SD,6.0,K,5,3,3,2015
0,3,1,Cairo Santos,Chi,5.0,K,5,2,2,2015
0,1,1,Matt Prater,Ari,5.0,K,5,2,2,2015
0,1,1,Zach Hocker,@Phi,5.0,K,5,2,2,2015
0,4,1,Greg Zuerlein,@GB,4.0,K,5,1,1,2015
0,0,0,Dan Carpenter,@Ten,2.0,K,5,2,2,2015
0,0,0,Johnny Hekker,@GB,0.0,K,5,0,0,2015
1,4,4,Phil Dawson,Bal,15.0,K,6,1,1,2015
1,4,4,Chris Boswell,Ari,15.0,K,6,1,1,2015
0,5,4,Brandon McManus,@Cle,14.0,K,6,2,2,2015
0,4,4,Robbie Gould,@Det,14.0,K,6,2,2,2015
0,3,3,Matt Prater,Chi,13.0,K,6,4,4,2015
1,3,3,Stephen Hauschka,Car,13.0,K,6,2,2,2015
0,3,3,Blair Walsh,KC,10.0,K,6,1,1,2015
0,2,2,Mike Nugent,@Buf,10.0,K,6,4,4,2015
1,2,2,Dustin Hopkins,@NYJ,10.0,K,6,2,2,2015
0,2,2,Stephen Gostkowski,@Ind,10.0,K,6,4,4,2015
0,3,2,Nick Folk,Was,10.0,K,6,4,4,2015
0,2,2,Caleb Sturgis,NYG,9.0,K,6,3,3,2015
0,2,2,Mason Crosby,SD,9.0,K,6,3,3,2015
0,3,2,Justin Tucker,@SF,8.0,K,6,2,2,2015
0,2,2,Josh Lambo,@GB,8.0,K,6,2,2,2015
0,1,1,Andrew Franks,@Ten,8.0,K,6,5,5,2015
0,1,1,Nick Novak,@Jax,7.0,K,6,4,4,2015
0,3,1,Zach Hocker,Atl,7.0,K,6,4,4,2015
0,3,2,Chandler Catanzaro,@Pit,7.0,K,6,1,1,2015
0,1,1,Travis Coons,Den,5.0,K,6,2,2,2015
0,1,1,Ryan Succop,Mia,4.0,K,6,1,1,2015
0,1,1,Cairo Santos,@Min,4.0,K,6,1,1,2015
0,0,0,Adam Vinatieri,NE,3.0,K,6,4,3,2015
0,0,0,Graham Gano,@Sea,3.0,K,6,4,3,2015
0,0,0,Dan Carpenter,Cin,3.0,K,6,3,3,2015
