,Unnamed: 0,Blocks,Fumble Returns,Interception,Opponent,Pass Yards Allowed,Point After,Points,Position,Rush Yards Allowed,Sack,Safety,Team,Total Yards,Touchdowns,Week,Year,Away Games
106,106,0,0,2,Dolphins,176,16,11.0,DST,72,3.0,0,Chargers,248,0,4,2011,0
107,107,0,1,0,Colts,256,17,10.0,DST,62,4.0,0,Buccaneers,318,0,4,2011,0
108,108,0,1,1,Cardinals,212,27,9.0,DST,156,4.0,0,Giants,368,0,4,2011,1
109,109,0,2,1,Eagles,405,23,9.0,DST,108,2.0,0,49ers,513,0,4,2011,1
110,110,0,0,2,Saints,326,23,8.0,DST,177,3.0,0,Jaguars,503,0,4,2011,0
111,111,0,0,1,Min,190,17,8.0,DST,151,2.0,0,Chiefs,341,0,4,2011,0
112,112,0,0,2,Raiders,344,19,8.0,DST,160,0.0,0,Patriots,504,0,4,2011,1
113,113,1,1,0,49ers,278,24,8.0,DST,164,3.0,0,Eagles,442,0,4,2011,0
114,114,0,0,2,Redskins,143,17,8.0,DST,196,0.0,0,Rams,339,0,4,2011,0
115,115,0,0,2,Packers,396,49,6.0,DST,111,2.0,0,Broncos,507,0,4,2011,1
116,116,0,2,0,Giants,306,31,5.0,DST,54,1.0,0,Cardinals,360,0,4,2011,0
117,117,0,0,0,Bills,190,20,5.0,DST,83,1.0,0,Bengals,273,0,4,2011,0
118,118,0,0,2,Seahawks,319,28,4.0,DST,53,0.0,0,Falcons,372,0,4,2011,1
119,119,0,0,0,Chiefs,247,22,4.0,DST,103,3.0,0,Vikings,350,0,4,2011,1
120,120,0,0,0,Texans,138,17,4.0,DST,180,0.0,0,Steelers,318,0,4,2011,1
121,121,0,0,1,Bears,93,34,3.0,DST,224,1.0,0,Panthers,317,0,4,2011,1
122,122,0,0,0,Buccaneers,274,24,3.0,DST,192,2.0,0,Colts,466,0,4,2011,1
123,123,0,0,0,Chargers,295,26,3.0,DST,116,2.0,0,Dolphins,411,0,4,2011,1
124,124,0,0,1,Titans,220,31,2.0,DST,112,0.0,0,Browns,332,0,4,2011,0
125,125,0,0,1,Lions,240,34,2.0,DST,63,0.0,0,Cowboys,303,0,4,2011,0
126,126,0,0,0,Patriots,226,31,1.0,DST,183,1.0,0,Raiders,409,0,4,2011,0
127,127,0,0,0,Falcons,291,30,0.0,DST,121,0.0,0,Seahawks,412,0,4,2011,0
128,128,0,1,2,Buccaneers,186,3,25.0,DST,86,3.0,0,49ers,272,1,5,2011,0
129,129,0,2,3,Giants,395,25,22.0,DST,69,3.0,1,Seahawks,464,1,5,2011,1
130,130,0,1,3,Cardinals,214,10,19.0,DST,77,4.0,0,Vikings,291,0,5,2011,0
131,131,0,1,4,Eagles,315,24,17.0,DST,174,0.0,0,Bills,489,1,5,2011,0
132,132,0,2,0,Jaguars,200,20,17.0,DST,96,3.0,0,Bengals,296,1,5,2011,1
133,133,0,1,1,Chargers,212,29,15.0,DST,206,5.0,0,Broncos,418,1,5,2011,0
134,134,0,2,1,Seahawks,279,36,12.0,DST,145,6.0,0,Giants,424,0,5,2011,0
135,135,0,0,2,Texans,403,20,11.0,DST,70,3.0,0,Raiders,473,0,5,2011,1
136,136,0,0,0,Bears,237,13,10.0,DST,122,3.0,0,Lions,359,0,5,2011,0
137,137,0,0,2,Falcons,156,14,9.0,DST,95,1.0,0,Packers,251,0,5,2011,1
138,138,0,0,1,Titans,240,17,9.0,DST,66,3.0,0,Steelers,306,0,5,2011,0
139,139,0,1,0,Packers,369,25,7.0,DST,57,4.0,0,Falcons,426,0,5,2011,0
140,140,0,0,1,Raiders,184,25,6.0,DST,94,3.0,0,Texans,278,0,5,2011,0
141,141,1,0,1,Panthers,219,27,6.0,DST,162,1.0,0,Saints,381,0,5,2011,1
142,142,0,0,1,Patriots,294,30,6.0,DST,152,4.0,0,Jets,446,0,5,2011,1
143,143,1,0,1,Steelers,257,38,5.0,DST,174,1.0,0,Titans,431,0,5,2011,1
144,144,0,0,1,Saints,343,30,4.0,DST,101,2.0,0,Panthers,444,0,5,2011,0
145,145,0,0,1,Lions,214,24,4.0,DST,181,1.0,0,Bears,395,0,5,2011,1
146,146,0,0,1,Bengals,162,30,4.0,DST,77,2.0,0,Jaguars,239,0,5,2011,0
147,147,0,1,0,Min,160,34,3.0,DST,172,1.0,0,Cardinals,332,0,5,2011,1
148,148,0,0,0,Jets,158,21,3.0,DST,97,2.0,0,Patriots,255,0,5,2011,0
149,149,0,0,1,Bills,188,31,3.0,DST,143,1.0,0,Eagles,331,0,5,2011,1
150,150,0,0,1,Broncos,113,24,3.0,DST,162,0.0,0,Chargers,275,0,5,2011,1
151,151,0,0,0,Chiefs,242,28,2.0,DST,194,2.0,0,Colts,436,0,5,2011,0
152,152,0,1,0,49ers,205,48,2.0,DST,213,0.0,0,Buccaneers,418,0,5,2011,1
153,153,0,0,0,Colts,277,24,1.0,DST,78,0.0,0,Chiefs,355,0,5,2011,1
154,154,0,1,2,Dolphins,190,6,26.0,DST,118,4.0,0,Jets,308,1,6,2011,0
155,155,0,0,0,Min,233,10,20.0,DST,53,5.0,1,Bears,286,1,6,2011,0
156,156,1,2,1,Colts,179,17,19.0,DST,94,1.0,0,Bengals,273,1,6,2011,0
157,157,0,0,4,Redskins,245,13,17.0,DST,42,2.0,0,Eagles,287,0,6,2011,1
158,158,0,2,2,Patriots,270,20,15.0,DST,101,3.0,0,Cowboys,371,0,6,2011,1
159,159,0,0,1,Rams,306,3,15.0,DST,118,3.0,0,Packers,424,0,6,2011,0
160,160,0,1,0,Browns,203,17,14.0,DST,65,2.0,0,Raiders,268,1,6,2011,0
161,161,0,1,1,Ravens,289,29,12.0,DST,113,2.0,0,Texans,402,1,6,2011,1
162,162,0,0,0,Jaguars,76,13,12.0,DST,133,5.0,0,Steelers,209,0,6,2011,0
163,163,0,1,3,Saints,383,20,12.0,DST,70,0.0,0,Buccaneers,453,0,6,2011,0
164,164,0,0,3,Panthers,229,17,11.0,DST,139,1.0,0,Falcons,368,0,6,2011,0
165,165,0,0,0,Lions,244,19,11.0,DST,66,5.0,1,49ers,310,0,6,2011,1
166,166,0,1,1,Cowboys,300,16,10.0,DST,77,2.0,0,Patriots,377,0,6,2011,0
167,167,0,0,2,Eagles,230,20,10.0,DST,192,2.0,0,Redskins,422,0,6,2011,0
168,168,0,0,0,Texans,200,14,8.0,DST,93,4.0,0,Ravens,293,0,6,2011,0
169,169,0,0,2,Bills,219,24,8.0,DST,155,3.0,0,Giants,374,0,6,2011,0
170,170,0,1,1,49ers,111,25,7.0,DST,203,2.0,0,Lions,314,0,6,2011,0
171,171,0,0,0,Steelers,185,17,7.0,DST,185,3.0,0,Jaguars,370,0,6,2011,1
172,172,0,1,0,Raiders,178,24,5.0,DST,151,2.0,0,Browns,329,0,6,2011,1
173,173,0,1,0,Jets,192,24,5.0,DST,104,2.0,0,Dolphins,296,0,6,2011,1
174,174,0,0,1,Packers,309,24,4.0,DST,90,1.0,0,Rams,399,0,6,2011,1
175,175,1,0,0,Giants,292,27,3.0,DST,122,0.0,0,Bills,414,0,6,2011,1
176,176,0,1,0,Bears,258,39,3.0,DST,119,1.0,0,Vikings,377,0,6,2011,1
177,177,0,0,0,Falcons,159,31,1.0,DST,166,1.0,0,Panthers,325,0,6,2011,1
178,178,0,0,0,Bengals,264,27,1.0,DST,94,0.0,0,Colts,358,0,6,2011,1
179,179,0,0,0,Buccaneers,303,26,1.0,DST,117,0.0,0,Saints,420,0,6,2011,1
180,180,0,0,6,Raiders,167,0,35.0,DST,155,1.0,0,Chiefs,322,2,7,2011,1
181,181,0,2,1,Colts,97,7,20.0,DST,155,1.0,0,Saints,252,1,7,2011,0
182,182,2,0,1,Browns,159,6,20.0,DST,139,4.0,0,Seahawks,298,0,7,2011,1
183,183,0,0,2,Titans,95,7,19.0,DST,53,2.0,0,Texans,148,1,7,2011,1
184,184,0,1,1,Seahawks,69,3,18.0,DST,68,4.0,0,Browns,137,0,7,2011,0
185,185,0,1,1,Ravens,112,7,14.0,DST,34,3.0,0,Jaguars,146,0,7,2011,0
186,186,0,1,0,Jaguars,73,12,13.0,DST,132,4.0,0,Ravens,205,0,7,2011,1
187,187,0,2,1,Redskins,261,20,13.0,DST,92,3.0,0,Panthers,353,0,7,2011,0
188,188,0,0,4,Buccaneers,250,18,13.0,DST,30,1.0,0,Bears,280,0,7,2011,1
189,189,0,1,1,Jets,156,27,13.0,DST,162,2.0,0,Chargers,318,1,7,2011,1
190,190,0,1,1,Rams,195,7,12.0,DST,70,1.0,0,Cowboys,265,0,7,2011,0
191,191,0,1,0,Broncos,131,18,12.0,DST,177,6.0,0,Dolphins,308,0,7,2011,0
192,192,0,1,0,Dolphins,173,15,10.0,DST,94,4.0,0,Broncos,267,0,7,2011,1
193,193,0,0,1,Cardinals,257,20,10.0,DST,73,2.0,1,Steelers,330,0,7,2011,1
194,194,0,1,0,Lions,159,16,9.0,DST,104,3.0,0,Falcons,263,0,7,2011,1
195,195,0,0,2,Bears,218,24,9.0,DST,177,2.0,1,Buccaneers,395,0,7,2011,0
196,196,0,0,2,Falcons,199,23,8.0,DST,129,3.0,0,Lions,328,0,7,2011,0
197,197,0,0,2,Min,217,27,7.0,DST,218,2.0,0,Packers,435,0,7,2011,1
198,198,0,1,0,Packers,307,33,6.0,DST,114,4.0,0,Vikings,421,0,7,2011,0
199,199,0,0,2,Chargers,172,21,6.0,DST,96,1.0,0,Jets,268,0,7,2011,0
200,200,0,0,2,Chiefs,161,28,4.0,DST,139,0.0,0,Raiders,300,0,7,2011,0
201,201,0,1,0,Cowboys,151,34,4.0,DST,294,2.0,0,Rams,445,0,7,2011,1
202,202,0,0,0,Panthers,232,33,4.0,DST,175,4.0,0,Redskins,407,0,7,2011,1
203,203,0,0,0,Steelers,354,32,2.0,DST,91,2.0,0,Cardinals,445,0,7,2011,0
204,204,0,0,0,Saints,321,62,2.0,DST,236,2.0,0,Colts,557,0,7,2011,1
205,205,0,0,0,Texans,296,41,0.0,DST,222,0.0,0,Titans,518,0,7,2011,0
206,206,0,2,1,Broncos,117,10,32.0,DST,195,7.0,0,Lions,312,2,8,2011,1
207,207,0,1,1,Seahawks,350,12,27.0,DST,61,4.0,0,Bengals,411,2,8,2011,1
208,208,1,0,2,Redskins,152,0,26.0,DST,26,10.0,0,Bills,178,0,8,2011,0
209,209,1,0,2,Colts,241,10,21.0,DST,158,2.0,0,Titans,399,1,8,2011,0
210,210,1,0,2,Saints,227,21,19.0,DST,56,6.0,0,Rams,283,1,8,2011,0
211,211,0,2,2,Chargers,345,20,15.0,DST,102,3.0,0,Chiefs,447,0,8,2011,0
212,212,0,1,1,Browns,224,10,15.0,DST,66,4.0,0,49ers,290,0,8,2011,0
213,213,0,1,1,Ravens,298,30,13.0,DST,107,3.0,0,Cardinals,405,1,8,2011,1
214,214,0,0,1,Cowboys,182,7,13.0,DST,85,4.0,0,Eagles,267,0,8,2011,0
215,215,0,1,0,Rams,140,31,12.0,DST,183,4.0,0,Saints,323,1,8,2011,1
216,216,0,2,2,Chiefs,247,23,12.0,DST,94,3.0,0,Chargers,341,0,8,2011,1
217,217,0,0,1,Dolphins,101,17,11.0,DST,145,5.0,0,Giants,246,0,8,2011,0
218,218,0,0,1,Cardinals,98,27,9.0,DST,109,6.0,0,Ravens,207,0,8,2011,0
219,219,0,0,2,Jaguars,90,14,9.0,DST,84,1.0,0,Texans,174,0,8,2011,0
220,220,0,0,0,Patriots,170,17,9.0,DST,43,3.0,1,Steelers,213,0,8,2011,0
221,221,0,2,0,Panthers,265,21,8.0,DST,140,3.0,0,Vikings,405,0,8,2011,1
222,222,0,0,1,Steelers,329,25,8.0,DST,98,5.0,0,Patriots,427,0,8,2011,1
223,223,0,1,0,Min,229,24,7.0,DST,132,4.0,0,Panthers,361,0,8,2011,0
224,224,0,2,0,Texans,202,24,7.0,DST,156,2.0,0,Jaguars,358,0,8,2011,1
225,225,0,1,1,Bills,252,23,7.0,DST,138,2.0,0,Redskins,390,0,8,2011,1
226,226,0,0,0,49ers,174,20,5.0,DST,174,1.0,0,Browns,348,0,8,2011,1
227,227,0,0,0,Giants,344,20,5.0,DST,58,1.0,0,Dolphins,402,0,8,2011,1
228,228,0,0,2,Bengals,160,34,5.0,DST,92,1.0,0,Seahawks,252,0,8,2011,0
229,229,0,0,0,Eagles,256,34,4.0,DST,239,4.0,0,Cowboys,495,0,8,2011,1
230,230,0,0,0,Lions,263,45,2.0,DST,113,2.0,0,Broncos,376,0,8,2011,0
231,231,0,0,0,Titans,215,27,2.0,DST,96,1.0,0,Colts,311,0,8,2011,1
232,232,1,0,1,Rams,233,13,21.0,DST,150,4.0,0,Cardinals,383,1,9,2011,0
233,233,0,0,3,Chargers,375,38,20.0,DST,85,2.0,0,Packers,460,2,9,2011,1
234,234,1,0,3,Seahawks,219,13,16.0,DST,162,1.0,0,Cowboys,381,0,9,2011,0
235,235,0,0,3,Raiders,316,24,15.0,DST,100,2.0,0,Broncos,416,1,9,2011,1
236,236,0,1,1,Browns,128,12,15.0,DST,44,4.0,0,Texans,172,0,9,2011,0
237,237,0,0,0,Chiefs,227,3,15.0,DST,116,5.0,0,Dolphins,343,0,9,2011,1
238,238,0,2,1,Redskins,251,11,15.0,DST,52,2.0,0,49ers,303,0,9,2011,1
239,239,0,2,2,Patriots,332,20,14.0,DST,106,2.0,0,Giants,438,0,9,2011,1
240,240,0,1,1,Colts,103,7,13.0,DST,83,2.0,0,Falcons,186,0,9,2011,1
241,241,0,1,2,Bills,191,11,13.0,DST,96,0.0,0,Jets,287,0,9,2011,1
242,242,0,0,0,Cardinals,192,19,11.0,DST,70,3.0,2,Rams,262,0,9,2011,1
243,243,0,2,0,Bears,208,30,10.0,DST,164,0.0,0,Eagles,372,1,9,2011,0
244,244,0,1,1,Steelers,322,20,9.0,DST,70,1.0,0,Ravens,392,0,9,2011,1
245,245,0,0,1,Falcons,269,31,9.0,DST,163,1.0,0,Colts,432,1,9,2011,0
246,246,0,1,0,Titans,250,17,8.0,DST,78,2.0,0,Bengals,328,0,9,2011,1
247,247,0,1,0,49ers,188,19,8.0,DST,138,2.0,0,Redskins,326,0,9,2011,0
248,248,0,1,1,Jets,222,27,6.0,DST,126,1.0,0,Bills,348,0,9,2011,0
249,249,0,1,1,Eagles,211,24,6.0,DST,119,1.0,0,Bears,330,0,9,2011,1
250,250,0,1,0,Ravens,289,23,6.0,DST,67,3.0,0,Steelers,356,0,9,2011,0
251,251,0,1,1,Giants,250,24,5.0,DST,111,0.0,0,Patriots,361,0,9,2011,0
252,252,0,0,0,Buccaneers,281,16,5.0,DST,84,1.0,0,Saints,365,0,9,2011,0
253,253,0,0,0,Packers,232,45,4.0,DST,136,4.0,0,Chargers,368,0,9,2011,0
254,254,0,1,0,Cowboys,279,23,3.0,DST,163,0.0,0,Seahawks,442,0,9,2011,1
255,255,0,0,1,Saints,258,27,3.0,DST,195,0.0,0,Buccaneers,453,0,9,2011,1
256,256,0,0,1,Texans,119,30,2.0,DST,261,0.0,0,Browns,380,0,9,2011,1
257,257,0,0,0,Bengals,210,24,2.0,DST,109,1.0,0,Titans,319,0,9,2011,0
258,258,0,0,0,Broncos,113,38,1.0,DST,299,1.0,0,Raiders,412,0,9,2011,0
259,259,0,0,0,Dolphins,244,31,0.0,DST,107,0.0,0,Chiefs,351,0,9,2011,0
260,260,0,2,4,Lions,313,13,39.0,DST,80,2.0,0,Bears,393,3,10,2011,0
261,261,0,1,1,Panthers,166,3,25.0,DST,113,5.0,0,Titans,279,1,10,2011,1
262,262,0,1,3,Bills,136,7,22.0,DST,135,1.0,0,Cowboys,271,1,10,2011,0
263,263,0,1,2,Colts,128,3,21.0,DST,84,5.0,0,Jaguars,212,0,10,2011,1
264,264,0,1,2,Jets,268,16,21.0,DST,110,5.0,0,Patriots,378,1,10,2011,1
265,265,0,1,3,Buccaneers,141,9,19.0,DST,90,4.0,0,Texans,231,0,10,2011,1
266,266,0,0,1,Min,162,7,18.0,DST,104,3.0,0,Packers,266,1,10,2011,0
267,267,0,0,2,Cardinals,282,21,15.0,DST,88,4.0,0,Eagles,370,1,10,2011,0
268,268,0,0,2,Redskins,185,9,14.0,DST,61,3.0,0,Dolphins,246,0,10,2011,0
269,269,0,1,1,Chargers,239,17,14.0,DST,75,6.0,0,Raiders,314,0,10,2011,1
270,270,0,1,1,Rams,148,13,12.0,DST,133,1.0,0,Browns,281,0,10,2011,0
271,271,0,0,0,Chiefs,124,10,11.0,DST,134,4.0,0,Broncos,258,0,10,2011,1
272,272,0,2,1,Ravens,248,17,11.0,DST,75,1.0,0,Seahawks,323,0,10,2011,0
273,273,0,1,0,Browns,209,12,11.0,DST,126,2.0,0,Rams,335,0,10,2011,1
274,274,0,0,2,Eagles,123,17,10.0,DST,166,2.0,0,Cardinals,289,0,10,2011,1
275,275,0,1,1,Dolphins,200,20,10.0,DST,103,2.0,0,Redskins,303,0,10,2011,1
276,276,0,0,2,Giants,302,20,9.0,DST,93,1.0,0,49ers,395,0,10,2011,0
277,277,0,0,1,Steelers,223,24,8.0,DST,105,5.0,0,Bengals,328,0,10,2011,0
