,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
81,0,2,2,Josh Scobee,@Stl,6.00,K,3,0,0,2015
82,0,1,1,Cody Parkey,@NYJ,6.00,K,3,3,3,2015
83,0,1,1,Brandon McManus,@Det,6.00,K,3,3,3,2015
84,0,0,0,Adam Vinatieri,@Ten,5.00,K,3,5,5,2015
85,0,1,1,Jason Myers,@NE,5.00,K,3,2,2,2015
86,1,4,1,Kyle Brindza,@Hou,5.00,K,3,1,0,2015
87,0,0,0,Mike Nugent,@Bal,4.00,K,3,4,4,2015
88,0,1,1,Zach Hocker,@Car,4.00,K,3,1,1,2015
89,0,0,0,Dan Bailey,Atl,4.00,K,3,4,4,2015
90,0,0,0,Cairo Santos,@GB,2.00,K,3,2,2,2015
91,0,0,0,Josh Lambo,@Min,2.00,K,3,2,2,2015
92,0,0,0,Pat McAfee,@Ten,1.00,K,3,0,0,2015
93,0,0,0,Phil Dawson,@Ari,1.00,K,3,1,1,2015
94,0,0,0,Matt Prater,Den,0.00,K,3,1,0,2015
95,0,0,0,Johnny Hekker,Pit,0.00,K,3,0,0,2015
96,0,0,0,Andrew Franks,Buf,0.00,K,3,1,0,2015
97,2,7,7,Cairo Santos,@Cin,25.00,K,4,0,0,2015
98,0,5,5,Chandler Catanzaro,Stl,16.00,K,4,1,1,2015
99,1,3,3,Justin Tucker,@Pit,13.00,K,4,2,2,2015
100,0,3,3,Graham Gano,@TB,13.00,K,4,4,4,2015
101,0,4,4,Travis Coons,@SD,13.00,K,4,1,1,2015
102,1,3,3,Adam Vinatieri,Jax,12.00,K,4,1,1,2015
103,0,3,3,Josh Lambo,Cle,12.00,K,4,3,3,2015
104,1,3,3,Robbie Gould,Oak,12.00,K,4,2,1,2015
105,0,3,3,Brandon McManus,Min,11.00,K,4,2,2,2015
106,0,3,3,Dustin Hopkins,Phi,11.00,K,4,2,2,2015
107,2,2,2,Stephen Hauschka,Det,11.00,K,4,1,1,2015
108,1,3,2,Zach Hocker,Dal,10.00,K,4,2,2,2015
109,0,3,2,Nick Folk,@Mia,9.00,K,4,3,3,2015
110,0,3,2,Blair Walsh,@Den,8.00,K,4,2,2,2015
111,0,4,2,Josh Scobee,Bal,8.00,K,4,2,2,2015
112,0,2,2,Sebastian Janikowski,@Chi,8.00,K,4,2,2,2015
113,0,2,2,Dan Bailey,@NO,8.00,K,4,2,2,2015
114,0,4,2,Jason Myers,@Ind,7.00,K,4,1,1,2015
115,0,1,1,Greg Zuerlein,@Ari,6.00,K,4,3,3,2015
116,1,2,1,Dan Carpenter,NYG,6.00,K,4,1,1,2015
117,0,0,0,Matt Bryant,Hou,6.00,K,4,6,6,2015
118,0,2,1,Mason Crosby,@SF,5.00,K,4,2,2,2015
119,0,3,1,Kyle Brindza,Car,5.00,K,4,3,2,2015
120,0,1,1,Matt Prater,@Sea,4.00,K,4,1,1,2015
121,0,1,0,Mike Nugent,KC,4.00,K,4,4,4,2015
122,0,1,1,Josh Brown,@Buf,4.00,K,4,2,1,2015
123,0,1,0,Nick Novak,@Atl,3.00,K,4,3,3,2015
124,0,1,1,Phil Dawson,GB,3.00,K,4,0,0,2015
125,0,1,0,Caleb Sturgis,@Was,2.00,K,4,3,2,2015
126,0,0,0,Andrew Franks,NYJ,2.00,K,4,2,2,2015
127,0,0,0,Sam Koch,@Pit,0.00,K,4,0,0,2015
128,0,4,4,Caleb Sturgis,NO,15.00,K,5,4,3,2015
129,1,3,3,Stephen Gostkowski,@Dal,14.00,K,5,3,3,2015
130,0,4,4,Travis Coons,@Bal,13.00,K,5,1,1,2015
131,1,3,3,Brandon McManus,@Oak,12.00,K,5,1,1,2015
132,0,3,3,Josh Brown,SF,12.00,K,5,3,3,2015
133,0,3,3,Connor Barth,Jax,12.00,K,5,3,3,2015
134,1,3,2,Josh Lambo,Pit,10.00,K,5,2,2,2015
135,0,2,2,Adam Vinatieri,@Hou,9.00,K,5,3,3,2015
136,0,2,2,Mike Nugent,Sea,9.00,K,5,3,3,2015
137,1,3,2,Dustin Hopkins,@Atl,9.00,K,5,1,1,2015
138,0,2,2,Phil Dawson,@NYG,9.00,K,5,3,3,2015
139,0,2,2,Nick Novak,Ind,8.00,K,5,2,2,2015
140,1,2,2,Dan Bailey,NE,8.00,K,5,0,0,2015
141,0,2,2,Ryan Succop,Buf,7.00,K,5,1,1,2015
142,0,1,1,Jason Myers,@TB,7.00,K,5,4,4,2015
143,0,4,2,Matt Bryant,Was,7.00,K,5,1,1,2015
144,0,2,1,Justin Tucker,Cle,6.00,K,5,3,3,2015
145,1,3,1,Sebastian Janikowski,Den,6.00,K,5,1,1,2015
146,0,1,1,Stephen Hauschka,@Cin,6.00,K,5,3,3,2015
147,0,2,2,Robbie Gould,@KC,6.00,K,5,0,0,2015
148,0,1,1,Mason Crosby,Stl,6.00,K,5,3,3,2015
149,0,0,0,Chandler Catanzaro,@Det,6.00,K,5,6,6,2015
150,0,1,1,Chris Boswell,@SD,6.00,K,5,3,3,2015
151,0,3,1,Cairo Santos,Chi,5.00,K,5,2,2,2015
152,0,1,1,Matt Prater,Ari,5.00,K,5,2,2,2015
153,0,1,1,Zach Hocker,@Phi,5.00,K,5,2,2,2015
154,0,4,1,Greg Zuerlein,@GB,4.00,K,5,1,1,2015
155,0,0,0,Dan Carpenter,@Ten,2.00,K,5,2,2,2015
156,0,0,0,Johnny Hekker,@GB,0.00,K,5,0,0,2015
157,1,4,4,Phil Dawson,Bal,15.00,K,6,1,1,2015
158,1,4,4,Chris Boswell,Ari,15.00,K,6,1,1,2015
159,0,5,4,Brandon McManus,@Cle,14.00,K,6,2,2,2015
160,0,4,4,Robbie Gould,@Det,14.00,K,6,2,2,2015
161,0,3,3,Matt Prater,Chi,13.00,K,6,4,4,2015
162,1,3,3,Stephen Hauschka,Car,13.00,K,6,2,2,2015
163,0,3,3,Blair Walsh,KC,10.00,K,6,1,1,2015
164,0,2,2,Mike Nugent,@Buf,10.00,K,6,4,4,2015
165,1,2,2,Dustin Hopkins,@NYJ,10.00,K,6,2,2,2015
166,0,2,2,Stephen Gostkowski,@Ind,10.00,K,6,4,4,2015
167,0,3,2,Nick Folk,Was,10.00,K,6,4,4,2015
168,0,2,2,Caleb Sturgis,NYG,9.00,K,6,3,3,2015
169,0,2,2,Mason Crosby,SD,9.00,K,6,3,3,2015
170,0,3,2,Justin Tucker,@SF,8.00,K,6,2,2,2015
171,0,2,2,Josh Lambo,@GB,8.00,K,6,2,2,2015
172,0,1,1,Andrew Franks,@Ten,8.00,K,6,5,5,2015
173,0,1,1,Nick Novak,@Jax,7.00,K,6,4,4,2015
174,0,3,1,Zach Hocker,Atl,7.00,K,6,4,4,2015
175,0,3,2,Chandler Catanzaro,@Pit,7.00,K,6,1,1,2015
176,0,1,1,Travis Coons,Den,5.00,K,6,2,2,2015
177,0,1,1,Ryan Succop,Mia,4.00,K,6,1,1,2015
178,0,1,1,Cairo Santos,@Min,4.00,K,6,1,1,2015
179,0,0,0,Adam Vinatieri,NE,3.00,K,6,4,3,2015
180,0,0,0,Graham Gano,@Sea,3.00,K,6,4,3,2015
181,0,0,0,Dan Carpenter,Cin,3.00,K,6,3,3,2015
182,0,0,0,Matt Bryant,@NO,3.00,K,6,3,3,2015
183,0,0,0,Jason Myers,Hou,2.00,K,6,3,2,2015
184,0,0,0,Josh Brown,@Phi,1.00,K,6,1,1,2015
185,2,5,5,Blair Walsh,@Det,20.00,K,7,2,1,2015
186,0,3,3,Sebastian Janikowski,@SD,13.00,K,7,4,4,2015
187,1,3,3,Nick Folk,@NE,13.00,K,7,2,2,2015
188,1,4,3,Caleb Sturgis,@Car,12.00,K,7,1,1,2015
189,0,3,3,Stephen Gostkowski,NYJ,12.00,K,7,3,3,2015
190,0,3,3,Connor Barth,@Was,12.00,K,7,3,3,2015
191,0,4,3,Cairo Santos,Pit,11.00,K,7,2,2,2015
192,0,3,3,Dan Carpenter,@Jax,11.00,K,7,2,2,2015
193,1,1,1,Andrew Franks,Hou,10.00,K,7,6,5,2015
194,0,2,2,Graham Gano,Phi,9.00,K,7,3,3,2015
195,0,2,2,Josh Brown,Dal,9.00,K,7,3,3,2015
196,0,2,2,Stephen Hauschka,@SF,8.00,K,7,2,2,2015
197,0,3,2,Chandler Catanzaro,Bal,8.00,K,7,3,2,2015
198,0,2,2,Dan Bailey,@NYG,8.00,K,7,2,2,2015
199,1,1,1,Matt Prater,Min,7.00,K,7,2,2,2015
200,0,2,2,Josh Lambo,Oak,7.00,K,7,1,1,2015
201,0,1,1,Dustin Hopkins,TB,7.00,K,7,4,4,2015
202,0,2,2,Chris Boswell,@KC,7.00,K,7,1,1,2015
203,0,3,1,Greg Zuerlein,Cle,6.00,K,7,3,3,2015
204,0,2,2,Travis Coons,@Stl,6.00,K,7,0,0,2015
205,0,1,1,Justin Tucker,@Ari,4.00,K,7,1,1,2015
206,0,0,0,Jason Myers,Buf,4.00,K,7,5,4,2015
207,0,2,1,Matt Bryant,@Ten,4.00,K,7,1,1,2015
208,0,0,0,Adam Vinatieri,NO,3.00,K,7,3,3,2015
209,0,0,0,Kai Forbath,@Ind,3.00,K,7,4,3,2015
210,0,1,1,Phil Dawson,Sea,3.00,K,7,0,0,2015
211,0,0,0,Nick Novak,@Mia,2.00,K,7,3,2,2015
212,0,0,0,Ryan Succop,Atl,1.00,K,7,1,1,2015
213,0,0,0,Jeff Locke,@Det,0.00,K,7,0,0,2015
214,0,5,5,Justin Tucker,SD,17.00,K,8,2,2,2015
215,1,4,4,Adam Vinatieri,@Car,16.00,K,8,2,2,2015
216,1,4,4,Dan Bailey,Sea,14.00,K,8,0,0,2015
217,1,3,3,Graham Gano,Ind,13.00,K,8,3,2,2015
218,1,3,2,Sebastian Janikowski,NYJ,12.00,K,8,4,4,2015
219,1,2,2,Stephen Gostkowski,Mia,12.00,K,8,4,4,2015
220,1,1,1,Kai Forbath,NYG,12.00,K,8,7,7,2015
221,0,3,3,Blair Walsh,@Chi,11.00,K,8,2,2,2015
222,1,2,2,Brandon McManus,GB,11.00,K,8,3,3,2015
223,0,3,3,Connor Barth,@Atl,11.00,K,8,2,2,2015
224,0,4,3,Mike Nugent,@Pit,10.00,K,8,1,1,2015
225,1,3,2,Robbie Gould,Min,10.00,K,8,2,2,2015
226,0,2,2,Chandler Catanzaro,@Cle,10.00,K,8,4,4,2015
227,0,1,1,Cairo Santos,Det,9.00,K,8,6,6,2015
228,0,2,2,Nick Novak,Ten,8.00,K,8,2,2,2015
229,0,2,2,Josh Lambo,@Bal,8.00,K,8,3,2,2015
230,0,2,2,Nick Folk,@Oak,8.00,K,8,2,2,2015
231,1,2,2,Phil Dawson,@Stl,8.00,K,8,0,0,2015
232,0,2,2,Matt Bryant,TB,8.00,K,8,2,2,2015
233,0,3,2,Stephen Hauschka,@Dal,7.00,K,8,1,1,2015
234,0,0,0,Josh Brown,@NO,7.00,K,8,7,7,2015
235,0,2,2,Ryan Succop,@Hou,6.00,K,8,0,0,2015
236,1,1,1,Mason Crosby,@Den,6.00,K,8,1,1,2015
237,0,2,1,Greg Zuerlein,SF,5.00,K,8,2,2,2015
238,0,1,1,Matt Prater,@KC,4.00,K,8,1,1,2015
239,0,1,1,Chris Boswell,Cin,4.00,K,8,1,1,2015
240,0,0,0,Travis Coons,Ari,2.00,K,8,3,2,2015
241,0,1,0,Andrew Franks,@NE,1.00,K,8,1,1,2015
242,2,5,4,Greg Zuerlein,@Min,16.00,K,9,0,0,2015
243,1,4,4,Josh Brown,@TB,16.00,K,9,2,2,2015
244,1,5,4,Connor Barth,NYG,14.00,K,9,0,0,2015
245,0,4,3,Graham Gano,GB,13.00,K,9,4,4,2015
246,0,4,3,Chris Boswell,Oak,12.00,K,9,3,3,2015
247,1,2,2,Adam Vinatieri,Den,11.00,K,9,3,3,2015
248,1,2,2,Caleb Sturgis,@Dal,11.00,K,9,3,3,2015
249,0,3,3,Jason Myers,@NYJ,11.00,K,9,2,2,2015
250,1,3,2,Ryan Succop,@NO,10.00,K,9,2,2,2015
251,0,3,3,Matt Bryant,@SF,10.00,K,9,1,1,2015
252,0,2,2,Stephen Gostkowski,Was,9.00,K,9,3,3,2015
253,0,2,2,Dan Bailey,Phi,9.00,K,9,3,3,2015
254,0,2,2,Blair Walsh,Stl,7.00,K,9,1,1,2015
255,0,1,1,Mike Nugent,Cle,7.00,K,9,4,4,2015
256,0,2,2,Josh Lambo,Chi,7.00,K,9,2,1,2015
257,0,1,1,Dan Carpenter,Mia,7.00,K,9,4,4,2015
258,0,1,1,Brandon McManus,@Ind,6.00,K,9,3,3,2015
259,0,0,0,Sebastian Janikowski,@Pit,5.00,K,9,5,5,2015
260,0,1,1,Andrew Franks,@Buf,5.00,K,9,2,2,2015
261,0,1,1,Phil Dawson,Atl,5.00,K,9,2,2,2015
262,0,0,0,Ryan Quigley,Jax,4.00,K,9,4,4,2015
263,0,1,1,Dustin Hopkins,@NE,4.00,K,9,1,1,2015
264,0,1,0,Kai Forbath,Ten,4.00,K,9,4,4,2015
265,0,1,1,Travis Coons,@Cin,4.00,K,9,1,1,2015
266,0,0,0,Mason Crosby,@Car,3.00,K,9,3,3,2015
267,0,2,0,Robbie Gould,@SD,2.00,K,9,2,2,2015
268,1,6,5,Cairo Santos,@Den,19.00,K,10,2,2,2015
269,0,4,4,Dustin Hopkins,NO,17.00,K,10,5,5,2015
270,1,4,4,Josh Brown,NE,16.00,K,10,2,2,2015
271,0,3,3,Robbie Gould,@Stl,13.00,K,10,4,4,2015
272,0,3,3,Chandler Catanzaro,@Sea,13.00,K,10,4,4,2015
273,0,5,3,Blair Walsh,@Oak,12.00,K,10,3,3,2015
274,1,4,3,Jason Myers,@Bal,12.00,K,10,1,1,2015
275,1,2,2,Stephen Gostkowski,@NYG,11.00,K,10,3,3,2015
276,0,3,3,Dan Carpenter,@NYJ,10.00,K,10,2,1,2015
277,0,3,3,Chris Boswell,Cle,10.00,K,10,2,1,2015
278,0,2,2,Graham Gano,@Ten,9.00,K,10,3,3,2015
279,1,2,2,Matt Prater,@GB,8.00,K,10,2,0,2015
280,0,2,2,Stephen Hauschka,Ari,8.00,K,10,2,2,2015
281,0,2,2,Andrew Franks,@Phi,8.00,K,10,2,2,2015
282,1,3,2,Dan Bailey,@TB,8.00,K,10,0,0,2015
283,0,2,2,Greg Zuerlein,Chi,7.00,K,10,1,1,2015
284,0,2,2,Mike Nugent,Hou,6.00,K,10,0,0,2015
285,1,2,1,Connor Barth,Dal,6.00,K,10,1,1,2015
286,0,2,1,Caleb Sturgis,Mia,5.00,K,10,2,2,2015
287,0,1,1,Randy Bullock,Buf,5.00,K,10,2,2,2015
288,0,1,1,Ryan Succop,Car,4.00,K,10,1,1,2015
289,0,1,1,Nick Novak,@Cin,4.00,K,10,1,1,2015
290,0,2,1,Mason Crosby,Det,4.00,K,10,1,1,2015
291,0,1,1,Travis Coons,@Pit,3.00,K,10,1,0,2015
292,0,1,0,Justin Tucker,Jax,2.00,K,10,2,2,2015
293,0,0,0,Sebastian Janikowski,Min,2.00,K,10,2,2,2015
294,0,0,0,Kai Forbath,@Was,2.00,K,10,2,2,2015
295,0,0,0,Brandon McManus,KC,1.00,K,10,1,1,2015
296,0,0,0,Colton Schmidt,@NYJ,0.00,K,10,0,0,2015
297,0,0,0,Johnny Hekker,Chi,0.00,K,10,0,0,2015
298,1,5,5,Mason Crosby,@Min,18.00,K,11,1,1,2015
299,0,3,3,Graham Gano,Was,14.00,K,11,5,5,2015
300,0,4,4,Jason Myers,Ten,13.00,K,11,1,1,2015
301,1,3,3,Matt Prater,Oak,12.00,K,11,1,1,2015
302,0,5,3,Justin Tucker,Stl,10.00,K,11,1,1,2015
303,0,2,2,Chandler Catanzaro,Cin,10.00,K,11,4,4,2015
304,0,2,2,Cairo Santos,@SD,9.00,K,11,4,3,2015
305,1,2,2,Sebastian Janikowski,@Det,9.00,K,11,1,1,2015
306,0,3,3,Robbie Gould,Den,9.00,K,11,0,0,2015
307,1,3,2,Dan Carpenter,@NE,9.00,K,11,1,1,2015
308,0,1,1,Connor Barth,@Phi,9.00,K,11,6,6,2015
309,0,3,2,Stephen Gostkowski,Buf,8.00,K,11,2,2,2015
310,0,3,2,Ryan Succop,@Jax,7.00,K,11,1,1,2015
311,0,1,1,Mike Nugent,@Ari,7.00,K,11,4,4,2015
312,0,2,2,Phil Dawson,@Sea,7.00,K,11,1,1,2015
313,0,1,1,Adam Vinatieri,@Atl,6.00,K,11,3,3,2015
314,0,1,1,Nick Novak,NYJ,6.00,K,11,3,3,2015
315,0,1,1,Dan Bailey,@Mia,6.00,K,11,3,3,2015
316,0,1,1,Caleb Sturgis,TB,5.00,K,11,2,2,2015
317,0,1,1,Brandon McManus,@Chi,5.00,K,11,2,2,2015
318,1,1,1,Josh Lambo,KC,5.00,K,11,0,0,2015
319,0,1,1,Stephen Hauschka,SF,5.00,K,11,4,2,2015
320,0,1,1,Randy Bullock,@Hou,5.00,K,11,2,2,2015
321,0,1,0,Matt Bryant,Ind,3.00,K,11,3,3,2015
322,0,0,0,Dustin Hopkins,@Car,2.00,K,11,2,2,2015
323,0,0,0,Andrew Franks,Dal,2.00,K,11,2,2,2015
324,0,1,0,Greg Zuerlein,@Bal,1.00,K,11,2,1,2015
325,0,0,0,Blair Walsh,GB,1.00,K,11,2,1,2015
326,0,0,0,Brad Nortman,Was,0.00,K,11,0,0,2015
327,1,5,4,Graham Gano,@Dal,17.00,K,12,3,3,2015
328,1,4,4,Jason Myers,SD,15.00,K,12,2,1,2015
329,0,4,4,Adam Vinatieri,TB,13.00,K,12,2,1,2015
330,0,4,3,Cairo Santos,Buf,12.00,K,12,3,3,2015
331,0,3,3,Chris Boswell,@Sea,10.00,K,12,1,1,2015
332,0,2,2,Justin Tucker,@Cle,9.00,K,12,3,3,2015
333,0,1,1,Matt Prater,Phi,9.00,K,12,6,6,2015
334,1,2,2,Phil Dawson,Ari,9.00,K,12,1,1,2015
335,1,2,2,Mason Crosby,Chi,9.00,K,12,1,1,2015
336,0,3,2,Travis Coons,Bal,9.00,K,12,3,3,2015
337,0,3,2,Blair Walsh,@Atl,8.00,K,12,2,2,2015
338,0,3,2,Dustin Hopkins,NYG,8.00,K,12,2,2,2015
339,1,2,2,Kai Forbath,@Hou,8.00,K,12,0,0,2015
340,0,1,1,Randy Bullock,Mia,8.00,K,12,5,5,2015
341,0,1,1,Mike Nugent,Stl,7.00,K,12,4,4,2015
342,0,1,1,Josh Lambo,@Jax,7.00,K,12,4,4,2015
343,0,2,2,Chandler Catanzaro,@SF,7.00,K,12,2,1,2015
344,0,1,1,Nick Novak,NO,6.00,K,12,3,3,2015
345,0,2,1,Brandon McManus,NE,6.00,K,12,3,3,2015
346,0,1,1,Sebastian Janikowski,@Ten,6.00,K,12,3,3,2015
347,0,1,1,Stephen Gostkowski,@Den,6.00,K,12,3,3,2015
348,0,3,2,Connor Barth,@Ind,6.00,K,12,1,0,2015
349,0,2,2,Dan Bailey,Car,6.00,K,12,0,0,2015
350,0,1,1,Robbie Gould,@GB,5.00,K,12,2,2,2015
351,0,1,1,Shayne Graham,Min,4.00,K,12,1,1,2015
352,0,1,1,Dan Carpenter,@KC,4.00,K,12,2,1,2015
353,0,0,0,Stephen Hauschka,Pit,3.00,K,12,4,3,2015
354,0,1,0,Caleb Sturgis,@Det,2.00,K,12,2,2,2015
355,0,0,0,Andrew Franks,@NYJ,2.00,K,12,3,2,2015
356,0,0,0,Josh Brown,@Was,2.00,K,12,2,2,2015
357,0,0,0,Ryan Succop,Oak,1.00,K,12,2,1,2015
358,0,0,0,Zach Hocker,@Cin,1.00,K,12,1,1,2015
359,1,4,4,Shayne Graham,@TB,15.00,K,13,1,1,2015
360,1,4,3,Chris Boswell,Ind,15.00,K,13,4,4,2015
361,1,4,4,Dan Bailey,@Was,15.00,K,13,1,1,2015
362,1,3,3,Matt Prater,GB,13.00,K,13,2,2,2015
363,0,3,3,Mike Nugent,@Cle,13.00,K,13,4,4,2015
364,0,3,3,Randy Bullock,@NYG,11.00,K,13,2,2,2015
365,0,4,3,Dustin Hopkins,Dal,10.00,K,13,1,1,2015
366,1,4,2,Robbie Gould,SF,10.00,K,13,2,2,2015
367,0,2,2,Chandler Catanzaro,@Stl,9.00,K,13,3,3,2015
368,0,1,1,Stephen Hauschka,@Min,8.00,K,13,5,5,2015
369,0,3,2,Josh Brown,NYJ,8.00,K,13,2,2,2015
370,0,3,2,Justin Tucker,@Mia,7.00,K,13,1,1,2015
371,0,0,0,Ryan Succop,Jax,6.00,K,13,6,6,2015
372,0,2,1,Dan Carpenter,Hou,6.00,K,13,4,3,2015
373,0,0,0,Caleb Sturgis,@NE,5.00,K,13,5,5,2015
374,0,2,1,Brandon McManus,@SD,5.00,K,13,2,2,2015
375,1,2,1,Josh Lambo,Den,5.00,K,13,0,0,2015
376,0,0,0,Graham Gano,@NO,5.00,K,13,6,5,2015
377,0,1,1,Connor Barth,Atl,5.00,K,13,2,2,2015
378,0,1,1,Adam Vinatieri,@Pit,4.00,K,13,1,1,2015
379,0,0,0,Stephen Gostkowski,Phi,4.00,K,13,4,4,2015
380,0,1,0,Kai Forbath,Car,4.00,K,13,4,4,2015
381,0,0,0,Jason Myers,@Ten,3.00,K,13,5,3,2015
382,0,1,1,Zach Hocker,Ari,3.00,K,13,0,0,2015
383,0,1,0,Mason Crosby,@Det,3.00,K,13,3,3,2015
384,0,2,1,Travis Coons,Cin,3.00,K,13,0,0,2015
385,0,0,0,Cairo Santos,@Oak,2.00,K,13,3,2,2015
386,0,1,0,Sebastian Janikowski,KC,2.00,K,13,3,2,2015
387,0,0,0,Phil Dawson,@Chi,2.00,K,13,3,2,2015
388,0,0,0,Blair Walsh,Sea,1.00,K,13,1,1,2015
389,0,0,0,Nick Novak,@Buf,1.00,K,13,2,1,2015
390,0,0,0,Andrew Franks,Bal,1.00,K,13,1,1,2015
