Fumble TD,Fumbles Lost,Name,Opponent,Pass 2PT,Pass Attempts,Pass Completions,Pass Interceptions,Pass TD,Pass Yards,Points,Position,Receiving 2PT,Receiving TD,Receiving Yards,Receptions,Rush 2PT,Rush Attempts,Rush TD,Rush Yards,Week,Year
0,0,Mychal Rivera,Cin,0,0,0,0,0,0,0.0,TE,0,0,4,1,0,0,0,0,1,2015
0,0,Vance McDonald,Min,0,0,0,0,0,0,0.0,TE,0,0,5,1,0,0,0,0,1,2015
0,0,Jermaine Gresham,NO,0,0,0,0,0,0,0.0,TE,0,0,4,1,0,0,0,0,1,2015
0,0,Rhett Ellison,@SF,0,0,0,0,0,0,0.0,TE,0,0,3,1,0,0,0,0,1,2015
0,0,Ed Dickson,@Jax,0,0,0,0,0,0,0.0,TE,0,0,9,1,0,0,0,0,1,2015
0,0,Owen Daniels,Bal,0,0,0,0,0,0,0.0,TE,0,0,5,2,0,0,0,0,1,2015
0,0,Brent Celek,@Atl,0,0,0,0,0,0,0.0,TE,0,0,6,1,0,0,0,0,1,2015
0,0,Crockett Gillmore,@Oak,0,0,0,0,0,0,20.0,TE,0,2,88,5,0,0,0,0,2,2015
0,0,Rob Gronkowski,@Buf,0,0,0,0,0,0,17.0,TE,0,1,113,7,0,0,0,0,2,2015
0,0,Anthony Fasano,@Cle,0,0,0,0,0,0,14.0,TE,0,1,84,5,0,0,0,0,2,2015
0,0,Richard Rodgers,Sea,0,0,0,0,0,0,10.0,TE,1,1,23,3,0,0,0,0,2,2015
0,0,Tyler Eifert,SD,0,0,0,0,0,0,10.0,TE,0,1,49,4,0,0,0,0,2,2015
0,0,Eric Ebron,@Min,0,0,0,0,0,0,10.0,TE,0,1,43,5,0,0,0,0,2,2015
0,0,Kyle Rudolph,Det,0,0,0,0,0,0,9.0,TE,0,1,30,5,0,0,0,0,2,2015
0,0,Heath Miller,SF,0,0,0,0,0,0,9.0,TE,1,1,15,2,0,0,0,0,2,2015
0,0,Jordan Reed,Stl,0,0,0,0,0,0,8.0,TE,0,0,82,6,0,0,0,0,2,2015
0,0,Larry Donnell,Atl,0,0,0,0,0,0,8.0,TE,0,1,28,4,0,0,0,0,2,2015
0,0,Jacob Tamme,@NYG,0,0,0,0,0,0,7.0,TE,0,0,77,4,0,0,0,0,2,2015
0,0,Jake Stoneburner,@Jax,0,0,0,0,0,0,7.0,TE,0,1,18,2,0,0,0,0,2,2015
0,0,Greg Olsen,Hou,0,0,0,0,0,0,7.0,TE,0,0,70,6,0,0,0,0,2,2015
0,0,Virgil Green,@KC,0,0,0,0,0,0,7.0,TE,0,1,12,2,0,0,0,0,2,2015
0,0,Charles Clay,NE,0,0,0,0,0,0,7.0,TE,0,1,19,3,0,0,0,0,2,2015
0,0,Garrett Graham,@Car,0,0,0,0,0,0,6.0,TE,0,1,7,1,0,0,0,0,2,2015
0,0,Vernon Davis,@Pit,0,0,0,0,0,0,6.0,TE,0,0,62,5,0,0,0,0,2,2015
0,0,Jordan Cameron,@Jax,0,0,0,0,0,0,6.0,TE,0,0,62,3,0,0,0,0,2,2015
0,0,Jason Witten,@Phi,0,0,0,0,0,0,5.0,TE,0,0,56,7,0,0,0,0,2,2015
0,0,James O'Shaughnessy,Den,0,0,0,0,0,0,5.0,TE,0,0,54,2,0,0,0,0,2,2015
0,0,Travis Kelce,Den,0,0,0,0,0,0,5.0,TE,0,0,58,4,0,0,0,0,2,2015
0,0,Ladarius Green,@Cin,0,0,0,0,0,0,4.0,TE,0,0,47,5,0,0,0,0,2,2015
0,0,Jared Cook,@Was,0,0,0,0,0,0,4.0,TE,0,0,47,5,0,0,0,0,2,2015
0,0,Chase Coffman,@Cle,0,0,0,0,0,0,4.0,TE,0,0,42,4,0,0,0,0,2,2015
0,0,Martellus Bennett,Ari,0,0,0,0,0,0,4.0,TE,0,0,48,4,0,0,0,0,2,2015
0,0,Luke Willson,@GB,0,0,0,0,0,0,3.0,TE,0,0,36,2,0,0,0,0,2,2015
0,0,Austin Seferian-Jenkins,@NO,0,0,0,0,0,0,2.0,TE,0,0,29,2,0,0,0,0,2,2015
0,0,Scott Chandler,@Buf,0,0,0,0,0,0,2.0,TE,0,0,23,3,0,0,0,0,2,2015
0,0,Michael Williams,@Buf,0,0,0,0,0,0,1.0,TE,0,0,15,1,0,0,0,0,2,2015
0,0,Benjamin Watson,TB,0,0,0,0,0,0,1.0,TE,0,0,12,2,0,0,0,0,2,2015
0,0,Craig Stevens,@Cle,0,0,0,0,0,0,1.0,TE,0,0,13,1,0,0,0,0,2,2015
0,0,Mychal Rivera,Bal,0,0,0,0,0,0,1.0,TE,0,0,15,3,0,0,0,0,2,2015
0,0,Zach Miller,Ari,0,0,0,0,0,0,1.0,TE,0,0,14,2,0,0,0,0,2,2015
0,0,Lance Kendricks,@Was,0,0,0,0,0,0,1.0,TE,0,0,15,1,0,0,0,0,2,2015
0,0,Jimmy Graham,@GB,0,0,0,0,0,0,1.0,TE,0,0,11,1,0,0,0,0,2,2015
0,0,C.J. Fiedorowicz,@Car,0,0,0,0,0,0,1.0,TE,0,0,19,1,0,0,0,0,2,2015
0,0,Zach Ertz,Dal,0,0,0,0,0,0,1.0,TE,0,0,17,3,0,0,0,0,2,2015
0,0,Owen Daniels,@KC,0,0,0,0,0,0,1.0,TE,0,0,19,3,0,0,0,0,2,2015
0,0,Garrett Celek,@Pit,0,0,0,0,0,0,1.0,TE,0,0,10,2,0,0,0,0,2,2015
0,0,Blake Bell,@Pit,0,0,0,0,0,0,1.0,TE,0,0,11,1,0,0,0,0,2,2015
0,0,Gary Barnidge,Ten,0,0,0,0,0,0,1.0,TE,0,0,17,1,0,0,0,0,2,2015
0,0,Maxx Williams,@Oak,0,0,0,0,0,0,0.0,TE,0,0,8,1,0,0,0,0,2,2015
0,0,Clive Walford,Bal,0,0,0,0,0,0,0.0,TE,0,0,4,1,0,0,0,0,2,2015
0,0,Geoff Swaim,@Phi,0,0,0,0,0,0,0.0,TE,0,0,0,1,0,0,0,0,2,2015
0,0,Lee Smith,Bal,0,0,0,0,0,0,0.0,TE,0,0,6,1,0,0,0,0,2,2015
0,0,Matthew Mulligan,NE,0,0,0,0,0,0,0.0,TE,0,0,2,1,0,0,0,0,2,2015
0,0,Josh Hill,TB,0,0,0,0,0,0,0.0,TE,0,0,2,1,0,0,0,0,2,2015
0,0,Jermaine Gresham,@Chi,0,0,0,0,0,0,0.0,TE,0,0,5,1,0,0,0,0,2,2015
0,1,Gavin Escobar,@Phi,0,0,0,0,0,0,0.0,TE,0,0,16,2,0,0,0,0,2,2015
0,0,Jerome Cunningham,Atl,0,0,0,0,0,0,0.0,TE,0,0,3,1,0,0,0,0,2,2015
0,0,Greg Olsen,NO,0,0,0,0,0,0,25.0,TE,0,2,134,8,0,0,0,0,3,2015
0,0,Gary Barnidge,Oak,0,0,0,0,0,0,16.0,TE,0,1,105,6,0,0,0,0,3,2015
0,0,Jimmy Graham,Chi,0,0,0,0,0,0,14.0,TE,0,1,83,7,0,0,0,0,3,2015
0,0,Charles Clay,@Mia,0,0,0,0,0,0,14.0,TE,0,1,82,5,0,0,0,0,3,2015
0,0,Travis Kelce,@GB,0,0,0,0,0,0,10.0,TE,1,0,80,6,0,0,0,0,3,2015
0,0,Clay Harbor,@NE,0,0,0,0,0,0,10.0,TE,0,1,43,3,0,0,0,0,3,2015
0,0,Rob Gronkowski,Jax,0,0,0,0,0,0,10.0,TE,0,0,101,4,0,0,0,0,3,2015
0,0,Jordan Reed,@NYG,0,0,0,0,0,0,9.0,TE,0,0,96,6,0,0,0,0,3,2015
0,0,Owen Daniels,@Det,0,0,0,0,0,0,8.0,TE,0,1,28,5,0,0,0,0,3,2015
0,0,Jason Witten,Atl,0,0,0,0,0,0,6.0,TE,0,0,65,6,0,0,0,0,3,2015
0,0,Delanie Walker,Ind,0,0,0,0,0,0,6.0,TE,0,0,68,7,0,0,0,0,3,2015
0,0,Eric Ebron,Den,0,0,0,0,0,0,6.0,TE,0,0,61,4,0,0,0,0,3,2015
0,0,Coby Fleener,@Ten,0,0,0,0,0,0,5.0,TE,0,0,51,4,0,0,0,0,3,2015
0,0,Maxx Williams,Cin,0,0,0,0,0,0,4.0,TE,0,0,44,3,0,0,0,0,3,2015
0,0,Crockett Gillmore,Cin,0,0,0,0,0,0,4.0,TE,0,0,40,3,0,0,0,0,3,2015
0,1,Benjamin Watson,@Car,0,0,0,0,0,0,3.0,TE,0,0,42,4,0,0,0,0,3,2015
0,0,John Phillips,@Min,0,0,0,0,0,0,3.0,TE,0,0,35,4,0,0,0,0,3,2015
0,0,Jermaine Gresham,SF,0,0,0,0,0,0,3.0,TE,0,0,34,2,0,0,0,0,3,2015
0,0,Zach Ertz,@NYJ,0,0,0,0,0,0,3.0,TE,0,0,30,2,0,0,0,0,3,2015
0,0,Jack Doyle,@Ten,0,0,0,0,0,0,3.0,TE,0,0,32,3,0,0,0,0,3,2015
0,0,Larry Donnell,Was,0,0,0,0,0,0,3.0,TE,0,0,32,3,0,0,0,0,3,2015
0,0,Levine Toilolo,@Dal,0,0,0,0,0,0,2.0,TE,1,0,6,1,0,0,0,0,3,2015
0,0,Craig Stevens,Ind,0,0,0,0,0,0,2.0,TE,0,0,29,2,0,0,0,0,3,2015
0,0,Zach Miller,@Sea,0,0,0,0,0,0,2.0,TE,0,0,21,1,0,0,0,0,3,2015
0,0,Virgil Green,@Det,0,0,0,0,0,0,2.0,TE,0,0,26,1,0,0,0,0,3,2015
0,0,Daniel Fells,Was,0,0,0,0,0,0,2.0,TE,0,0,27,3,0,0,0,0,3,2015
0,0,Anthony Fasano,Ind,0,0,0,0,0,0,2.0,TE,0,0,26,1,0,0,0,0,3,2015
0,0,Scott Chandler,Jax,0,0,0,0,0,0,2.0,TE,0,0,25,2,0,0,0,0,3,2015
0,0,Garrett Celek,@Ari,0,0,0,0,0,0,2.0,TE,0,0,29,3,0,0,0,0,3,2015
0,0,Jake Stoneburner,Buf,0,0,0,0,0,0,1.0,TE,0,0,13,1,0,0,0,0,3,2015
0,0,Kyle Rudolph,SD,0,0,0,0,0,0,1.0,TE,0,0,14,2,0,0,0,0,3,2015
0,0,Richard Rodgers,KC,0,0,0,0,0,0,1.0,TE,0,0,15,2,0,0,0,0,3,2015
0,0,Andrew Quarless,KC,0,0,0,0,0,0,1.0,TE,0,0,14,2,0,0,0,0,3,2015
0,0,Brandon Myers,@Hou,0,0,0,0,0,0,1.0,TE,0,0,18,3,0,0,0,0,3,2015
0,0,Heath Miller,@Stl,0,0,0,0,0,0,1.0,TE,0,0,17,2,0,0,0,0,3,2015
0,0,Lance Kendricks,Pit,0,0,0,0,0,0,1.0,TE,0,0,12,2,0,0,0,0,3,2015
0,0,Josh Hill,@Car,0,0,0,0,0,0,1.0,TE,0,0,10,1,0,0,0,0,3,2015
0,0,Darren Fells,SF,0,0,0,0,0,0,1.0,TE,0,0,13,1,0,0,0,0,3,2015
0,0,Ed Dickson,NO,0,0,0,0,0,0,1.0,TE,0,0,19,2,0,0,0,0,3,2015
0,0,Jordan Cameron,Buf,0,0,0,0,0,0,1.0,TE,0,0,16,3,0,0,0,0,3,2015
0,0,Nick Boyle,Cin,0,0,0,0,0,0,1.0,TE,0,0,19,2,0,0,0,0,3,2015
0,0,Martellus Bennett,@Sea,0,0,0,0,0,0,1.0,TE,0,0,15,4,0,0,0,0,3,2015
0,0,Jacob Tamme,@Dal,0,0,0,0,0,0,0.0,TE,0,0,8,1,0,0,0,0,3,2015
0,0,Lee Smith,@Cle,0,0,0,0,0,0,0.0,TE,0,0,8,1,0,0,0,0,3,2015
0,0,David Johnson,@Min,0,0,0,0,0,0,0.0,TE,0,0,0,0,0,1,0,2,3,2015
0,0,Garrett Graham,TB,0,0,0,0,0,0,0.0,TE,0,0,9,1,0,0,0,0,3,2015
0,0,Jared Cook,Pit,0,0,0,0,0,0,0.0,TE,0,0,7,1,0,0,0,0,3,2015
0,0,Blake Bell,@Ari,0,0,0,0,0,0,0.0,TE,0,0,0,1,0,0,0,0,3,2015
0,0,Coby Fleener,Jax,0,0,0,0,0,0,14.0,TE,0,1,83,9,0,0,0,0,4,2015
0,0,Martellus Bennett,Oak,0,0,0,0,0,0,14.0,TE,0,1,83,11,0,0,0,0,4,2015
0,0,Gary Barnidge,@SD,0,0,0,0,0,0,13.0,TE,0,1,75,6,0,0,0,0,4,2015
0,0,Ladarius Green,Cle,0,0,0,0,0,0,11.0,TE,0,1,53,4,0,0,0,0,4,2015
0,0,Charles Clay,NYG,0,0,0,0,0,0,11.0,TE,0,0,111,9,0,0,0,0,4,2015
0,0,Richard Rodgers,@SF,0,0,0,0,0,0,10.0,TE,0,1,45,5,0,0,0,0,4,2015
0,0,Jake Stoneburner,NYJ,0,0,0,0,0,0,7.0,TE,0,1,16,2,0,0,0,0,4,2015
0,0,Josh Hill,Dal,0,0,0,0,0,0,7.0,TE,0,1,11,2,0,0,0,0,4,2015
0,1,C.J. Fiedorowicz,@Atl,0,0,0,0,0,0,7.0,TE,0,1,28,3,0,0,0,0,4,2015
0,0,Brent Celek,@Was,0,0,0,0,0,0,7.0,TE,0,1,10,1,0,0,0,0,4,2015
0,0,John Phillips,Cle,0,0,0,0,0,0,6.0,TE,0,1,1,1,0,0,0,0,4,2015
0,0,Tyler Eifert,KC,0,0,0,0,0,0,6.0,TE,0,0,69,3,0,0,0,0,4,2015
0,0,Owen Daniels,Min,0,0,0,0,0,0,6.0,TE,0,1,9,2,0,0,0,0,4,2015
0,0,Jason Witten,@NO,0,0,0,0,0,0,5.0,TE,0,0,57,4,0,0,0,0,4,2015
0,0,Marcedes Lewis,@Ind,0,0,0,0,0,0,4.0,TE,0,0,40,5,0,0,0,0,4,2015
0,0,Benjamin Watson,Dal,0,0,0,0,0,0,3.0,TE,0,0,30,3,0,0,0,0,4,2015
0,1,Travis Kelce,@Cin,0,0,0,0,0,0,3.0,TE,0,0,49,5,0,0,0,0,4,2015
0,0,Clay Harbor,@Ind,0,0,0,0,0,0,3.0,TE,0,0,31,4,0,0,0,0,4,2015
0,0,Larry Donnell,@Buf,0,0,0,0,0,0,3.0,TE,0,0,38,5,0,0,0,0,4,2015
0,1,Jordan Reed,Phi,0,0,0,0,0,0,2.0,TE,0,0,37,5,0,0,0,0,4,2015
0,0,Greg Olsen,@TB,0,0,0,0,0,0,2.0,TE,0,0,28,2,0,0,0,0,4,2015
0,0,Jimmy Graham,Det,0,0,0,0,0,0,2.0,TE,0,0,29,4,0,0,0,0,4,2015
0,0,Eric Ebron,@Sea,0,0,0,0,0,0,2.0,TE,0,0,22,2,0,0,0,0,4,2015
0,0,Jared Cook,@Ari,0,0,0,0,0,0,2.0,TE,0,0,22,3,0,0,0,0,4,2015
0,0,Garrett Celek,GB,0,0,0,0,0,0,2.0,TE,0,0,26,3,0,0,0,0,4,2015
0,0,Luke Willson,Det,0,0,0,0,0,0,1.0,TE,0,0,15,2,0,0,0,0,4,2015
0,0,Maxx Williams,@Pit,0,0,0,0,0,0,1.0,TE,0,0,17,2,0,0,0,0,4,2015
0,0,Lee Smith,@Chi,0,0,0,0,0,0,1.0,TE,0,0,14,2,0,0,0,0,4,2015
0,0,Mychal Rivera,@Chi,0,0,0,0,0,0,1.0,TE,0,0,12,2,0,0,0,0,4,2015
0,0,Chris Gragg,NYG,0,0,0,0,0,0,1.0,TE,0,0,15,1,0,0,0,0,4,2015
0,0,Darren Fells,Stl,0,0,0,0,0,0,1.0,TE,0,0,17,1,0,0,0,0,4,2015
0,0,Zach Ertz,@Was,0,0,0,0,0,0,1.0,TE,0,0,11,2,0,0,0,0,4,2015
0,0,Ed Dickson,@TB,0,0,0,0,0,0,1.0,TE,0,0,11,1,0,0,0,0,4,2015
0,0,Jordan Cameron,NYJ,0,0,0,0,0,0,1.0,TE,0,0,19,2,0,0,0,0,4,2015
0,0,Nick Boyle,@Pit,0,0,0,0,0,0,1.0,TE,0,0,12,3,0,0,0,0,4,2015
0,0,Kyle Rudolph,@Den,0,0,0,0,0,0,0.0,TE,0,0,7,2,0,0,0,0,4,2015
0,0,James O'Shaughnessy,@Cin,0,0,0,0,0,0,0.0,TE,0,0,8,1,0,0,0,0,4,2015
0,0,Brandon Myers,Car,0,0,0,0,0,0,0.0,TE,0,0,8,1,0,0,0,0,4,2015
0,0,Heath Miller,Bal,0,0,0,0,0,0,0.0,TE,0,0,1,1,0,0,0,0,4,2015
0,0,Vance McDonald,GB,0,0,0,0,0,0,0.0,TE,0,0,7,1,0,0,0,0,4,2015
0,0,Cory Harkey,@Ari,0,0,0,0,0,0,0.0,TE,0,0,4,1,0,0,0,0,4,2015
0,0,James Hanna,@NO,0,0,0,0,0,0,0.0,TE,0,0,7,1,0,0,0,0,4,2015
0,0,Jermaine Gresham,Stl,0,0,0,0,0,0,0.0,TE,0,0,8,1,0,0,0,0,4,2015
0,0,Garrett Graham,@Atl,0,0,0,0,0,0,0.0,TE,0,0,6,1,0,0,0,0,4,2015
0,0,Cameron Brate,Car,0,0,0,0,0,0,0.0,TE,0,0,7,1,0,0,0,0,4,2015
0,0,Antonio Gates,Pit,0,0,0,0,0,0,21.0,TE,0,2,92,9,0,0,0,0,5,2015
0,0,Tyler Eifert,Sea,0,0,0,0,0,0,21.0,TE,0,2,90,8,0,0,0,0,5,2015
0,0,Gary Barnidge,@Bal,0,0,0,0,0,0,19.0,TE,0,1,139,8,0,0,0,0,5,2015
0,0,Brent Celek,NO,0,0,0,0,0,0,10.0,TE,0,1,44,3,0,0,0,0,5,2015
0,0,Benjamin Watson,@Phi,0,0,0,0,0,0,9.0,TE,0,1,36,3,0,0,0,0,5,2015
0,0,Jacob Tamme,Was,0,0,0,0,0,0,9.0,TE,0,0,94,8,0,0,0,0,5,2015
0,0,Larry Donnell,SF,0,0,0,0,0,0,9.0,TE,0,1,35,6,0,0,0,0,5,2015
0,0,Darren Fells,@Det,0,0,0,0,0,0,8.0,TE,0,1,25,2,0,0,0,0,5,2015
0,0,Garrett Celek,@NYG,0,0,0,0,0,0,8.0,TE,0,1,26,3,0,0,0,0,5,2015
0,0,Rob Gronkowski,@Dal,0,0,0,0,0,0,6.0,TE,0,0,67,4,0,0,0,0,5,2015
0,0,Zach Ertz,NO,0,0,0,0,0,0,6.0,TE,0,0,60,5,0,0,0,0,5,2015
0,0,Ladarius Green,Pit,0,0,0,0,0,0,5.0,TE,0,0,50,5,0,0,0,0,5,2015
0,0,Will Tye,SF,0,0,0,0,0,0,4.0,TE,0,0,48,4,0,0,0,0,5,2015
0,0,Richard Rodgers,Stl,0,0,0,0,0,0,4.0,TE,0,0,45,6,0,0,0,0,5,2015
0,0,Heath Miller,@SD,0,0,0,0,0,0,4.0,TE,0,0,46,3,0,0,0,0,5,2015
0,0,Delanie Walker,Buf,0,0,0,0,0,0,3.0,TE,0,0,36,4,0,0,0,0,5,2015
0,0,Clive Walford,Den,0,0,0,0,0,0,3.0,TE,0,0,33,1,0,0,0,0,5,2015
0,0,Mychal Rivera,Den,0,0,0,0,0,0,3.0,TE,0,0,33,3,0,0,0,0,5,2015
0,0,Brandon Myers,Jax,0,0,0,0,0,0,3.0,TE,0,0,34,2,0,0,0,0,5,2015
0,0,Travis Kelce,Chi,0,0,0,0,0,0,3.0,TE,0,0,35,3,0,0,0,0,5,2015
0,0,Jimmy Graham,@Cin,0,0,0,0,0,0,3.0,TE,0,0,30,3,0,0,0,0,5,2015
0,0,Martellus Bennett,@KC,0,0,0,0,0,0,3.0,TE,0,0,32,4,0,0,0,0,5,2015
0,1,Jason Witten,NE,0,0,0,0,0,0,2.0,TE,0,0,33,5,0,0,0,0,5,2015
0,0,Julius Thomas,@TB,0,0,0,0,0,0,2.0,TE,0,0,20,2,0,0,0,0,5,2015
0,0,Brandon Pettigrew,Ari,0,0,0,0,0,0,2.0,TE,0,0,29,3,0,0,0,0,5,2015
0,0,Nick Boyle,Cle,0,0,0,0,0,0,2.0,TE,0,0,27,3,0,0,0,0,5,2015
0,0,Dwayne Allen,@Hou,0,0,0,0,0,0,2.0,TE,0,0,21,1,0,0,0,0,5,2015
0,0,Luke Willson,@Cin,0,0,0,0,0,0,1.0,TE,0,0,17,2,0,0,0,0,5,2015
0,0,Lance Kendricks,@GB,0,0,0,0,0,0,1.0,TE,0,0,16,2,0,0,0,0,5,2015
0,0,Maxx Williams,Cle,0,0,0,0,0,0,0.0,TE,0,0,0,1,0,0,0,0,5,2015
0,0,Craig Stevens,Buf,0,0,0,0,0,0,0.0,TE,0,0,1,1,0,0,0,0,5,2015
0,0,Vance McDonald,@NYG,0,0,0,0,0,0,0.0,TE,0,0,9,2,0,0,0,0,5,2015
0,0,Rob Housler,@Bal,0,0,0,0,0,0,0.0,TE,0,0,6,1,0,0,0,0,5,2015
0,0,Garrett Graham,Ind,0,0,0,0,0,0,0.0,TE,0,0,8,1,0,0,0,0,5,2015
0,0,Coby Fleener,@Hou,0,0,0,0,0,0,0.0,TE,0,0,9,2,0,0,0,0,5,2015
0,0,C.J. Fiedorowicz,Ind,0,0,0,0,0,0,0.0,TE,0,0,4,1,0,0,0,0,5,2015
0,0,Jim Dray,@Bal,0,0,0,0,0,0,0.0,TE,0,0,7,1,0,0,0,0,5,2015
0,0,Jack Doyle,@Hou,0,0,0,0,0,0,0.0,TE,0,0,0,1,0,0,0,0,5,2015
0,0,Jared Cook,@GB,0,0,0,0,0,0,0.0,TE,0,0,8,1,0,0,0,0,5,2015
0,0,Charles Clay,@Ten,0,0,0,0,0,0,0.0,TE,0,0,7,1,0,0,0,0,5,2015
0,0,Blake Bell,@NYG,0,0,0,0,0,0,0.0,TE,0,0,6,1,0,0,0,0,5,2015
0,1,Michael Hoomanawanui,@Phi,0,0,0,0,0,0,-1.0,TE,0,0,4,2,0,0,0,0,5,2015
0,0,Greg Olsen,@Sea,0,0,0,0,0,0,19.0,TE,0,1,131,7,0,0,0,0,6,2015
0,0,Benjamin Watson,Atl,0,0,0,0,0,0,18.0,TE,0,1,127,10,0,0,0,0,6,2015
0,0,Gary Barnidge,Den,0,0,0,0,0,0,15.0,TE,0,2,39,3,0,0,0,0,6,2015
0,0,Jimmy Graham,Car,0,0,0,0,0,0,14.0,TE,0,0,140,8,0,0,0,0,6,2015
0,0,Julius Thomas,Hou,0,0,0,0,0,0,13.0,TE,0,1,78,7,0,0,0,0,6,2015
0,0,Rob Gronkowski,@Ind,0,0,0,0,0,0,11.0,TE,0,1,50,3,0,0,0,0,6,2015
0,0,Delanie Walker,Mia,0,0,0,0,0,0,9.0,TE,0,0,97,8,0,0,0,0,6,2015
0,0,Dion Sims,@Ten,0,0,0,0,0,0,9.0,TE,0,1,33,4,0,0,0,0,6,2015
0,0,Ladarius Green,@GB,0,0,0,0,0,0,9.0,TE,0,1,35,3,0,0,0,0,6,2015
